,score,a,a,a,a,k,k,k,k,b,b,u,u,u,u,n
,0,0,1,2,3,0,1,2,3,0,1,0,1,2,3,0
,,,,,,,,,,,,,,,,
0,30.0541314117,1.13806604874,1.02438287194,0.228036448511,0.895451024208,0.601406447746,1.02755214714,0.360214251731,0.154880596136,0.058604842594,0.110158739621,0.505316591798,0.505316591798,0.505316591798,0.505316591798,1.30329724006
1,30.0541314117,1.13806604874,1.02438287194,0.228036448511,0.895451024208,0.601406447746,1.02755214714,0.360214251731,0.154880596136,0.058604842594,0.110158739621,0.505316591798,0.505316591798,0.505316591798,0.505316591798,1.30329724006
2,9.68162988122,1.12622517454,1.37318853626,1.49258323368,0.878091477287,0.267336776265,1.43337886539,1.29961402259,1.47520759876,0.123745607093,0.103811364586,0.917448791783,0.917448791783,0.917448791783,0.917448791783,1.10198009846
3,9.68162988122,1.12622517454,1.37318853626,1.49258323368,0.878091477287,0.267336776265,1.43337886539,1.29961402259,1.47520759876,0.123745607093,0.103811364586,0.917448791783,0.917448791783,0.917448791783,0.917448791783,1.10198009846
4,9.56045720405,0.569920516073,0.946019806954,0.282512851516,0.923408042981,0.246519969898,1.3894265722,0.883067614677,0.876388221394,0.0851553614726,0.0400247762298,0.821325262788,0.821325262788,0.821325262788,0.821325262788,1.13204044693
5,9.56045720405,0.569920516073,0.946019806954,0.282512851516,0.923408042981,0.246519969898,1.3894265722,0.883067614677,0.876388221394,0.0851553614726,0.0400247762298,0.821325262788,0.821325262788,0.821325262788,0.821325262788,1.13204044693
6,9.4973923941,0.888668777198,1.17685849677,0.972866351034,0.416140297689,0.497840716338,0.207655532728,0.287359011668,1.07024704351,0.0857048066318,0.101067619519,0.382580181898,0.382580181898,0.382580181898,0.382580181898,1.72730247064
7,9.4973923941,0.888668777198,1.17685849677,0.972866351034,0.416140297689,0.497840716338,0.207655532728,0.287359011668,1.07024704351,0.0857048066318,0.101067619519,0.382580181898,0.382580181898,0.382580181898,0.382580181898,1.72730247064
8,7.73981611904,0.419318055628,0.428076726909,0.95582868786,1.2329908606,0.371918112077,1.29002559621,0.882102945711,0.800787620929,0.0498526368526,0.0962986776722,0.498170711246,0.498170711246,0.498170711246,0.498170711246,1.35660365614
9,7.73981611904,0.419318055628,0.428076726909,0.95582868786,1.2329908606,0.371918112077,1.29002559621,0.882102945711,0.800787620929,0.0498526368526,0.0962986776722,0.498170711246,0.498170711246,0.498170711246,0.498170711246,1.35660365614
10,7.17212272401,0.684178865859,0.971116337021,1.0953391256,0.441215579392,0.58656118791,0.750358970015,0.796145630912,0.186785021886,0.0838910165721,0.111080217471,0.971092839843,0.971092839843,0.971092839843,0.971092839843,1.07429148371
11,7.17212272401,0.684178865859,0.971116337021,1.0953391256,0.441215579392,0.58656118791,0.750358970015,0.796145630912,0.186785021886,0.0838910165721,0.111080217471,0.971092839843,0.971092839843,0.971092839843,0.971092839843,1.07429148371
12,4.71419120668,0.62942682513,0.731846607999,0.952928090311,0.461405566262,0.287268255173,1.4446651676,1.13655731436,0.96816706105,0.0749185101619,0.0611335151718,0.604500752917,0.604500752917,0.604500752917,0.604500752917,1.27178722705
13,4.71419120668,0.62942682513,0.731846607999,0.952928090311,0.461405566262,0.287268255173,1.4446651676,1.13655731436,0.96816706105,0.0749185101619,0.0611335151718,0.604500752917,0.604500752917,0.604500752917,0.604500752917,1.27178722705
14,4.31060608399,0.838462621534,0.686605444956,0.547117075321,0.469700056201,0.277150731898,0.67941193152,1.44364249536,0.886951310969,0.105359642306,0.100039108344,0.426334979351,0.426334979351,0.426334979351,0.426334979351,1.5353591718
15,4.31060608399,0.838462621534,0.686605444956,0.547117075321,0.469700056201,0.277150731898,0.67941193152,1.44364249536,0.886951310969,0.105359642306,0.100039108344,0.426334979351,0.426334979351,0.426334979351,0.426334979351,1.5353591718
16,3.32600714393,0.804054437085,0.385816124773,1.26450480258,0.933891578501,0.643848498433,0.178912460369,0.60049666623,0.420252448763,0.0753328214798,0.0615423568501,0.422892499716,0.422892499716,0.422892499716,0.422892499716,1.21236524954
17,3.32600714393,0.804054437085,0.385816124773,1.26450480258,0.933891578501,0.643848498433,0.178912460369,0.60049666623,0.420252448763,0.0753328214798,0.0615423568501,0.422892499716,0.422892499716,0.422892499716,0.422892499716,1.21236524954
18,2.15008643364,1.38229819191,1.27251827153,1.45724991302,1.09569189191,1.06730989502,1.22632188719,1.3564796894,1.37985207745,0.116295233183,0.0321221006199,0.457550412795,0.457550412795,0.457550412795,0.457550412795,1.26599592615
19,2.15008643364,1.38229819191,1.27251827153,1.45724991302,1.09569189191,1.06730989502,1.22632188719,1.3564796894,1.37985207745,0.116295233183,0.0321221006199,0.457550412795,0.457550412795,0.457550412795,0.457550412795,1.26599592615
20,1.38074693666,1.31537709263,0.939931334024,1.46954779116,1.4551634108,1.03848059534,1.26433758255,1.1603630455,0.6066706071,0.124465472485,0.0563301370796,0.533587568683,0.533587568683,0.533587568683,0.533587568683,1.2638497891
21,1.38074693666,1.31537709263,0.939931334024,1.46954779116,1.4551634108,1.03848059534,1.26433758255,1.1603630455,0.6066706071,0.124465472485,0.0563301370796,0.533587568683,0.533587568683,0.533587568683,0.533587568683,1.2638497891
22,1.30294614967,1.14981602241,1.01402829284,1.31535998789,1.09706957093,0.78985513958,1.49044947761,1.07656847899,0.900871795661,0.105142177459,0.105476285677,0.42258408947,0.42258408947,0.42258408947,0.42258408947,1.17880348279
23,1.30294614967,1.14981602241,1.01402829284,1.31535998789,1.09706957093,0.78985513958,1.49044947761,1.07656847899,0.900871795661,0.105142177459,0.105476285677,0.42258408947,0.42258408947,0.42258408947,0.42258408947,1.17880348279
24,1.09844022801,0.956878881577,0.507521614557,1.25998361389,0.892204973542,1.29162161023,0.947702821765,1.11933213239,0.877959009384,0.0846298763003,0.04583566459,0.648865991438,0.648865991438,0.648865991438,0.648865991438,1.0985921672
25,1.09844022801,0.956878881577,0.507521614557,1.25998361389,0.892204973542,1.29162161023,0.947702821765,1.11933213239,0.877959009384,0.0846298763003,0.04583566459,0.648865991438,0.648865991438,0.648865991438,0.648865991438,1.0985921672
26,0.795795002134,1.45769358332,0.592813569554,1.34453001493,1.43435885381,1.44765096224,0.884889040228,0.981853831421,0.862011932835,0.116031987607,0.0802109723202,0.461066675495,0.461066675495,0.461066675495,0.461066675495,1.20537482116
27,0.795795002134,1.45769358332,0.592813569554,1.34453001493,1.43435885381,1.44765096224,0.884889040228,0.981853831421,0.862011932835,0.116031987607,0.0802109723202,0.461066675495,0.461066675495,0.461066675495,0.461066675495,1.20537482116
28,0.745974747274,1.34068379997,0.512119633903,1.39628372068,1.19179643432,1.08257777761,0.554436054675,1.22608913277,0.718036398201,0.120946458727,0.0655757772809,0.384368835483,0.384368835483,0.384368835483,0.384368835483,1.33279008606
29,0.745974747274,1.34068379997,0.512119633903,1.39628372068,1.19179643432,1.08257777761,0.554436054675,1.22608913277,0.718036398201,0.120946458727,0.0655757772809,0.384368835483,0.384368835483,0.384368835483,0.384368835483,1.33279008606
30,0.655714454469,1.26832681432,0.498521270092,1.10505450161,0.818255388451,1.31764168448,0.86845516342,1.45095597716,1.00948781835,0.117336329837,0.0954032350502,0.369952427483,0.369952427483,0.369952427483,0.369952427483,1.29916165913
31,0.655714454469,1.26832681432,0.498521270092,1.10505450161,0.818255388451,1.31764168448,0.86845516342,1.45095597716,1.00948781835,0.117336329837,0.0954032350502,0.369952427483,0.369952427483,0.369952427483,0.369952427483,1.29916165913
32,0.650512333944,1.34241083009,0.592813569554,1.33261353031,0.768203307898,1.15038374239,0.736261665888,0.981853831421,0.298842041837,0.118039103025,0.0837273695289,0.461066675495,0.461066675495,0.461066675495,0.461066675495,1.29871346261
33,0.650512333944,1.34241083009,0.592813569554,1.33261353031,0.768203307898,1.15038374239,0.736261665888,0.981853831421,0.298842041837,0.118039103025,0.0837273695289,0.461066675495,0.461066675495,0.461066675495,0.461066675495,1.29871346261
34,0.574165406698,1.26498728911,0.562788349755,1.2248081499,1.0052526068,1.1977063831,0.942055052111,1.36573786605,0.781944568416,0.116380032316,0.0647951904066,0.398008539078,0.398008539078,0.398008539078,0.398008539078,1.23933511614
35,0.574165406698,1.26498728911,0.562788349755,1.2248081499,1.0052526068,1.1977063831,0.942055052111,1.36573786605,0.781944568416,0.116380032316,0.0647951904066,0.398008539078,0.398008539078,0.398008539078,0.398008539078,1.23933511614
36,0.557290580277,1.32329210227,0.511210211936,1.30083129003,1.08303636978,1.34561266784,0.896524756755,1.3054899273,0.991347638308,0.120884080204,0.107406196931,0.391565023926,0.391565023926,0.391565023926,0.391565023926,1.25040135008
37,0.557290580277,1.32329210227,0.511210211936,1.30083129003,1.08303636978,1.34561266784,0.896524756755,1.3054899273,0.991347638308,0.120884080204,0.107406196931,0.391565023926,0.391565023926,0.391565023926,0.391565023926,1.25040135008
38,0.554584779384,1.34270149931,0.586307138659,1.24547900051,1.00329600248,1.32503952623,1.09776073275,1.48019203878,1.1329066765,0.119042815252,0.114882830585,0.389062777503,0.389062777503,0.389062777503,0.389062777503,1.1740219949
39,0.554584779384,1.34270149931,0.586307138659,1.24547900051,1.00329600248,1.32503952623,1.09776073275,1.48019203878,1.1329066765,0.119042815252,0.114882830585,0.389062777503,0.389062777503,0.389062777503,0.389062777503,1.1740219949
40,0.541402400791,1.2794195447,0.539870876639,1.28656613624,1.19139775892,1.26456631004,0.962795913101,1.45999194555,1.08395324276,0.114662880713,0.0983781169079,0.405931466842,0.405931466842,0.405931466842,0.405931466842,1.18577367206
41,0.541402400791,1.2794195447,0.539870876639,1.28656613624,1.19139775892,1.26456631004,0.962795913101,1.45999194555,1.08395324276,0.114662880713,0.0983781169079,0.405931466842,0.405931466842,0.405931466842,0.405931466842,1.18577367206
42,0.527762616959,1.3462089371,0.685179322763,1.25338809225,0.97493358457,1.24794871513,1.25845681347,1.36560079129,0.875556931824,0.120686610932,0.0309052977866,0.384289047841,0.384289047841,0.384289047841,0.384289047841,1.2213914399
43,0.527762616959,1.3462089371,0.685179322763,1.25338809225,0.97493358457,1.24794871513,1.25845681347,1.36560079129,0.875556931824,0.120686610932,0.0309052977866,0.384289047841,0.384289047841,0.384289047841,0.384289047841,1.2213914399
44,0.525510586528,1.32307300375,0.506953193207,0.969506928504,0.731684794401,1.36261556949,1.0847211303,1.38652259246,0.774280237012,0.120141856104,0.0636876723817,0.337906875189,0.337906875189,0.337906875189,0.337906875189,1.28080100937
45,0.525510586528,1.32307300375,0.506953193207,0.969506928504,0.731684794401,1.36261556949,1.0847211303,1.38652259246,0.774280237012,0.120141856104,0.0636876723817,0.337906875189,0.337906875189,0.337906875189,0.337906875189,1.28080100937
46,0.523656011909,1.34212284771,0.561633989882,1.04459563818,0.800951305437,1.29056089959,1.00024663192,1.15347214506,0.65804606754,0.120427176525,0.0693469380483,0.375071787124,0.375071787124,0.375071787124,0.375071787124,1.2707296329
47,0.523656011909,1.34212284771,0.561633989882,1.04459563818,0.800951305437,1.29056089959,1.00024663192,1.15347214506,0.65804606754,0.120427176525,0.0693469380483,0.375071787124,0.375071787124,0.375071787124,0.375071787124,1.2707296329
48,0.499379784891,1.42957123252,0.513073390133,0.726060151059,0.660696006094,1.40279628919,0.909170320742,0.681418302837,0.526860583871,0.127526510636,0.0579150530358,0.32801115573,0.32801115573,0.32801115573,0.32801115573,1.45072738617
49,0.499379784891,1.42957123252,0.513073390133,0.726060151059,0.660696006094,1.40279628919,0.909170320742,0.681418302837,0.526860583871,0.127526510636,0.0579150530358,0.32801115573,0.32801115573,0.32801115573,0.32801115573,1.45072738617
50,0.489910578354,1.44746835802,0.505092435904,0.742048047364,0.785645464755,1.2782999344,0.729554122074,0.5559550131,0.542380383008,0.127916570243,0.0874766223228,0.34977493337,0.34977493337,0.34977493337,0.34977493337,1.4890589021
51,0.489910578354,1.44746835802,0.505092435904,0.742048047364,0.785645464755,1.2782999344,0.729554122074,0.5559550131,0.542380383008,0.127916570243,0.0874766223228,0.34977493337,0.34977493337,0.34977493337,0.34977493337,1.4890589021
52,0.483450304554,1.36879942502,0.605247301271,0.885122538734,0.84465954429,1.02246373441,0.693833700399,0.513504046251,0.401439283899,0.12433237217,0.119340451193,0.398309572874,0.398309572874,0.398309572874,0.398309572874,1.43760721756
53,0.483450304554,1.36879942502,0.605247301271,0.885122538734,0.84465954429,1.02246373441,0.693833700399,0.513504046251,0.401439283899,0.12433237217,0.119340451193,0.398309572874,0.398309572874,0.398309572874,0.398309572874,1.43760721756
