,dose,unit,rel exp,layers,value
9452,-2.03754467064,9,0.00081539975882547345,4,6.452081242515856
9453,-1.94539263115,9,0.0010603169381773979,4,6.4518732116280884
9454,-1.85324059166,9,0.0013786982877015501,4,6.4515630506714494
9455,-1.76108855217,9,0.0017925105467042038,4,6.4511007279746124
9456,-1.66893651268,9,0.002330241056938122,4,6.4504118061071383
9457,-1.57678447319,9,0.0030288004415385734,4,6.4493856372619298
9458,-1.4846324337,9,0.0039359577994712222,4,6.4478579472390054
9459,-1.39248039422,9,0.0051134417389699822,4,6.445585237486279
9460,-1.30032835473,9,0.006640862821014777,4,6.4422073539796649
9461,-1.20817631524,9,0.0086206303928341391,4,6.4371931362886476
9462,-1.11602427575,9,0.011184040870910296,4,6.4297622628132221
9463,-1.02387223626,9,0.014498690431649213,4,6.4187743909921835
9464,-0.931720196771,9,0.018777288180175,4,6.4025749481131529
9465,-0.839568157282,9,0.024287777572345678,4,6.3787866970327203
9466,-0.747416117793,9,0.031364357308314168,4,6.3440401664712818
9467,-0.655264078304,9,0.040418451574856823,4,6.2936494542147328
9468,-0.563112038815,9,0.051947824818263266,4,6.2212720421090699
9469,-0.470959999326,9,0.066540796292625284,4,6.1186560436457871
9470,-0.378807959837,9,0.084870898078202653,4,5.9756904228048935
9471,-0.286655920348,9,0.10767556641414501,4,5.7811299055691796
9472,-0.194503880859,9,0.13571119923146355,4,5.524494365989673
9473,-0.10235184137,9,0.16967739407763341,4,5.1995169489359405
9474,-0.010199801881,9,0.21010722300192855,4,4.808750110064417
9475,0.081952237608,9,0.25722978378321704,4,4.3673874361196336
9476,0.174104277097,9,0.31082612261378251,4,3.9030578766088606
9477,0.266256316586,9,0.3701161449431723,4,3.4496002675162485
9478,0.358408356075,9,0.43372340257559955,4,3.037197264900902
9479,0.450560395564,9,0.49975564794226579,4,2.6846355000323774
9480,0.542712435053,9,0.56600699623739459,4,2.3975791676905405
9481,0.634864474542,9,0.63024238052018833,4,2.1718697713631636
9482,0.727016514031,9,0.69048996070320257,4,1.998352940127722
9483,0.81916855352,9,0.74526360402976433,4,1.8666709072465613
9484,0.911320593009,9,0.79366776720605303,4,1.7673481164367131
9485,1.0034726325,9,0.83538234063618255,4,1.6925660300947676
9486,1.09562467199,9,0.87056089019851479,4,1.6362191069164975
9487,1.18777671148,9,0.89968917044389662,4,1.5936764807325008
9488,1.27992875096,9,0.92344422734394127,4,1.5614749496963387
9489,1.37208079045,9,0.94257844899619947,4,1.5370380926875897
9490,1.46423282994,9,0.95783729126346573,4,1.5184495426715707
9491,1.55638486943,9,0.96990888829588273,4,1.504280300436434
9492,1.64853690892,9,0.97939880213474617,4,1.4934608031687227
9493,1.74068894841,9,0.98682215205342827,4,1.4851872491939182
9494,1.8328409879,9,0.99260640330447347,4,1.4788531911060314
9495,1.92499302739,9,0.9970998191174304,4,1.4739994669816279
9496,2.01714506688,9,1.0005822462842564,4,1.4702773757607053
9497,2.10929710637,9,1.0032762217520199,4,1.4674214332722777
9498,2.20144914585,9,1.0053573123994319,4,1.4652290942860273
9499,2.29360118534,9,1.0069631949824043,4,1.4635455738223808
9500,-2.22184874962,10,0.00048213988950419456,4,7.2220954645641493
9501,-2.12969671013,10,0.0006270196682665192,4,7.2219923982256393
9502,-2.03754467064,10,0.00081539975882547345,4,7.2218374571030042
9503,-1.94539263115,10,0.0010603169381773979,4,7.2216045642132292
9504,-1.85324059166,10,0.0013786982877015501,4,7.2212545656457188
9505,-1.76108855217,10,0.0017925105467042038,4,7.2207287041699129
9506,-1.66893651268,10,0.002330241056938122,4,7.219938866896138
9507,-1.57678447319,10,0.0030288004415385734,4,7.2187530438652905
9508,-1.4846324337,10,0.0039359577994712222,4,7.2169737091369122
9509,-1.39248039422,10,0.0051134417389699822,4,7.2143058075735018
9510,-1.30032835473,10,0.006640862821014777,4,7.2103096087466936
9511,-1.20817631524,10,0.0086206303928341391,4,7.2043318000798076
9512,-1.11602427575,10,0.011184040870910296,4,7.1954058441290201
9513,-1.02387223626,10,0.014498690431649213,4,7.1821100685713795
9514,-0.931720196771,10,0.018777288180175,4,7.1623700089659899
9515,-0.839568157282,10,0.024287777572345678,4,7.1331922188151342
9516,-0.747416117793,10,0.031364357308314168,4,7.0903245370890513
9517,-0.655264078304,10,0.040418451574856823,4,7.0278614043132386
9518,-0.563112038815,10,0.051947824818263266,4,6.9378675762431108
9519,-0.470959999326,10,0.066540796292625284,4,6.8102015264713849
9520,-0.378807959837,10,0.084870898078202653,4,6.6328983985757173
9521,-0.286655920348,10,0.10767556641414501,4,6.3936887992984062
9522,-0.194503880859,10,0.13571119923146355,4,6.0832915559496392
9523,-0.10235184137,10,0.16967739407763341,4,5.7005538774902984
9524,-0.010199801881,10,0.21010722300192855,4,5.2578097329874138
9525,0.081952237608,10,0.25722978378321704,4,4.7826172144635466
9526,0.174104277097,10,0.31082612261378251,4,4.3122258251104402
9527,0.266256316586,10,0.3701161449431723,4,3.882080234072967
9528,0.358408356075,10,0.43372340257559955,4,3.5153545143280738
9529,0.450560395564,10,0.49975564794226579,4,3.2196443327001889
9530,0.542712435053,10,0.56600699623739459,4,2.9905118863281155
9531,0.634864474542,10,0.63024238052018833,4,2.8174193515676604
9532,0.727016514031,10,0.69048996070320257,4,2.6884691293519438
9533,0.81916855352,10,0.74526360402976433,4,2.5929549730168131
9534,0.911320593009,10,0.79366776720605303,4,2.5222402768949617
9535,1.0034726325,10,0.83538234063618255,4,2.4697503679164687
9536,1.09562467199,10,0.87056089019851479,4,2.4306287650641147
9537,1.18777671148,10,0.89968917044389662,4,2.4013370182029643
9538,1.27992875096,10,0.92344422734394127,4,2.3793069130665905
9539,1.37208079045,10,0.94257844899619947,4,2.3626708580874496
9540,1.46423282994,10,0.95783729126346573,4,2.35006390015266
9541,1.55638486943,10,0.96990888829588273,4,2.3404820174982701
9542,1.64853690892,10,0.97939880213474617,4,2.3331816911104584
9543,1.74068894841,10,0.98682215205342827,4,2.3276087777914585
9544,1.8328409879,10,0.99260640330447347,4,2.3233478967975638
9545,1.92499302739,10,0.9970998191174304,4,2.3200861367259042
9546,2.01714506688,10,1.0005822462842564,4,2.3175867970491408
9547,2.10929710637,10,1.0032762217520199,4,2.315670215333526
9548,2.20144914585,10,1.0053573123994319,4,2.3141996464191577
9549,2.29360118534,10,1.0069631949824043,4,2.3130707810805062
9550,-2.22184874962,11,0.00048213988950419456,4,7.4057452100729311
9551,-2.12969671013,11,0.0006270196682665192,4,7.4056924208019135
9552,-2.03754467064,11,0.00081539975882547345,4,7.4056129979702563
9553,-1.94539263115,11,0.0010603169381773979,4,7.4054935198490792
9554,-1.85324059166,11,0.0013786982877015501,4,7.4053138159989835
