,time,unit,layers,value
6171,172.0,30,4,3.80729113135
6172,173.0,30,4,3.80729022756
6173,174.0,30,4,3.80728895244
6174,175.0,30,4,3.80728781823
6175,176.0,30,4,3.80728700936
6176,177.0,30,4,3.80728634582
6177,178.0,30,4,3.80728599668
6178,179.0,30,4,3.80728612278
6179,180.0,30,4,3.8072867968
6180,181.0,30,4,3.80728783379
6181,182.0,30,4,3.80728893351
6182,183.0,30,4,3.80728956173
6183,184.0,30,4,3.80728902144
6184,185.0,30,4,3.807287686
6185,186.0,30,4,3.80728590281
6186,187.0,30,4,3.80728416441
6187,188.0,30,4,3.80728335219
6188,189.0,30,4,3.80728348775
6189,190.0,30,4,3.80728419092
6190,191.0,30,4,3.80728531478
6191,192.0,30,4,3.80728644913
6192,193.0,30,4,3.80728727224
6193,194.0,30,4,3.80728800934
6194,195.0,30,4,3.80728848941
6195,196.0,30,4,3.80728851751
6196,197.0,30,4,3.8072879492
6197,198.0,30,4,3.80728697988
6198,199.0,30,4,3.80728590709
6199,200.0,30,4,3.80728525077
6200,1.0,31,4,0.441681798721
6201,2.0,31,4,0.842917357134
6202,3.0,31,4,1.20741039404
6203,4.0,31,4,1.53852542995
6204,5.0,31,4,1.83931898483
6205,6.0,31,4,2.11256773812
6206,7.0,31,4,2.36079409795
6207,8.0,31,4,2.58628955701
6208,9.0,31,4,2.79113560293
6209,10.0,31,4,2.97722321203
6210,11.0,31,4,3.14627019447
6211,12.0,31,4,3.29983694281
6212,13.0,31,4,3.43934116772
6213,14.0,31,4,3.56607047339
6214,15.0,31,4,3.6811947706
6215,16.0,31,4,3.78577679731
6216,17.0,31,4,3.88078180699
6217,18.0,31,4,3.96708704878
6218,19.0,31,4,4.04548898902
6219,20.0,31,4,4.11671140961
6220,21.0,31,4,4.18141144534
6221,22.0,31,4,4.24018694563
6222,23.0,31,4,4.29357990272
6223,24.0,31,4,4.34208380144
6224,25.0,31,4,4.38614579297
6225,26.0,31,4,4.4261731298
6226,27.0,31,4,4.4625348189
6227,28.0,31,4,4.49556695986
6228,29.0,31,4,4.52557407936
6229,30.0,31,4,4.55283348658
6230,31.0,31,4,4.57759630926
6231,32.0,31,4,4.60009112439
6232,33.0,31,4,4.62052572231
6233,34.0,31,4,4.63908967115
6234,35.0,31,4,4.65595407765
6235,36.0,31,4,4.67127425496
6236,37.0,31,4,4.68519139232
6237,38.0,31,4,4.69783403706
6238,39.0,31,4,4.70931865667
6239,40.0,31,4,4.7197512598
6240,41.0,31,4,4.72922885469
6241,42.0,31,4,4.73783909794
6242,43.0,31,4,4.74566067976
6243,44.0,31,4,4.75276598579
6244,45.0,31,4,4.75922101155
6245,46.0,31,4,4.76508458689
6246,47.0,31,4,4.77041088307
6247,48.0,31,4,4.77524978433
6248,49.0,31,4,4.77964563688
6249,50.0,31,4,4.78363860448
6250,51.0,31,4,4.78726601084
6251,52.0,31,4,4.79056174466
6252,53.0,31,4,4.79355548747
6253,54.0,31,4,4.79627495818
6254,55.0,31,4,4.79874562242
6255,56.0,31,4,4.80098995284
6256,57.0,31,4,4.80302856476
6257,58.0,31,4,4.80488056204
6258,59.0,31,4,4.80656310079
6259,60.0,31,4,4.80809141585
6260,61.0,31,4,4.80947974442
6261,62.0,31,4,4.81074111654
6262,63.0,31,4,4.8118869279
6263,64.0,31,4,4.81292774131
6264,65.0,31,4,4.81387330291
6265,66.0,31,4,4.81473223269
6266,67.0,31,4,4.81551228669
6267,68.0,31,4,4.81622064882
6268,69.0,31,4,4.81686390607
6269,70.0,31,4,4.81744810252
6270,71.0,31,4,4.81797890951
6271,72.0,31,4,4.81846164742
6272,73.0,31,4,4.81890064332
6273,74.0,31,4,4.81929980453
6274,75.0,31,4,4.81966269974
6275,76.0,31,4,4.81999248722
6276,77.0,31,4,4.82029194674
6277,78.0,31,4,4.8205637452
6278,79.0,31,4,4.82081041928
6279,80.0,31,4,4.82103421272
6280,81.0,31,4,4.82123723578
6281,82.0,31,4,4.82142151061
6282,83.0,31,4,4.82158885882
6283,84.0,31,4,4.82174063413
6284,85.0,31,4,4.82187834083
6285,86.0,31,4,4.82200345389
6286,87.0,31,4,4.82211743172
6287,88.0,31,4,4.82222166872
6288,89.0,31,4,4.82231674371
6289,90.0,31,4,4.82240332733
6290,91.0,31,4,4.82248211253
6291,92.0,31,4,4.82255368547
6292,93.0,31,4,4.82261853318
6293,94.0,31,4,4.8226772251
6294,95.0,31,4,4.82273035042
6295,96.0,31,4,4.82277839454
6296,97.0,31,4,4.82282183553
6297,98.0,31,4,4.82286115758
6298,99.0,31,4,4.82289679501
6299,100.0,31,4,4.82292902661
6300,101.0,31,4,4.82295822522
6301,102.0,31,4,4.82298477569
6302,103.0,31,4,4.82300907662
6303,104.0,31,4,4.82303151089
6304,105.0,31,4,4.82305211798
6305,106.0,31,4,4.82307099071
6306,107.0,31,4,4.82308822774
6307,108.0,31,4,4.82310387669
6308,109.0,31,4,4.82311793326
6309,110.0,31,4,4.82313053686
6310,111.0,31,4,4.82314187564
6311,112.0,31,4,4.82315205468
6312,113.0,31,4,4.82316118845
6313,114.0,31,4,4.82316940569
6314,115.0,31,4,4.82317681442
6315,116.0,31,4,4.82318344695
6316,117.0,31,4,4.82318939062
6317,118.0,31,4,4.82319474032
6318,119.0,31,4,4.82319959764
6319,120.0,31,4,4.82320406175
6320,121.0,31,4,4.82320814296
6321,122.0,31,4,4.82321187033
6322,123.0,31,4,4.82321527584
6323,124.0,31,4,4.82321838006
6324,125.0,31,4,4.82322119154
6325,126.0,31,4,4.82322371753
6326,127.0,31,4,4.82322597318
6327,128.0,31,4,4.82322797987
6328,129.0,31,4,4.82322976791
6329,130.0,31,4,4.82323137654
6330,131.0,31,4,4.82323285397
6331,132.0,31,4,4.82323425736
6332,133.0,31,4,4.82323565281
6333,134.0,31,4,4.823237066
6334,135.0,31,4,4.82323841032
6335,136.0,31,4,4.82323969357
6336,137.0,31,4,4.82324093014
6337,138.0,31,4,4.82324213424
6338,139.0,31,4,4.82324331991
6339,140.0,31,4,4.823244501
6340,141.0,31,4,4.82324569121
6341,142.0,31,4,4.82324690043
6342,143.0,31,4,4.82324808231
6343,144.0,31,4,4.82324920747
6344,145.0,31,4,4.82325025845
6345,146.0,31,4,4.82325121465
6346,147.0,31,4,4.82325205233
6347,148.0,31,4,4.82325274458
6348,149.0,31,4,4.82325326135
6349,150.0,31,4,4.82325356941
6350,151.0,31,4,4.82325369209
6351,152.0,31,4,4.8232537028
6352,153.0,31,4,4.82325361291
6353,154.0,31,4,4.82325343563
6354,155.0,31,4,4.82325318647
6355,156.0,31,4,4.82325288326
6356,157.0,31,4,4.82325254611
6357,158.0,31,4,4.82325219746
6358,159.0,31,4,4.82325185598
6359,160.0,31,4,4.82325150796
6360,161.0,31,4,4.82325116053
6361,162.0,31,4,4.82325082617
6362,163.0,31,4,4.82325051782
6363,164.0,31,4,4.82325024885
6364,165.0,31,4,4.82325003312
6365,166.0,31,4,4.82324988497
6366,167.0,31,4,4.8232498187
6367,168.0,31,4,4.82324980114
6368,169.0,31,4,4.82324980115
6369,170.0,31,4,4.82324981411
6370,171.0,31,4,4.82324983545
6371,172.0,31,4,4.82324986057
6372,173.0,31,4,4.82324988489
6373,174.0,31,4,4.82324990381
6374,175.0,31,4,4.82324991275
6375,176.0,31,4,4.82324990711
6376,177.0,31,4,4.82324988231
6377,178.0,31,4,4.82324983376
6378,179.0,31,4,4.82324975686
6379,180.0,31,4,4.82324964703
6380,181.0,31,4,4.82324949968
6381,182.0,31,4,4.82324933321
6382,183.0,31,4,4.82324919173
6383,184.0,31,4,4.82324908077
6384,185.0,31,4,4.82324900486
6385,186.0,31,4,4.82324896854
6386,187.0,31,4,4.82324897634
6387,188.0,31,4,4.82324903279
6388,189.0,31,4,4.82324914243
6389,190.0,31,4,4.82324930978
6390,191.0,31,4,4.82324953939
6391,192.0,31,4,4.82324983578
6392,193.0,31,4,4.82325020349
6393,194.0,31,4,4.82325064706
6394,195.0,31,4,4.82325117101
6395,196.0,31,4,4.82325176397
6396,197.0,31,4,4.8232523422
6397,198.0,31,4,4.82325288396
6398,199.0,31,4,4.82325337876
6399,200.0,31,4,4.82325381611
6400,1.0,32,4,0.487452559634
6401,2.0,32,4,0.930183111779
6402,3.0,32,4,1.33229465148
6403,4.0,32,4,1.69751371041
6404,5.0,32,4,2.02922503492
6405,6.0,32,4,2.33050287545
6406,7.0,32,4,2.60413943568
6407,8.0,32,4,2.85267083778
6408,9.0,32,4,3.07840031794
6409,10.0,32,4,3.2834199311
6410,11.0,32,4,3.46962974426
6411,12.0,32,4,3.63875542163
6412,13.0,32,4,3.79236452648
6413,14.0,32,4,3.93188047233
6414,15.0,32,4,4.05859637551
6415,16.0,32,4,4.17368655199
6416,17.0,32,4,4.27821754038
6417,18.0,32,4,4.37315833913
6418,19.0,32,4,4.45938861009
6419,20.0,32,4,4.5377075033
6420,21.0,32,4,4.60884067879
6421,22.0,32,4,4.67344784878
6422,23.0,32,4,4.73212731522
6423,24.0,32,4,4.78542342911
6424,25.0,32,4,4.83382958898
6425,26.0,32,4,4.87779489305
6426,27.0,32,4,4.91772633088
6427,28.0,32,4,4.95399442149
6428,29.0,32,4,4.98693487166
6429,30.0,32,4,5.01685326903
6430,31.0,32,4,5.04402626528
6431,32.0,32,4,5.06870583911
6432,33.0,32,4,5.09112105736
6433,34.0,32,4,5.11148057261
6434,35.0,32,4,5.12997243384
6435,36.0,32,4,5.1467677568
6436,37.0,32,4,5.16202201599
6437,38.0,32,4,5.1758766686
6438,39.0,32,4,5.18845978276
6439,40.0,32,4,5.19988829404
6440,41.0,32,4,5.21026902807
6441,42.0,32,4,5.21969743066
6442,43.0,32,4,5.22826064459
6443,44.0,32,4,5.23603849575
6444,45.0,32,4,5.24310304195
6445,46.0,32,4,5.24951946144
6446,47.0,32,4,5.25534727078
6447,48.0,32,4,5.26064056788
6448,49.0,32,4,5.26544850275
6449,50.0,32,4,5.26981570082
6450,51.0,32,4,5.27378254426
6451,52.0,32,4,5.27738542576
6452,53.0,32,4,5.28065692533
6453,54.0,32,4,5.28362742425
6454,55.0,32,4,5.28632518115
6455,56.0,32,4,5.28877525446
6456,57.0,32,4,5.29100031078
6457,58.0,32,4,5.29302085918
6458,59.0,32,4,5.29485610831
6459,60.0,32,4,5.29652327482
6460,61.0,32,4,5.29803778807
6461,62.0,32,4,5.29941341701
6462,63.0,32,4,5.30066286794
6463,64.0,32,4,5.30179808968
6464,65.0,32,4,5.30282943271
6465,66.0,32,4,5.30376606115
6466,67.0,32,4,5.30461606364
6467,68.0,32,4,5.30538769895
6468,69.0,32,4,5.3060883638
6469,70.0,32,4,5.30672467074
6470,71.0,32,4,5.30730270529
6471,72.0,32,4,5.30782795764
6472,73.0,32,4,5.30830519827
6473,74.0,32,4,5.30873878672
6474,75.0,32,4,5.3091325534
6475,76.0,32,4,5.30948981107
6476,77.0,32,4,5.30981407117
6477,78.0,32,4,5.31010855851
6478,79.0,32,4,5.31037609722
6479,80.0,32,4,5.3106192989
6480,81.0,32,4,5.31084051261
6481,82.0,32,4,5.31104165604
6482,83.0,32,4,5.31122447677
6483,84.0,32,4,5.31139045329
6484,85.0,32,4,5.31154077669
6485,86.0,32,4,5.31167691541
6486,87.0,32,4,5.31180037599
6487,88.0,32,4,5.3119124626
6488,89.0,32,4,5.31201449445
6489,90.0,32,4,5.31210771291
6490,91.0,32,4,5.31219276072
6491,92.0,32,4,5.31227033478
6492,93.0,32,4,5.31234099273
6493,94.0,32,4,5.31240508142
6494,95.0,32,4,5.31246311969
6495,96.0,32,4,5.31251576035
6496,97.0,32,4,5.31256343263
6497,98.0,32,4,5.31260654411
6498,99.0,32,4,5.31264549435
6499,100.0,32,4,5.31268067317
6500,101.0,32,4,5.3127124967
6501,102.0,32,4,5.31274142154
6502,103.0,32,4,5.31276796067
6503,104.0,32,4,5.31279250589
6504,105.0,32,4,5.31281522881
6505,106.0,32,4,5.3128363707
6506,107.0,32,4,5.31285609059
6507,108.0,32,4,5.31287444139
6508,109.0,32,4,5.31289134356
6509,110.0,32,4,5.31290655558
6510,111.0,32,4,5.31291977167
6511,112.0,32,4,5.31293149188
6512,113.0,32,4,5.31294185526
6513,114.0,32,4,5.31295086814
6514,115.0,32,4,5.31295854387
6515,116.0,32,4,5.31296491261
6516,117.0,32,4,5.31297010046
6517,118.0,32,4,5.31297437445
6518,119.0,32,4,5.31297803518
6519,120.0,32,4,5.31298149558
6520,121.0,32,4,5.31298530374
6521,122.0,32,4,5.31299008778
6522,123.0,32,4,5.31299548348
6523,124.0,32,4,5.31300119627
6524,125.0,32,4,5.31300697545
6525,126.0,32,4,5.31301235493
6526,127.0,32,4,5.31301660602
6527,128.0,32,4,5.31301928029
6528,129.0,32,4,5.3130210399
6529,130.0,32,4,5.31302191116
6530,131.0,32,4,5.31302200428
6531,132.0,32,4,5.31302158648
6532,133.0,32,4,5.31302110291
6533,134.0,32,4,5.3130205176
6534,135.0,32,4,5.31301984975
6535,136.0,32,4,5.31301937703
6536,137.0,32,4,5.31301943947
6537,138.0,32,4,5.31302044208
6538,139.0,32,4,5.31302266555
6539,140.0,32,4,5.31302570223
6540,141.0,32,4,5.31302928768
6541,142.0,32,4,5.31303297917
6542,143.0,32,4,5.31303606547
6543,144.0,32,4,5.31303752109
6544,145.0,32,4,5.31303742707
6545,146.0,32,4,5.31303635497
6546,147.0,32,4,5.31303441586
6547,148.0,32,4,5.31303193906
6548,149.0,32,4,5.3130295336
6549,150.0,32,4,5.31302790429
6550,151.0,32,4,5.31302658564
6551,152.0,32,4,5.31302566224
6552,153.0,32,4,5.31302536963
6553,154.0,32,4,5.31302593591
6554,155.0,32,4,5.3130275653
6555,156.0,32,4,5.31303022636
6556,157.0,32,4,5.31303360156
6557,158.0,32,4,5.31303730596
6558,159.0,32,4,5.3130407126
6559,160.0,32,4,5.31304290235
6560,161.0,32,4,5.31304281199
6561,162.0,32,4,5.31304115083
6562,163.0,32,4,5.31303831267
6563,164.0,32,4,5.31303463535
6564,165.0,32,4,5.31303079107
6565,166.0,32,4,5.31302786919
6566,167.0,32,4,5.31302644689
6567,168.0,32,4,5.31302571758
6568,169.0,32,4,5.31302584036
6569,170.0,32,4,5.31302690599
6570,171.0,32,4,5.31302887134
6571,172.0,32,4,5.31303153179
6572,173.0,32,4,5.31303484442
6573,174.0,32,4,5.31303856643
6574,175.0,32,4,5.31304217139
6575,176.0,32,4,5.31304489868
6576,177.0,32,4,5.31304571399
6577,178.0,32,4,5.31304393099
6578,179.0,32,4,5.31304056563
6579,180.0,32,4,5.31303598379
6580,181.0,32,4,5.31303084372
6581,182.0,32,4,5.3130262626
6582,183.0,32,4,5.31302387356
6583,184.0,32,4,5.31302329713
6584,185.0,32,4,5.31302372983
6585,186.0,32,4,5.31302505212
6586,187.0,32,4,5.31302685736
6587,188.0,32,4,5.31302890499
6588,189.0,32,4,5.31303113421
6589,190.0,32,4,5.31303303108
6590,191.0,32,4,5.31303388627
6591,192.0,32,4,5.3130332944
6592,193.0,32,4,5.31303182152
6593,194.0,32,4,5.3130299433
6594,195.0,32,4,5.31302860499
6595,196.0,32,4,5.3130287709
6596,197.0,32,4,5.31302974517
