,score,a,a,a,a,k,k,k,k,b,b,u,n
,0,0,1,2,3,0,1,2,3,0,1,0,0
,,,,,,,,,,,,,
0,462.8496563,1.32220412,0.302190209,0.823699836,1.369459612,0.947112063,1.066192586,0.674095144,0.673774244,0.052911254,0.097904504,0.131685885,1.645417045
1,462.8496563,1.32220412,0.302190209,0.823699836,1.369459612,0.947112063,1.066192586,0.674095144,0.673774244,0.052911254,0.097904504,0.131685885,1.645417045
2,14.02199219,0.470133959,0.48964644,1.114367515,0.759429542,0.252229981,0.576792671,0.310036517,0.240082271,0.060006165,0.050145696,0.406525699,1.510097143
3,14.02199219,0.470133959,0.48964644,1.114367515,0.759429542,0.252229981,0.576792671,0.310036517,0.240082271,0.060006165,0.050145696,0.406525699,1.510097143
4,10.89165849,0.828063954,1.156654047,1.204049996,1.37333785,0.632056368,1.119534678,0.556525137,0.549657781,0.08098284,0.079913097,0.481619045,1.487491928
5,10.89165849,0.828063954,1.156654047,1.204049996,1.37333785,0.632056368,1.119534678,0.556525137,0.549657781,0.08098284,0.079913097,0.481619045,1.487491928
6,10.38257685,1.021229245,0.351273767,1.351797967,1.193454201,1.012573296,0.458627924,1.092397371,0.482367819,0.117192451,0.104303414,0.476643058,1.232978521
7,10.38257685,1.021229245,0.351273767,1.351797967,1.193454201,1.012573296,0.458627924,1.092397371,0.482367819,0.117192451,0.104303414,0.476643058,1.232978521
8,7.072789779,1.06410863,0.330476067,0.895124497,1.060110924,1.170819768,0.86762962,1.374077527,0.71437216,0.105963296,0.100854807,0.321065242,1.513741929
9,7.072789779,1.06410863,0.330476067,0.895124497,1.060110924,1.170819768,0.86762962,1.374077527,0.71437216,0.105963296,0.100854807,0.321065242,1.513741929
10,6.093800712,1.096500994,0.563474438,0.484132295,0.841094631,0.786123479,0.818828946,0.484591353,0.50558272,0.111274927,0.086970487,0.429271587,1.286039018
11,6.093800712,1.096500994,0.563474438,0.484132295,0.841094631,0.786123479,0.818828946,0.484591353,0.50558272,0.111274927,0.086970487,0.429271587,1.286039018
12,2.97143776,1.230983801,1.363851824,1.135752003,1.249232639,0.850219976,1.343932587,0.655471055,1.107978658,0.112750536,0.099539764,0.586398981,1.215932204
13,2.97143776,1.230983801,1.363851824,1.135752003,1.249232639,0.850219976,1.343932587,0.655471055,1.107978658,0.112750536,0.099539764,0.586398981,1.215932204
14,2.518685799,1.146038778,0.483130738,0.813034372,1.088228865,0.743208989,0.326296916,0.654339361,0.914722388,0.105938917,0.102493888,0.524969849,1.520769988
15,2.518685799,1.146038778,0.483130738,0.813034372,1.088228865,0.743208989,0.326296916,0.654339361,0.914722388,0.105938917,0.102493888,0.524969849,1.520769988
16,2.044919877,1.134234998,0.366146494,0.836253009,0.854368099,0.855234436,0.225383842,0.334655713,0.57596623,0.100615356,0.09836182,0.530248985,1.546006685
17,2.044919877,1.134234998,0.366146494,0.836253009,0.854368099,0.855234436,0.225383842,0.334655713,0.57596623,0.100615356,0.09836182,0.530248985,1.546006685
18,2.02197418,1.202273741,0.704383561,0.638917036,0.858786154,0.941305527,0.932698472,0.389221466,0.824255246,0.105704471,0.095531827,0.50459884,1.375875693
