,score,a,a,a,a,k,k,k,k,b,b,u,n
,0,0,1,2,3,0,1,2,3,0,1,0,0
,,,,,,,,,,,,,
19,1.672876181,1.008335412,0.928688276,1.090635719,1.033823689,0.454238723,0.677715452,0.675353584,0.667794198,0.100095404,0.092315336,0.612117055,1.316381812
20,1.585746566,1.132619394,0.829009894,1.143655149,0.735824237,0.564504686,0.674451073,1.01209421,0.550868928,0.105483632,0.097709432,0.587576432,1.291770445
21,1.585746566,1.132619394,0.829009894,1.143655149,0.735824237,0.564504686,0.674451073,1.01209421,0.550868928,0.105483632,0.097709432,0.587576432,1.291770445
22,1.545370622,1.111230879,0.86058153,1.000180465,0.841777359,0.62711462,0.902750853,1.071308788,0.836634858,0.103798184,0.096528054,0.553995156,1.254529373
23,1.545370622,1.111230879,0.86058153,1.000180465,0.841777359,0.62711462,0.902750853,1.071308788,0.836634858,0.103798184,0.096528054,0.553995156,1.254529373
24,1.485469064,1.117015778,0.629254527,0.922392967,0.91184763,0.608690239,0.456539012,0.60102392,0.600103405,0.100865874,0.091675265,0.542203953,1.393423183
25,1.485469064,1.117015778,0.629254527,0.922392967,0.91184763,0.608690239,0.456539012,0.60102392,0.600103405,0.100865874,0.091675265,0.542203953,1.393423183
26,1.408271447,1.06038313,0.695809961,0.719681172,0.802110418,0.654332181,0.695812065,0.499002576,0.69969243,0.099590282,0.094373884,0.525485849,1.397026341
27,1.408271447,1.06038313,0.695809961,0.719681172,0.802110418,0.654332181,0.695812065,0.499002576,0.69969243,0.099590282,0.094373884,0.525485849,1.397026341
28,1.391747586,1.135265894,0.896613094,1.024434113,1.351085079,0.474005869,0.489801463,0.439233932,0.805507766,0.102251337,0.096550009,0.693120936,1.333663843
29,1.391747586,1.135265894,0.896613094,1.024434113,1.351085079,0.474005869,0.489801463,0.439233932,0.805507766,0.102251337,0.096550009,0.693120936,1.333663843
30,1.310228589,1.102903466,0.637777513,0.720509971,1.048622562,0.585721217,0.542877889,0.485691666,0.796115278,0.099600256,0.094575871,0.533104761,1.421059456
31,1.310228589,1.102903466,0.637777513,0.720509971,1.048622562,0.585721217,0.542877889,0.485691666,0.796115278,0.099600256,0.094575871,0.533104761,1.421059456
32,1.279551129,1.101433843,0.681021933,0.734933958,0.842374987,0.614085164,0.650980649,0.522519027,0.624154452,0.102783713,0.097347182,0.525591344,1.423482579
33,1.279551129,1.101433843,0.681021933,0.734933958,0.842374987,0.614085164,0.650980649,0.522519027,0.624154452,0.102783713,0.097347182,0.525591344,1.423482579
34,1.279423445,1.119524703,0.682544483,0.742743372,0.887448968,0.653076336,0.637820235,0.554017157,0.708445466,0.098763798,0.09461501,0.526307416,1.391386029
35,1.279423445,1.119524703,0.682544483,0.742743372,0.887448968,0.653076336,0.637820235,0.554017157,0.708445466,0.098763798,0.09461501,0.526307416,1.391386029
36,1.275812149,1.065079187,0.650791587,0.688094313,0.692115353,0.76262045,0.769687369,0.552360645,0.665777687,0.097635749,0.091871299,0.472788218,1.398996597
37,1.275812149,1.065079187,0.650791587,0.688094313,0.692115353,0.76262045,0.769687369,0.552360645,0.665777687,0.097635749,0.091871299,0.472788218,1.398996597
38,1.264029561,1.130265376,0.730593976,0.677414408,0.667626686,0.667809492,0.746912417,0.477092208,0.450018962,0.101116875,0.0975599,0.477640099,1.453721823
39,1.264029561,1.130265376,0.730593976,0.677414408,0.667626686,0.667809492,0.746912417,0.477092208,0.450018962,0.101116875,0.0975599,0.477640099,1.453721823
40,1.224270121,1.095771829,0.592308537,0.569161467,0.496543207,0.795272123,0.875741102,0.621660347,0.581767423,0.0986268,0.095696452,0.427230199,1.429004769
41,1.224270121,1.095771829,0.592308537,0.569161467,0.496543207,0.795272123,0.875741102,0.621660347,0.581767423,0.0986268,0.095696452,0.427230199,1.429004769
42,1.17606232,1.079259611,0.539160481,0.551495725,0.560308152,0.826042304,0.823790155,0.636103935,0.649069526,0.097882843,0.092988384,0.414834458,1.421465093
43,1.17606232,1.079259611,0.539160481,0.551495725,0.560308152,0.826042304,0.823790155,0.636103935,0.649069526,0.097882843,0.092988384,0.414834458,1.421465093
44,1.15720565,1.066067934,0.500188336,0.595370695,0.622078663,0.690824385,0.504455178,0.415606685,0.42322344,0.098282119,0.093676866,0.45124734,1.509271369
45,1.15720565,1.066067934,0.500188336,0.595370695,0.622078663,0.690824385,0.504455178,0.415606685,0.42322344,0.098282119,0.093676866,0.45124734,1.509271369
46,1.151501784,1.120386832,0.523270883,0.600640061,0.554225823,0.854247799,0.68525602,0.551470631,0.591061024,0.099824683,0.09514601,0.433459032,1.451719956
47,1.151501784,1.120386832,0.523270883,0.600640061,0.554225823,0.854247799,0.68525602,0.551470631,0.591061024,0.099824683,0.09514601,0.433459032,1.451719956
48,1.110560583,1.137171006,0.506676709,0.605855326,0.533149519,0.839588241,0.586726604,0.534639983,0.501070839,0.100309918,0.097179801,0.429267983,1.503207178
49,1.110560583,1.137171006,0.506676709,0.605855326,0.533149519,0.839588241,0.586726604,0.534639983,0.501070839,0.100309918,0.097179801,0.429267983,1.503207178
50,1.095396683,1.079882656,0.504859758,0.590949307,0.576762389,0.705087972,0.517816676,0.464612749,0.47775036,0.09942098,0.093905825,0.427916217,1.537995091
51,1.095396683,1.079882656,0.504859758,0.590949307,0.576762389,0.705087972,0.517816676,0.464612749,0.47775036,0.09942098,0.093905825,0.427916217,1.537995091
52,1.093827304,1.094982216,0.450541414,0.525628188,0.474815936,0.836530282,0.605537611,0.559555412,0.538021346,0.099888295,0.095722057,0.383783371,1.54497842
53,1.093827304,1.094982216,0.450541414,0.525628188,0.474815936,0.836530282,0.605537611,0.559555412,0.538021346,0.099888295,0.095722057,0.383783371,1.54497842
54,1.085424954,1.080074347,0.431059731,0.548257877,0.479347068,0.855736472,0.545779306,0.520090685,0.478179712,0.099429076,0.093663635,0.39314072,1.545319361
55,1.085424954,1.080074347,0.431059731,0.548257877,0.479347068,0.855736472,0.545779306,0.520090685,0.478179712,0.099429076,0.093663635,0.39314072,1.545319361
56,1.078592305,1.107591141,0.467506581,0.547853938,0.523350999,0.826504285,0.578903569,0.510972784,0.485658061,0.099955732,0.094822928,0.410914379,1.523246916
57,1.078592305,1.107591141,0.467506581,0.547853938,0.523350999,0.826504285,0.578903569,0.510972784,0.485658061,0.099955732,0.094822928,0.410914379,1.523246916
58,1.071233515,1.07426089,0.439882071,0.512420922,0.480676213,0.872389017,0.620015036,0.514649195,0.513015342,0.097625155,0.093777875,0.391673129,1.535258736
59,1.071233515,1.07426089,0.439882071,0.512420922,0.480676213,0.872389017,0.620015036,0.514649195,0.513015342,0.097625155,0.093777875,0.391673129,1.535258736
60,1.064834032,1.085323613,0.44475151,0.529040655,0.49344628,0.861155383,0.578603156,0.509170635,0.510094515,0.097962032,0.094445184,0.393146452,1.551049385
61,1.064834032,1.085323613,0.44475151,0.529040655,0.49344628,0.861155383,0.578603156,0.509170635,0.510094515,0.097962032,0.094445184,0.393146452,1.551049385
62,1.061779095,1.082332707,0.438755765,0.544280352,0.495607719,0.8382193,0.526987967,0.49609891,0.461488085,0.097463448,0.094251543,0.406348119,1.550265405
63,1.061779095,1.082332707,0.438755765,0.544280352,0.495607719,0.8382193,0.526987967,0.49609891,0.461488085,0.097463448,0.094251543,0.406348119,1.550265405
64,1.060480602,1.105192568,0.42589365,0.520679198,0.508273736,0.916669194,0.561017604,0.469835979,0.484759359,0.099313327,0.094729063,0.394923947,1.556883073
65,1.060480602,1.105192568,0.42589365,0.520679198,0.508273736,0.916669194,0.561017604,0.469835979,0.484759359,0.099313327,0.094729063,0.394923947,1.556883073
66,1.059150655,1.092487424,0.413296228,0.512186709,0.469513813,0.960257764,0.592393725,0.525914518,0.490727381,0.098810921,0.094232975,0.38160798,1.552400011
67,1.059150655,1.092487424,0.413296228,0.512186709,0.469513813,0.960257764,0.592393725,0.525914518,0.490727381,0.098810921,0.094232975,0.38160798,1.552400011
68,1.058308342,1.098592715,0.440274275,0.515500647,0.462186783,0.895466949,0.600700035,0.508906617,0.467407412,0.099528554,0.095016906,0.385945748,1.554407411
69,1.058308342,1.098592715,0.440274275,0.515500647,0.462186783,0.895466949,0.600700035,0.508906617,0.467407412,0.099528554,0.095016906,0.385945748,1.554407411
70,1.05810512,1.091562751,0.413206653,0.494375083,0.443517112,0.89849459,0.542614987,0.465485357,0.429348867,0.098628238,0.094302597,0.381321465,1.584427062
71,1.05810512,1.091562751,0.413206653,0.494375083,0.443517112,0.89849459,0.542614987,0.465485357,0.429348867,0.098628238,0.094302597,0.381321465,1.584427062
72,1.055295289,1.068178127,0.414004053,0.487787593,0.439085232,0.83621984,0.509685248,0.442633676,0.408677678,0.097650301,0.093171638,0.380370011,1.618529832
73,1.055295289,1.068178127,0.414004053,0.487787593,0.439085232,0.83621984,0.509685248,0.442633676,0.408677678,0.097650301,0.093171638,0.380370011,1.618529832
74,1.053775364,1.061741018,0.402339789,0.497280826,0.481270284,0.840155873,0.488644383,0.452932207,0.453083694,0.096702863,0.092543955,0.38942523,1.602022355
75,1.053775364,1.061741018,0.402339789,0.497280826,0.481270284,0.840155873,0.488644383,0.452932207,0.453083694,0.096702863,0.092543955,0.38942523,1.602022355
76,1.052555506,1.076071667,0.405023143,0.498001151,0.458876184,0.855860272,0.484868113,0.446801486,0.43101797,0.097446515,0.093355284,0.39106385,1.613553504
77,1.052555506,1.076071667,0.405023143,0.498001151,0.458876184,0.855860272,0.484868113,0.446801486,0.43101797,0.097446515,0.093355284,0.39106385,1.613553504
78,1.0515221,1.086740489,0.443496258,0.535607927,0.501300373,0.803603106,0.486576689,0.425398909,0.407115049,0.098578354,0.094566372,0.41311787,1.588086755
79,1.0515221,1.086740489,0.443496258,0.535607927,0.501300373,0.803603106,0.486576689,0.425398909,0.407115049,0.098578354,0.094566372,0.41311787,1.588086755
80,1.05140265,1.08357217,0.433848319,0.52916311,0.489031653,0.797243437,0.480949114,0.436557194,0.423383373,0.098475751,0.094243895,0.40601912,1.586529486
81,1.05140265,1.08357217,0.433848319,0.52916311,0.489031653,0.797243437,0.480949114,0.436557194,0.423383373,0.098475751,0.094243895,0.40601912,1.586529486
82,1.051402644,1.08357218,0.433848319,0.52916311,0.489031653,0.797243437,0.480949114,0.436557194,0.423383373,0.098475751,0.094243895,0.40601912,1.586529486
83,1.051402644,1.08357218,0.433848319,0.52916311,0.489031653,0.797243437,0.480949114,0.436557194,0.423383373,0.098475751,0.094243895,0.40601912,1.586529486
84,1.051402642,1.08357217,0.433848319,0.52916311,0.489031653,0.797243437,0.480949114,0.436557194,0.423383373,0.098475751,0.094243895,0.40601912,1.586529496
85,1.051402642,1.08357217,0.433848319,0.52916311,0.489031653,0.797243437,0.480949114,0.436557194,0.423383373,0.098475751,0.094243895,0.40601912,1.586529496
86,1.049269417,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.098403952,0.094188542,0.406664263,1.586970446
87,1.049269417,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.098403952,0.094188542,0.406664263,1.586970446
88,1.049269408,1.085190458,0.434423133,0.530379989,0.490381991,0.797950306,0.481907079,0.437259123,0.423292503,0.098403952,0.094188542,0.406664263,1.586970446
89,1.049269408,1.085190458,0.434423133,0.530379989,0.490381991,0.797950306,0.481907079,0.437259123,0.423292503,0.098403952,0.094188542,0.406664263,1.586970446
90,1.049269406,1.085190458,0.434423123,0.530379989,0.490381991,0.797950306,0.481907079,0.437259123,0.423292503,0.098403952,0.094188552,0.406664263,1.586970446
91,1.049269406,1.085190458,0.434423123,0.530379989,0.490381991,0.797950306,0.481907079,0.437259123,0.423292503,0.098403952,0.094188552,0.406664263,1.586970446
92,1.048851703,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.098268056,0.094265055,0.406779627,1.587058861
93,1.048851703,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.098268056,0.094265055,0.406779627,1.587058861
94,1.048851693,1.08547876,0.434575004,0.530591835,0.490654675,0.798104718,0.482070061,0.437403848,0.423266882,0.098268056,0.094265055,0.406779627,1.587058861
95,1.048851693,1.08547876,0.434575004,0.530591835,0.490654675,0.798104718,0.482070061,0.437403848,0.423266882,0.098268056,0.094265055,0.406779627,1.587058861
96,1.04872404,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.098235455,0.094265109,0.406788053,1.587073191
97,1.04872404,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.098235455,0.094265109,0.406788053,1.587073191
98,1.048724029,1.08547171,0.434641941,0.530577802,0.490692366,0.798142754,0.482055537,0.437428473,0.423255321,0.098235455,0.094265109,0.406788053,1.587073191
99,1.048724029,1.08547171,0.434641941,0.530577802,0.490692366,0.798142754,0.482055537,0.437428473,0.423255321,0.098235455,0.094265109,0.406788053,1.587073191
100,1.047908922,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.098052174,0.094191381,0.406788928,1.587149719
101,1.047908922,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.098052174,0.094191381,0.406788928,1.587149719
102,1.047908915,1.085173876,0.435191994,0.530273285,0.49085769,0.798404993,0.481784517,0.437561694,0.423159207,0.098052174,0.094191381,0.406788928,1.587149719
103,1.047908915,1.085173876,0.435191994,0.530273285,0.49085769,0.798404993,0.481784517,0.437561694,0.423159207,0.098052174,0.094191381,0.406788928,1.587149719
104,1.047908894,1.085173876,0.435191984,0.530273285,0.49085769,0.798404993,0.481784517,0.437561694,0.423159207,0.098052184,0.094191381,0.406788928,1.587149719
105,1.047908894,1.085173876,0.435191984,0.530273285,0.49085769,0.798404993,0.481784517,0.437561694,0.423159207,0.098052184,0.094191381,0.406788928,1.587149719
106,1.047353125,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.097982598,0.094091502,0.40682517,1.587241799
107,1.047353125,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.097982598,0.094091502,0.40682517,1.587241799
108,1.047353122,1.084898279,0.435740469,0.530000173,0.491049877,0.798685613,0.481540105,0.437704442,0.423060189,0.097982598,0.094091502,0.40682517,1.587241799
109,1.047353122,1.084898279,0.435740469,0.530000173,0.491049877,0.798685613,0.481540105,0.437704442,0.423060189,0.097982598,0.094091502,0.40682517,1.587241799
110,1.047353097,1.084898279,0.435740459,0.530000173,0.491049877,0.798685613,0.481540105,0.437704442,0.423060189,0.097982608,0.094091502,0.40682517,1.587241799
111,1.047353097,1.084898279,0.435740459,0.530000173,0.491049877,0.798685613,0.481540105,0.437704442,0.423060189,0.097982608,0.094091502,0.40682517,1.587241799
112,1.047004529,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.098176957,0.094281708,0.407947428,1.588025782
113,1.047004529,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.098176957,0.094281708,0.407947428,1.588025782
114,1.047004528,1.086605073,0.437116184,0.53139454,0.493165294,0.800087995,0.482599712,0.438791562,0.422775079,0.098176957,0.094281708,0.407947428,1.588025782
115,1.047004528,1.086605073,0.437116184,0.53139454,0.493165294,0.800087995,0.482599712,0.438791562,0.422775079,0.098176957,0.094281708,0.407947428,1.588025782
116,1.047004528,1.086605073,0.437116184,0.53139453,0.493165294,0.800088005,0.482599712,0.438791562,0.422775079,0.098176957,0.094281708,0.407947428,1.588025782
117,1.047004528,1.086605073,0.437116184,0.53139453,0.493165294,0.800088005,0.482599712,0.438791562,0.422775079,0.098176957,0.094281708,0.407947428,1.588025782
118,1.04700452,1.086605073,0.437116184,0.53139453,0.493165294,0.800087995,0.482599712,0.438791562,0.422775079,0.098176967,0.094281708,0.407947428,1.588025782
119,1.04700452,1.086605073,0.437116184,0.53139453,0.493165294,0.800087995,0.482599712,0.438791562,0.422775079,0.098176967,0.094281708,0.407947428,1.588025782
120,1.046888947,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.098130666,0.094152008,0.407550086,1.587742059
121,1.046888947,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.098130666,0.094152008,0.407550086,1.587742059
122,1.046888947,1.085695278,0.436705143,0.530733172,0.49235307,0.799652492,0.48207049,0.438345588,0.422834927,0.098130666,0.094152008,0.407550086,1.587742059
123,1.046888947,1.085695278,0.436705143,0.530733172,0.49235307,0.799652492,0.48207049,0.438345588,0.422834927,0.098130666,0.094152008,0.407550086,1.587742059
124,1.046888946,1.085695278,0.436705143,0.530733162,0.49235307,0.799652502,0.48207049,0.438345588,0.422834927,0.098130666,0.094152008,0.407550086,1.587742059
125,1.046888946,1.085695278,0.436705143,0.530733162,0.49235307,0.799652502,0.48207049,0.438345588,0.422834927,0.098130666,0.094152008,0.407550086,1.587742059
126,1.046888945,1.085695278,0.436705143,0.530733162,0.49235307,0.799652492,0.48207049,0.438345588,0.422834927,0.098130676,0.094152008,0.407550086,1.587742059
127,1.046888945,1.085695278,0.436705143,0.530733162,0.49235307,0.799652492,0.48207049,0.438345588,0.422834927,0.098130676,0.094152008,0.407550086,1.587742059
128,1.046881547,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.098117653,0.09411555,0.407438393,1.587662304
129,1.046881547,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.098117653,0.09411555,0.407438393,1.587662304
130,1.046881546,1.085439536,0.4365896,0.530547262,0.492124755,0.799530072,0.481921727,0.438220225,0.422851751,0.098117653,0.09411555,0.407438393,1.587662304
131,1.046881546,1.085439536,0.4365896,0.530547262,0.492124755,0.799530072,0.481921727,0.438220225,0.422851751,0.098117653,0.09411555,0.407438393,1.587662304
132,1.046881546,1.085439536,0.4365896,0.530547252,0.492124755,0.799530082,0.481921727,0.438220225,0.422851751,0.098117653,0.09411555,0.407438393,1.587662304
133,1.046881546,1.085439536,0.4365896,0.530547252,0.492124755,0.799530082,0.481921727,0.438220225,0.422851751,0.098117653,0.09411555,0.407438393,1.587662304
134,1.046862766,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.098124207,0.094110861,0.407459666,1.587661775
135,1.046862766,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.098124207,0.094110861,0.407459666,1.587661775
136,1.046862765,1.085368049,0.436565716,0.53054592,0.492112915,0.799551573,0.481911414,0.438187721,0.422838233,0.098124207,0.094110861,0.407459666,1.587661775
137,1.046862765,1.085368049,0.436565716,0.53054592,0.492112915,0.799551573,0.481911414,0.438187721,0.422838233,0.098124207,0.094110861,0.407459666,1.587661775
138,1.046832233,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.098127146,0.094125334,0.407561581,1.587708846
139,1.046832233,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.098127146,0.094125334,0.407561581,1.587708846
140,1.046832232,1.085400907,0.436597867,0.530657538,0.492234638,0.799666181,0.481983528,0.43820834,0.422802896,0.098127146,0.094125334,0.407561581,1.587708846
141,1.046832232,1.085400907,0.436597867,0.530657538,0.492234638,0.799666181,0.481983528,0.43820834,0.422802896,0.098127146,0.094125334,0.407561581,1.587708846
142,1.046618094,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.098079017,0.094131071,0.408092136,1.58785038
143,1.046618094,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.098079017,0.094131071,0.408092136,1.58785038
144,1.046618093,1.084730226,0.436471676,0.531017012,0.492543122,0.800311761,0.482099391,0.437923812,0.422514689,0.098079017,0.094131071,0.408092136,1.58785038
145,1.046618093,1.084730226,0.436471676,0.531017012,0.492543122,0.800311761,0.482099391,0.437923812,0.422514689,0.098079017,0.094131071,0.408092136,1.58785038
146,1.046411596,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.097963001,0.094028936,0.408428537,1.587801812
147,1.046411596,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.097963001,0.094028936,0.408428537,1.587801812
148,1.046411596,1.083173981,0.435987491,0.530994852,0.492354298,0.800838717,0.481845197,0.437205364,0.422158291,0.097963001,0.094028936,0.408428537,1.587801812
149,1.046411596,1.083173981,0.435987491,0.530994852,0.492354298,0.800838717,0.481845197,0.437205364,0.422158291,0.097963001,0.094028936,0.408428537,1.587801812
150,1.046411595,1.083173981,0.435987491,0.530994842,0.492354308,0.800838717,0.481845197,0.437205364,0.422158291,0.097963001,0.094028936,0.408428537,1.587801812
151,1.046411595,1.083173981,0.435987491,0.530994842,0.492354308,0.800838717,0.481845197,0.437205364,0.422158291,0.097963001,0.094028936,0.408428537,1.587801812
152,1.046411595,1.083173981,0.435987491,0.530994842,0.492354298,0.800838727,0.481845197,0.437205364,0.422158291,0.097963001,0.094028936,0.408428537,1.587801812
153,1.046411595,1.083173981,0.435987491,0.530994842,0.492354298,0.800838727,0.481845197,0.437205364,0.422158291,0.097963001,0.094028936,0.408428537,1.587801812
154,1.046411595,1.083173981,0.435987491,0.530994842,0.492354298,0.800838717,0.481845197,0.437205364,0.422158291,0.097963011,0.094028936,0.408428537,1.587801812
155,1.046411595,1.083173981,0.435987491,0.530994842,0.492354298,0.800838717,0.481845197,0.437205364,0.422158291,0.097963011,0.094028936,0.408428537,1.587801812
156,1.04641024,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.097962248,0.09402908,0.408426213,1.587798835
157,1.04641024,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.097962248,0.09402908,0.408426213,1.587798835
158,1.04641024,1.083158109,0.435981486,0.530989367,0.492347054,0.800838294,0.481839334,0.437197706,0.422156408,0.097962248,0.09402908,0.408426213,1.587798835
159,1.04641024,1.083158109,0.435981486,0.530989367,0.492347054,0.800838294,0.481839334,0.437197706,0.422156408,0.097962248,0.09402908,0.408426213,1.587798835
160,1.04641024,1.083158109,0.435981486,0.530989357,0.492347064,0.800838294,0.481839334,0.437197706,0.422156408,0.097962248,0.09402908,0.408426213,1.587798835
161,1.04641024,1.083158109,0.435981486,0.530989357,0.492347064,0.800838294,0.481839334,0.437197706,0.422156408,0.097962248,0.09402908,0.408426213,1.587798835
162,1.04641024,1.083158109,0.435981486,0.530989357,0.492347054,0.800838304,0.481839334,0.437197706,0.422156408,0.097962248,0.09402908,0.408426213,1.587798835
163,1.04641024,1.083158109,0.435981486,0.530989357,0.492347054,0.800838304,0.481839334,0.437197706,0.422156408,0.097962248,0.09402908,0.408426213,1.587798835
164,1.046410239,1.083158109,0.435981486,0.530989357,0.492347054,0.800838294,0.481839334,0.437197706,0.422156408,0.097962258,0.09402908,0.408426213,1.587798835
165,1.046410239,1.083158109,0.435981486,0.530989357,0.492347054,0.800838294,0.481839334,0.437197706,0.422156408,0.097962258,0.09402908,0.408426213,1.587798835
166,1.046401328,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.097950926,0.094031247,0.408391296,1.587754084
167,1.046401328,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.097950926,0.094031247,0.408391296,1.587754084
168,1.046401328,1.082919584,0.435891235,0.530906916,0.492238183,0.80083194,0.481751226,0.437082614,0.422128106,0.097950926,0.094031247,0.408391296,1.587754084
169,1.046401328,1.082919584,0.435891235,0.530906916,0.492238183,0.80083194,0.481751226,0.437082614,0.422128106,0.097950926,0.094031247,0.408391296,1.587754084
170,1.046401328,1.082919574,0.435891235,0.530906926,0.492238183,0.80083194,0.481751226,0.437082614,0.422128106,0.097950926,0.094031247,0.408391296,1.587754084
171,1.046401328,1.082919574,0.435891235,0.530906926,0.492238183,0.80083194,0.481751226,0.437082614,0.422128106,0.097950926,0.094031247,0.408391296,1.587754084
172,1.046251134,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.097792951,0.093839636,0.408429358,1.587514838
173,1.046251134,1.079459473,0.418825088,0.518049899,0.480548945,0.817315717,0.461799202,0.415777515,0.4,0.097792951,0.093839636,0.408429358,1.587514838
