,score,a,a,a,a,k,k,k,k,b,b,u,n
,0,0,1,2,3,0,1,2,3,0,1,0,0
,,,,,,,,,,,,,
0,52.59097352,0.755129402,0.21111174,0.68801111,0.701516878,1.41733963,1.060525782,0.207483579,0.552918224,0.064168539,0.12420925,0.193683049,1.315236586
1,52.59097352,0.755129402,0.21111174,0.68801111,0.701516878,1.41733963,1.060525782,0.207483579,0.552918224,0.064168539,0.12420925,0.193683049,1.315236586
2,13.41751007,0.99458256,1.134028297,1.041094487,0.776389379,0.640381886,1.015216714,1.201173733,1.372040628,0.119760335,0.114298668,0.487188003,1.652473004
3,13.41751007,0.99458256,1.134028297,1.041094487,0.776389379,0.640381886,1.015216714,1.201173733,1.372040628,0.119760335,0.114298668,0.487188003,1.652473004
4,9.271536843,0.996600575,1.453508052,1.143248267,1.125027589,0.403289968,0.578359532,0.33871869,1.101570283,0.101853395,0.087414874,0.544213618,1.584354004
5,9.271536843,0.996600575,1.453508052,1.143248267,1.125027589,0.403289968,0.578359532,0.33871869,1.101570283,0.101853395,0.087414874,0.544213618,1.584354004
6,5.607734366,0.760481169,0.532653462,0.709884204,1.033577689,0.390029226,0.432828995,1.192988248,1.093024481,0.068751573,0.0710115,0.55840291,1.292448783
7,5.607734366,0.760481169,0.532653462,0.709884204,1.033577689,0.390029226,0.432828995,1.192988248,1.093024481,0.068751573,0.0710115,0.55840291,1.292448783
8,5.198811043,1.189010308,0.309969715,0.623279556,1.062582711,0.943637747,0.444714762,1.131043056,1.157215504,0.110006566,0.118831625,0.422222121,1.488929892
9,5.198811043,1.189010308,0.309969715,0.623279556,1.062582711,0.943637747,0.444714762,1.131043056,1.157215504,0.110006566,0.118831625,0.422222121,1.488929892
10,3.892869029,1.341768913,0.501315273,0.660864662,0.458387223,1.187575117,0.982147678,1.292086504,0.729704819,0.121955271,0.124536354,0.308502918,1.47991133
11,3.892869029,1.341768913,0.501315273,0.660864662,0.458387223,1.187575117,0.982147678,1.292086504,0.729704819,0.121955271,0.124536354,0.308502918,1.47991133
12,3.627956764,0.952060787,0.557858033,0.870589592,0.326810473,0.67896874,0.39959625,1.335521796,0.575406823,0.089006525,0.078610831,0.466544918,1.444342875
13,3.627956764,0.952060787,0.557858033,0.870589592,0.326810473,0.67896874,0.39959625,1.335521796,0.575406823,0.089006525,0.078610831,0.466544918,1.444342875
14,3.518503097,1.020511676,0.417176847,0.892474529,0.366109631,0.751446345,0.441687437,1.204587859,0.857861096,0.098280397,0.09139735,0.38412456,1.402808916
15,3.518503097,1.020511676,0.417176847,0.892474529,0.366109631,0.751446345,0.441687437,1.204587859,0.857861096,0.098280397,0.09139735,0.38412456,1.402808916
16,3.279180168,0.90722592,0.64339338,0.747974262,1.317115413,0.585865144,0.898383063,0.558039465,0.960249357,0.091375105,0.088506711,0.475069608,1.292539897
17,3.279180168,0.90722592,0.64339338,0.747974262,1.317115413,0.585865144,0.898383063,0.558039465,0.960249357,0.091375105,0.088506711,0.475069608,1.292539897
18,2.671664107,1.172728453,0.45310795,0.533303111,0.731627824,1.094949029,1.340997345,1.186461253,0.959348259,0.10258089,0.101779483,0.348153515,1.340212045
