,score,a,a,a,a,k,k,k,k,b,b,u,n
,0,0,1,2,3,0,1,2,3,0,1,0,0
,,,,,,,,,,,,,
0,43.96986465,0.967902208,0.904943787,0.546889929,0.940876914,0.622261938,0.407647446,0.803599364,1.023678531,0.082562418,0.10393487,0.348638643,1.080065004
1,43.96986465,0.967902208,0.904943787,0.546889929,0.940876914,0.622261938,0.407647446,0.803599364,1.023678531,0.082562418,0.10393487,0.348638643,1.080065004
2,22.04661118,0.887637751,0.831064122,0.988729592,0.723827417,1.09272869,0.615876989,0.615550842,1.333060585,0.094531277,0.09797563,0.368597137,1.409472719
3,22.04661118,0.887637751,0.831064122,0.988729592,0.723827417,1.09272869,0.615876989,0.615550842,1.333060585,0.094531277,0.09797563,0.368597137,1.409472719
4,17.11826871,0.782335045,0.873311293,1.29281831,0.516520213,0.927224139,1.426800208,0.947821499,1.134663577,0.100868866,0.089569633,0.789077716,1.478923701
5,17.11826871,0.782335045,0.873311293,1.29281831,0.516520213,0.927224139,1.426800208,0.947821499,1.134663577,0.100868866,0.089569633,0.789077716,1.478923701
6,15.69142612,0.868847365,1.024746318,1.152352862,1.494300371,1.029340821,0.994198368,1.185663566,1.249900481,0.091187884,0.091973563,0.734428644,1.487806717
7,15.69142612,0.868847365,1.024746318,1.152352862,1.494300371,1.029340821,0.994198368,1.185663566,1.249900481,0.091187884,0.091973563,0.734428644,1.487806717
8,14.10015224,1.048917657,1.302455547,0.871929584,1.435905217,0.915285157,0.811172931,0.565332231,0.73513353,0.092576038,0.09595921,0.694361964,1.687926503
9,14.10015224,1.048917657,1.302455547,0.871929584,1.435905217,0.915285157,0.811172931,0.565332231,0.73513353,0.092576038,0.09595921,0.694361964,1.687926503
10,11.78205805,1.193473757,1.436052456,1.332404285,1.483378283,1.409713732,1.051796959,0.547019641,1.109767068,0.104139529,0.098940384,0.712070066,1.412287906
11,11.78205805,1.193473757,1.436052456,1.332404285,1.483378283,1.409713732,1.051796959,0.547019641,1.109767068,0.104139529,0.098940384,0.712070066,1.412287906
12,10.97478871,1.273291991,1.345612983,1.268226482,1.428467508,1.06473192,1.038705468,0.693724921,1.251642529,0.089382814,0.087496812,0.989647511,1.236693913
13,10.97478871,1.273291991,1.345612983,1.268226482,1.428467508,1.06473192,1.038705468,0.693724921,1.251642529,0.089382814,0.087496812,0.989647511,1.236693913
14,7.946484001,0.817171818,1.300244228,1.075712268,0.565691977,0.476605789,1.029135061,1.363729842,0.965066112,0.08662575,0.080678565,0.848580249,1.142131645
15,7.946484001,0.817171818,1.300244228,1.075712268,0.565691977,0.476605789,1.029135061,1.363729842,0.965066112,0.08662575,0.080678565,0.848580249,1.142131645
16,5.351900352,1.198029355,1.096033667,1.225497431,1.109143853,0.891183058,1.456607183,1.43393069,0.681040847,0.108956278,0.101576599,0.656517696,1.051455009
17,5.351900352,1.198029355,1.096033667,1.225497431,1.109143853,0.891183058,1.456607183,1.43393069,0.681040847,0.108956278,0.101576599,0.656517696,1.051455009
18,3.468557176,1.104896443,1.028810329,1.166593982,0.988849367,0.441838074,0.45333173,1.053446973,0.954891315,0.091244908,0.096852177,0.728436532,1.300015637
