,sample,layer,time-to-half-max (min)
15327,510,28,4730.0
15328,510,29,4910.0
15329,510,30,5105.0
15330,511,1,287.5
15331,511,2,577.5
15332,511,3,590.0
15333,511,4,825.0
15334,511,5,870.0
15335,511,6,1187.5
15336,511,7,1177.5
15337,511,8,1500.0
15338,511,9,1415.0
15339,511,10,1550.0
15340,511,11,1672.5
15341,511,12,1865.0
15342,511,13,2012.5
15343,511,14,2195.0
15344,511,15,2367.5
15345,511,16,2572.5
15346,511,17,2735.0
15347,511,18,2915.0
15348,511,19,3100.0
15349,511,20,3290.0
15350,511,21,3480.0
15351,511,22,3670.0
15352,511,23,3860.0
15353,511,24,4050.0
15354,511,25,4240.0
15355,511,26,4432.5
15356,511,27,4622.5
15357,511,28,4815.0
15358,511,29,5002.5
15359,511,30,5197.5
15360,512,1,297.5
15361,512,2,597.5
15362,512,3,617.5
15363,512,4,890.0
15364,512,5,965.0
15365,512,6,1200.0
15366,512,7,1232.5
15367,512,8,1395.0
15368,512,9,1522.5
15369,512,10,1682.5
15370,512,11,1872.5
15371,512,12,2065.0
15372,512,13,2257.5
15373,512,14,2450.0
15374,512,15,2640.0
15375,512,16,2830.0
15376,512,17,3020.0
15377,512,18,3212.5
15378,512,19,3402.5
15379,512,20,3595.0
15380,512,21,3787.5
15381,512,22,3977.5
15382,512,23,4162.5
15383,512,24,4400.0
15384,512,25,4487.5
15385,512,26,3910.0
15386,512,27,9247.5
15387,512,28,10995.0
15388,512,29,7712.5
15389,512,30,2212.5
15390,513,1,290.0
15391,513,2,605.0
15392,513,3,617.5
15393,513,4,870.0
15394,513,5,917.5
15395,513,6,1172.5
15396,513,7,1207.5
15397,513,8,1422.5
15398,513,9,1532.5
15399,513,10,1795.0
15400,513,11,1855.0
15401,513,12,2065.0
15402,513,13,2187.5
15403,513,14,2420.0
15404,513,15,2580.0
15405,513,16,2855.0
15406,513,17,3055.0
15407,513,18,3280.0
15408,513,19,3452.5
15409,513,20,3685.0
15410,513,21,3882.5
15411,513,22,4092.5
15412,513,23,4292.5
15413,513,24,4485.0
15414,513,25,4675.0
15415,513,26,4867.5
15416,513,27,5057.5
15417,513,28,5250.0
15418,513,29,5440.0
15419,513,30,5632.5
15420,514,1,282.5
15421,514,2,710.0
15422,514,3,965.0
15423,514,4,1230.0
15424,514,5,1440.0
15425,514,6,1655.0
15426,514,7,1852.5
15427,514,8,2047.5
15428,514,9,2237.5
15429,514,10,2430.0
15430,514,11,2620.0
15431,514,12,2812.5
15432,514,13,3002.5
15433,514,14,3195.0
15434,514,15,3385.0
15435,514,16,3575.0
15436,514,17,3765.0
15437,514,18,3955.0
15438,514,19,4147.5
15439,514,20,4337.5
15440,514,21,4527.5
15441,514,22,4720.0
15442,514,23,4915.0
15443,514,24,5100.0
15444,514,25,5290.0
15445,514,26,5485.0
15446,514,27,5677.5
15447,514,28,5882.5
15448,514,29,6042.5
15449,514,30,6250.0
15450,515,1,310.0
15451,515,2,675.0
15452,515,3,920.0
15453,515,4,1162.5
15454,515,5,1347.5
15455,515,6,1570.0
15456,515,7,1730.0
15457,515,8,1980.0
15458,515,9,2185.0
15459,515,10,2395.0
15460,515,11,2592.5
15461,515,12,2785.0
15462,515,13,2975.0
15463,515,14,3167.5
15464,515,15,3355.0
15465,515,16,3547.5
15466,515,17,3737.5
15467,515,18,3927.5
15468,515,19,4117.5
15469,515,20,4310.0
15470,515,21,4500.0
15471,515,22,4690.0
15472,515,23,4882.5
15473,515,24,5072.5
15474,515,25,5267.5
15475,515,26,5457.5
15476,515,27,5662.5
15477,515,28,5885.0
15478,515,29,7067.5
15479,515,30,9267.5
15480,516,1,262.5
15481,516,2,565.0
15482,516,3,652.5
15483,516,4,962.5
15484,516,5,1010.0
15485,516,6,1485.0
15486,516,7,1677.5
15487,516,8,2060.0
15488,516,9,2342.5
15489,516,10,2532.5
15490,516,11,2722.5
15491,516,12,2912.5
15492,516,13,3102.5
15493,516,14,3292.5
15494,516,15,3482.5
15495,516,16,3672.5
15496,516,17,3865.0
15497,516,18,4055.0
15498,516,19,4245.0
15499,516,20,4437.5
15500,516,21,4627.5
15501,516,22,4817.5
15502,516,23,5007.5
15503,516,24,5200.0
15504,516,25,5392.5
15505,516,26,5582.5
15506,516,27,5777.5
15507,516,28,5962.5
15508,516,29,6152.5
15509,516,30,6345.0
15510,517,1,247.5
15511,517,2,607.5
15512,517,3,722.5
15513,517,4,1125.0
15514,517,5,1257.5
15515,517,6,1682.5
15516,517,7,1942.5
15517,517,8,2185.0
15518,517,9,2365.0
15519,517,10,2602.5
15520,517,11,2815.0
15521,517,12,3007.5
15522,517,13,3195.0
15523,517,14,3390.0
15524,517,15,3582.5
15525,517,16,3772.5
15526,517,17,3962.5
15527,517,18,4152.5
15528,517,19,4342.5
15529,517,20,4535.0
15530,517,21,4725.0
15531,517,22,4917.5
15532,517,23,5107.5
15533,517,24,5297.5
15534,517,25,5487.5
15535,517,26,5682.5
15536,517,27,5870.0
15537,517,28,6045.0
15538,517,29,6280.0
15539,517,30,6525.0
15540,518,1,287.5
15541,518,2,622.5
15542,518,3,705.0
15543,518,4,1030.0
15544,518,5,1012.5
15545,518,6,1257.5
15546,518,7,1297.5
15547,518,8,1600.0
15548,518,9,1560.0
15549,518,10,1725.0
15550,518,11,1827.5
15551,518,12,1990.0
15552,518,13,2165.0
15553,518,14,2362.5
15554,518,15,2537.5
15555,518,16,2722.5
15556,518,17,2915.0
15557,518,18,3110.0
15558,518,19,3302.5
15559,518,20,3495.0
15560,518,21,3690.0
15561,518,22,3882.5
15562,518,23,4077.5
15563,518,24,4270.0
15564,518,25,4465.0
15565,518,26,4657.5
15566,518,27,4855.0
15567,518,28,5037.5
15568,518,29,5237.5
15569,518,30,5467.5
15570,519,1,225.0
15571,519,2,680.0
15572,519,3,687.5
15573,519,4,1142.5
15574,519,5,975.0
15575,519,6,1142.5
15576,519,7,1190.0
15577,519,8,1335.0
15578,519,9,1487.5
15579,519,10,1687.5
15580,519,11,1847.5
15581,519,12,2057.5
15582,519,13,2212.5
15583,519,14,2405.0
15584,519,15,2570.0
15585,519,16,2775.0
15586,519,17,2952.5
15587,519,18,3150.0
15588,519,19,3327.5
15589,519,20,3527.5
15590,519,21,3697.5
15591,519,22,3885.0
15592,519,23,4072.5
15593,519,24,4270.0
15594,519,25,4462.5
15595,519,26,4657.5
15596,519,27,4850.0
15597,519,28,5042.5
15598,519,29,5232.5
15599,519,30,5422.5
15600,520,1,245.0
15601,520,2,500.0
15602,520,3,497.5
15603,520,4,717.5
15604,520,5,775.0
15605,520,6,975.0
15606,520,7,1107.5
15607,520,8,1420.0
15608,520,9,1532.5
15609,520,10,1840.0
15610,520,11,1997.5
15611,520,12,2285.0
15612,520,13,2427.5
15613,520,14,2667.5
15614,520,15,2830.0
15615,520,16,3102.5
15616,520,17,3292.5
15617,520,18,3515.0
15618,520,19,3682.5
15619,520,20,3927.5
15620,520,21,4142.5
15621,520,22,4335.0
15622,520,23,4525.0
15623,520,24,4717.5
15624,520,25,4907.5
15625,520,26,5097.5
15626,520,27,5290.0
15627,520,28,5480.0
15628,520,29,5670.0
15629,520,30,5862.5
15630,521,1,312.5
15631,521,2,635.0
15632,521,3,772.5
15633,521,4,1097.5
15634,521,5,1205.0
15635,521,6,1555.0
15636,521,7,1752.5
15637,521,8,2005.0
15638,521,9,2160.0
15639,521,10,2415.0
15640,521,11,2510.0
15641,521,12,2692.5
15642,521,13,2840.0
15643,521,14,3065.0
15644,521,15,3187.5
15645,521,16,3415.0
15646,521,17,3570.0
15647,521,18,3800.0
15648,521,19,3967.5
15649,521,20,4195.0
15650,521,21,4355.0
15651,521,22,4560.0
15652,521,23,4712.5
15653,521,24,4900.0
15654,521,25,5072.5
15655,521,26,5260.0
15656,521,27,5447.5
15657,521,28,5640.0
15658,521,29,5830.0
15659,521,30,6020.0
15660,522,1,245.0
15661,522,2,712.5
15662,522,3,847.5
15663,522,4,1252.5
15664,522,5,1270.0
15665,522,6,1642.5
15666,522,7,1467.5
15667,522,8,1830.0
15668,522,9,1895.0
15669,522,10,2380.0
15670,522,11,2465.0
15671,522,12,2985.0
15672,522,13,3277.5
15673,522,14,3505.0
15674,522,15,3682.5
15675,522,16,3902.5
15676,522,17,4040.0
15677,522,18,4277.5
15678,522,19,4375.0
15679,522,20,4565.0
15680,522,21,4700.0
15681,522,22,4870.0
15682,522,23,5050.0
15683,522,24,5237.5
15684,522,25,5427.5
15685,522,26,5617.5
15686,522,27,5810.0
15687,522,28,6002.5
15688,522,29,6192.5
15689,522,30,6380.0
15690,523,1,302.5
15691,523,2,545.0
15692,523,3,597.5
15693,523,4,812.5
15694,523,5,867.5
15695,523,6,1020.0
15696,523,7,1175.0
15697,523,8,1350.0
15698,523,9,1540.0
15699,523,10,1730.0
15700,523,11,1920.0
15701,523,12,2112.5
15702,523,13,2305.0
15703,523,14,2497.5
15704,523,15,2687.5
15705,523,16,2880.0
15706,523,17,3070.0
15707,523,18,3262.5
15708,523,19,3455.0
15709,523,20,3645.0
15710,523,21,3837.5
15711,523,22,4030.0
15712,523,23,4222.5
15713,523,24,4410.0
15714,523,25,4605.0
15715,523,26,4705.0
15716,523,27,11215.0
15717,523,28,3765.0
15718,523,29,4095.0
15719,523,30,11945.0
15720,524,1,297.5
15721,524,2,557.5
15722,524,3,640.0
15723,524,4,1077.5
15724,524,5,1250.0
15725,524,6,1560.0
15726,524,7,1715.0
15727,524,8,2010.0
15728,524,9,2082.5
15729,524,10,2450.0
15730,524,11,2607.5
15731,524,12,2925.0
15732,524,13,3037.5
15733,524,14,3410.0
15734,524,15,3560.0
15735,524,16,3880.0
15736,524,17,4035.0
15737,524,18,4320.0
15738,524,19,4432.5
15739,524,20,4700.0
15740,524,21,4835.0
15741,524,22,5075.0
15742,524,23,5200.0
15743,524,24,5410.0
15744,524,25,5545.0
15745,524,26,5737.5
15746,524,27,5907.5
15747,524,28,6105.0
15748,524,29,6275.0
15749,524,30,6460.0
15750,525,1,282.5
15751,525,2,602.5
15752,525,3,595.0
15753,525,4,845.0
15754,525,5,892.5
15755,525,6,1105.0
15756,525,7,1185.0
15757,525,8,1397.5
15758,525,9,1475.0
15759,525,10,1617.5
15760,525,11,1802.5
15761,525,12,1992.5
15762,525,13,2182.5
15763,525,14,2375.0
15764,525,15,2567.5
15765,525,16,2757.5
15766,525,17,2950.0
15767,525,18,3142.5
15768,525,19,3332.5
15769,525,20,3525.0
15770,525,21,3717.5
15771,525,22,3910.0
15772,525,23,4100.0
15773,525,24,4282.5
15774,525,25,4485.0
15775,525,26,4680.0
15776,525,27,2550.0
15777,525,28,4210.0
15778,525,29,3250.0
15779,525,30,7352.5
15780,526,1,272.5
15781,526,2,652.5
15782,526,3,815.0
15783,526,4,1112.5
15784,526,5,1277.5
15785,526,6,1575.0
15786,526,7,1685.0
15787,526,8,2050.0
15788,526,9,2237.5
15789,526,10,2522.5
15790,526,11,2577.5
15791,526,12,2757.5
15792,526,13,2870.0
15793,526,14,3030.0
15794,526,15,3215.0
15795,526,16,3407.5
15796,526,17,3595.0
15797,526,18,3792.5
15798,526,19,3985.0
15799,526,20,4180.0
15800,526,21,4372.5
15801,526,22,4565.0
15802,526,23,4755.0
15803,526,24,4947.5
15804,526,25,5137.5
15805,526,26,5335.0
15806,526,27,5522.5
15807,526,28,5717.5
15808,526,29,5882.5
15809,526,30,6137.5
15810,527,1,300.0
15811,527,2,570.0
15812,527,3,582.5
15813,527,4,995.0
15814,527,5,1065.0
15815,527,6,1475.0
15816,527,7,1395.0
15817,527,8,1650.0
15818,527,9,1687.5
15819,527,10,2027.5
15820,527,11,2090.0
15821,527,12,2415.0
15822,527,13,2485.0
15823,527,14,2742.5
15824,527,15,2822.5
15825,527,16,3075.0
15826,527,17,3097.5
15827,527,18,3217.5
15828,527,19,3402.5
15829,527,20,3600.0
15830,527,21,3787.5
15831,527,22,3990.0
15832,527,23,4182.5
15833,527,24,4377.5
15834,527,25,4567.5
15835,527,26,4762.5
15836,527,27,4955.0
15837,527,28,5147.5
15838,527,29,5337.5
15839,527,30,5532.5
15840,528,1,267.5
15841,528,2,605.0
15842,528,3,610.0
15843,528,4,925.0
15844,528,5,850.0
15845,528,6,1240.0
15846,528,7,1292.5
15847,528,8,1697.5
15848,528,9,1817.5
15849,528,10,2142.5
15850,528,11,2102.5
15851,528,12,2355.0
15852,528,13,2405.0
15853,528,14,2640.0
15854,528,15,2742.5
15855,528,16,3000.0
15856,528,17,3140.0
15857,528,18,3382.5
15858,528,19,3545.0
15859,528,20,3767.5
15860,528,21,3887.5
15861,528,22,4052.5
15862,528,23,4230.0
15863,528,24,4422.5
15864,528,25,4605.0
15865,528,26,4797.5
15866,528,27,4982.5
15867,528,28,5182.5
15868,528,29,5375.0
15869,528,30,5567.5
15870,529,1,242.5
15871,529,2,782.5
15872,529,3,950.0
15873,529,4,1345.0
15874,529,5,1467.5
15875,529,6,1762.5
15876,529,7,1780.0
15877,529,8,1970.0
15878,529,9,2050.0
15879,529,10,2310.0
15880,529,11,2330.0
15881,529,12,2467.5
15882,529,13,2632.5
15883,529,14,2822.5
15884,529,15,3002.5
15885,529,16,3197.5
15886,529,17,3377.5
15887,529,18,3565.0
15888,529,19,3755.0
15889,529,20,3947.5
15890,529,21,4137.5
15891,529,22,4327.5
15892,529,23,4520.0
15893,529,24,4712.5
15894,529,25,4900.0
15895,529,26,5092.5
15896,529,27,5287.5
15897,529,28,5470.0
15898,529,29,5665.0
15899,529,30,5855.0
15900,530,1,270.0
15901,530,2,537.5
15902,530,3,535.0
15903,530,4,707.5
15904,530,5,797.5
15905,530,6,955.0
15906,530,7,1127.5
15907,530,8,1340.0
15908,530,9,1502.5
15909,530,10,1712.5
15910,530,11,1872.5
15911,530,12,2085.0
15912,530,13,2252.5
15913,530,14,2462.5
15914,530,15,2610.0
15915,530,16,2787.5
15916,530,17,2975.0
15917,530,18,3175.0
15918,530,19,3352.5
15919,530,20,3550.0
15920,530,21,3732.5
15921,530,22,3927.5
15922,530,23,4107.5
15923,530,24,4295.0
15924,530,25,4485.0
15925,530,26,4675.0
15926,530,27,4867.5
15927,530,28,5057.5
15928,530,29,5250.0
15929,530,30,5440.0
15930,531,1,305.0
15931,531,2,672.5
15932,531,3,757.5
15933,531,4,1100.0
15934,531,5,990.0
15935,531,6,1095.0
15936,531,7,1245.0
15937,531,8,1445.0
15938,531,9,1595.0
15939,531,10,1822.5
15940,531,11,1952.5
15941,531,12,2192.5
15942,531,13,2297.5
15943,531,14,2572.5
15944,531,15,2710.0
15945,531,16,3020.0
15946,531,17,3050.0
15947,531,18,3497.5
15948,531,19,3492.5
15949,531,20,3860.0
15950,531,21,3825.0
15951,531,22,4370.0
15952,531,23,4542.5
15953,531,24,4985.0
15954,531,25,5260.0
15955,531,26,5477.5
15956,531,27,5640.0
15957,531,28,5837.5
15958,531,29,6010.0
15959,531,30,6222.5
15960,532,1,320.0
15961,532,2,647.5
15962,532,3,875.0
15963,532,4,1120.0
15964,532,5,1247.5
15965,532,6,1480.0
15966,532,7,1577.5
15967,532,8,1765.0
15968,532,9,1902.5
15969,532,10,2077.5
15970,532,11,2257.5
15971,532,12,2442.5
15972,532,13,2635.0
15973,532,14,2827.5
15974,532,15,3020.0
15975,532,16,3210.0
15976,532,17,3402.5
15977,532,18,3595.0
15978,532,19,3787.5
15979,532,20,3977.5
15980,532,21,4170.0
15981,532,22,4362.5
15982,532,23,4555.0
15983,532,24,4745.0
15984,532,25,4937.5
15985,532,26,5127.5
15986,532,27,5327.5
15987,532,28,5495.0
15988,532,29,5817.5
15989,532,30,5692.5
15990,533,1,305.0
15991,533,2,700.0
15992,533,3,975.0
15993,533,4,1185.0
15994,533,5,1347.5
15995,533,6,1565.0
15996,533,7,1715.0
15997,533,8,1950.0
15998,533,9,2065.0
15999,533,10,2232.5
16000,533,11,2407.5
16001,533,12,2610.0
16002,533,13,2785.0
16003,533,14,2975.0
16004,533,15,3155.0
16005,533,16,3342.5
16006,533,17,3532.5
16007,533,18,3725.0
16008,533,19,3915.0
16009,533,20,4107.5
16010,533,21,4300.0
16011,533,22,4492.5
16012,533,23,4682.5
16013,533,24,4877.5
16014,533,25,5070.0
16015,533,26,5252.5
16016,533,27,5450.0
16017,533,28,5652.5
16018,533,29,5827.5
16019,533,30,6035.0
16020,534,1,332.5
16021,534,2,637.5
16022,534,3,840.0
16023,534,4,1107.5
16024,534,5,1292.5
16025,534,6,1545.0
16026,534,7,1762.5
16027,534,8,1960.0
16028,534,9,2147.5
16029,534,10,2345.0
16030,534,11,2540.0
16031,534,12,2732.5
16032,534,13,2925.0
16033,534,14,3115.0
16034,534,15,3307.5
16035,534,16,3500.0
16036,534,17,3692.5
16037,534,18,3885.0
16038,534,19,4075.0
16039,534,20,4267.5
16040,534,21,4455.0
16041,534,22,4657.5
16042,534,23,4855.0
16043,534,24,5000.0
16044,534,25,5195.0
16045,534,26,4882.5
16046,534,27,3617.5
16047,534,28,7432.5
16048,534,29,10210.0
16049,534,30,4037.5
16050,535,1,302.5
16051,535,2,600.0
16052,535,3,765.0
16053,535,4,1057.5
16054,535,5,1240.0
16055,535,6,1505.0
16056,535,7,1695.0
16057,535,8,1940.0
16058,535,9,2150.0
16059,535,10,2347.5
16060,535,11,2527.5
16061,535,12,2725.0
16062,535,13,2907.5
16063,535,14,3110.0
16064,535,15,3287.5
16065,535,16,3485.0
16066,535,17,3660.0
16067,535,18,3850.0
16068,535,19,4032.5
16069,535,20,4220.0
16070,535,21,4410.0
16071,535,22,4600.0
16072,535,23,4792.5
16073,535,24,4982.5
16074,535,25,5172.5
16075,535,26,5360.0
16076,535,27,5552.5
16077,535,28,5760.0
16078,535,29,5942.5
16079,535,30,6107.5
16080,536,1,262.5
16081,536,2,567.5
16082,536,3,625.0
16083,536,4,922.5
16084,536,5,890.0
16085,536,6,1045.0
16086,536,7,1157.5
16087,536,8,1332.5
16088,536,9,1492.5
16089,536,10,1725.0
16090,536,11,1905.0
16091,536,12,2137.5
16092,536,13,2340.0
16093,536,14,2545.0
16094,536,15,2740.0
16095,536,16,2932.5
16096,536,17,3122.5
16097,536,18,3315.0
16098,536,19,3505.0
16099,536,20,3697.5
16100,536,21,3885.0
16101,536,22,4080.0
16102,536,23,4270.0
16103,536,24,4450.0
16104,536,25,4645.0
16105,536,26,4865.0
16106,536,27,4980.0
16107,536,28,5312.5
16108,536,29,5390.0
16109,536,30,5622.5
16110,537,1,245.0
16111,537,2,470.0
16112,537,3,497.5
16113,537,4,722.5
16114,537,5,810.0
16115,537,6,1087.5
16116,537,7,1070.0
16117,537,8,1185.0
16118,537,9,1362.5
16119,537,10,1550.0
16120,537,11,1735.0
16121,537,12,1925.0
16122,537,13,2115.0
16123,537,14,2307.5
16124,537,15,2497.5
16125,537,16,2692.5
16126,537,17,2887.5
16127,537,18,3080.0
16128,537,19,3275.0
16129,537,20,3370.0
16130,537,21,3765.0
16131,537,22,3612.5
16132,537,23,4245.0
16133,537,24,3197.5
16134,537,25,4587.5
16135,537,26,4325.0
16136,537,27,5590.0
16137,537,28,5727.5
16138,537,29,3117.5
16139,537,30,9327.5
16140,538,1,260.0
16141,538,2,570.0
16142,538,3,687.5
16143,538,4,970.0
16144,538,5,992.5
16145,538,6,1415.0
16146,538,7,1352.5
16147,538,8,2017.5
16148,538,9,2245.0
16149,538,10,2600.0
16150,538,11,2747.5
16151,538,12,3095.0
16152,538,13,3212.5
16153,538,14,3590.0
16154,538,15,3860.0
16155,538,16,4065.0
16156,538,17,4260.0
16157,538,18,4452.5
16158,538,19,4640.0
16159,538,20,4830.0
16160,538,21,5020.0
16161,538,22,5212.5
16162,538,23,5402.5
16163,538,24,5595.0
16164,538,25,5785.0
16165,538,26,5975.0
16166,538,27,6165.0
16167,538,28,6360.0
16168,538,29,6550.0
16169,538,30,6737.5
16170,539,1,237.5
16171,539,2,740.0
16172,539,3,752.5
16173,539,4,1382.5
16174,539,5,1652.5
16175,539,6,1937.5
16176,539,7,2150.0
16177,539,8,2375.0
16178,539,9,2570.0
16179,539,10,2775.0
16180,539,11,2945.0
16181,539,12,3155.0
16182,539,13,3332.5
16183,539,14,3540.0
16184,539,15,3700.0
16185,539,16,3885.0
16186,539,17,4070.0
16187,539,18,4267.5
16188,539,19,4450.0
16189,539,20,4650.0
16190,539,21,4835.0
16191,539,22,5032.5
16192,539,23,5210.0
16193,539,24,5397.5
16194,539,25,5585.0
16195,539,26,5780.0
16196,539,27,5965.0
16197,539,28,6157.5
16198,539,29,6347.5
16199,539,30,6537.5
16200,540,1,302.5
16201,540,2,680.0
16202,540,3,937.5
16203,540,4,1175.0
16204,540,5,1390.0
16205,540,6,1582.5
16206,540,7,1767.5
16207,540,8,1962.5
16208,540,9,2150.0
16209,540,10,2342.5
16210,540,11,2530.0
16211,540,12,2722.5
16212,540,13,2910.0
16213,540,14,3105.0
16214,540,15,3295.0
16215,540,16,3487.5
16216,540,17,3675.0
16217,540,18,3867.5
16218,540,19,4057.5
16219,540,20,4250.0
16220,540,21,4442.5
16221,540,22,4635.0
16222,540,23,4825.0
16223,540,24,5017.5
16224,540,25,5210.0
16225,540,26,5402.5
16226,540,27,5592.5
16227,540,28,5782.5
16228,540,29,5972.5
16229,540,30,6170.0
16230,541,1,302.5
16231,541,2,630.0
16232,541,3,765.0
16233,541,4,1035.0
16234,541,5,1070.0
16235,541,6,1357.5
16236,541,7,1422.5
16237,541,8,1780.0
16238,541,9,1905.0
16239,541,10,2150.0
16240,541,11,2262.5
16241,541,12,2507.5
16242,541,13,2612.5
16243,541,14,2857.5
16244,541,15,2992.5
16245,541,16,3305.0
16246,541,17,3545.0
16247,541,18,3752.5
16248,541,19,3950.0
16249,541,20,4142.5
16250,541,21,4332.5
16251,541,22,4522.5
16252,541,23,4712.5
16253,541,24,4902.5
16254,541,25,5092.5
16255,541,26,5292.5
16256,541,27,5447.5
16257,541,28,5740.0
16258,541,29,6110.0
16259,541,30,5835.0
16260,542,1,250.0
16261,542,2,595.0
16262,542,3,667.5
16263,542,4,1015.0
16264,542,5,935.0
16265,542,6,1105.0
16266,542,7,1227.5
16267,542,8,1552.5
16268,542,9,1590.0
16269,542,10,1915.0
16270,542,11,1945.0
16271,542,12,2260.0
16272,542,13,2165.0
16273,542,14,2247.5
16274,542,15,2427.5
16275,542,16,2615.0
16276,542,17,2805.0
16277,542,18,2995.0
16278,542,19,3185.0
16279,542,20,3377.5
16280,542,21,3570.0
16281,542,22,3762.5
16282,542,23,3952.5
16283,542,24,4145.0
16284,542,25,4335.0
16285,542,26,4525.0
16286,542,27,4717.5
16287,542,28,4907.5
16288,542,29,5100.0
16289,542,30,5290.0
16290,543,1,305.0
16291,543,2,595.0
16292,543,3,697.5
16293,543,4,960.0
16294,543,5,972.5
16295,543,6,1097.5
16296,543,7,1272.5
16297,543,8,1462.5
16298,543,9,1645.0
16299,543,10,1830.0
16300,543,11,2022.5
16301,543,12,2215.0
16302,543,13,2405.0
16303,543,14,2597.5
16304,543,15,2790.0
16305,543,16,2982.5
16306,543,17,3172.5
16307,543,18,3365.0
16308,543,19,3555.0
16309,543,20,3747.5
16310,543,21,3940.0
16311,543,22,4130.0
16312,543,23,4322.5
16313,543,24,4512.5
16314,543,25,4700.0
16315,543,26,4887.5
16316,543,27,5322.5
16317,543,28,4957.5
16318,543,29,6252.5
16319,543,30,10907.5
16320,544,1,332.5
16321,544,2,652.5
16322,544,3,835.0
16323,544,4,1125.0
16324,544,5,1210.0
16325,544,6,1477.5
16326,544,7,1502.5
16327,544,8,1750.0
16328,544,9,1812.5
16329,544,10,2027.5
16330,544,11,2100.0
16331,544,12,2242.5
16332,544,13,2425.0
16333,544,14,2615.0
16334,544,15,2805.0
16335,544,16,3000.0
16336,544,17,3190.0
16337,544,18,3382.5
16338,544,19,3572.5
16339,544,20,3765.0
16340,544,21,3955.0
16341,544,22,4147.5
16342,544,23,4337.5
16343,544,24,4530.0
16344,544,25,4720.0
16345,544,26,4910.0
16346,544,27,5102.5
16347,544,28,5295.0
16348,544,29,5490.0
16349,544,30,5647.5
16350,545,1,312.5
16351,545,2,567.5
16352,545,3,612.5
16353,545,4,802.5
16354,545,5,922.5
16355,545,6,1197.5
16356,545,7,1252.5
16357,545,8,1450.0
16358,545,9,1555.0
16359,545,10,1767.5
16360,545,11,1872.5
16361,545,12,2025.0
16362,545,13,2212.5
16363,545,14,2402.5
16364,545,15,2595.0
16365,545,16,2787.5
16366,545,17,2980.0
16367,545,18,3170.0
16368,545,19,3362.5
16369,545,20,3555.0
16370,545,21,3747.5
16371,545,22,3937.5
16372,545,23,4130.0
16373,545,24,4320.0
16374,545,25,4512.5
16375,545,26,4705.0
16376,545,27,4895.0
16377,545,28,5087.5
16378,545,29,5277.5
16379,545,30,5475.0
16380,546,1,260.0
16381,546,2,682.5
16382,546,3,797.5
16383,546,4,1292.5
16384,546,5,1547.5
16385,546,6,1842.5
16386,546,7,2082.5
16387,546,8,2280.0
16388,546,9,2475.0
16389,546,10,2667.5
16390,546,11,2857.5
16391,546,12,3052.5
16392,546,13,3245.0
16393,546,14,3437.5
16394,546,15,3630.0
16395,546,16,3822.5
16396,546,17,4015.0
16397,546,18,4210.0
16398,546,19,4402.5
16399,546,20,4580.0
16400,546,21,4835.0
16401,546,22,5025.0
16402,546,23,5162.5
16403,546,24,5400.0
16404,546,25,9952.5
16405,546,26,11327.5
16406,546,27,4087.5
16407,546,28,3740.0
16408,546,29,4010.0
16409,546,30,3905.0
16410,547,1,232.5
16411,547,2,685.0
16412,547,3,742.5
16413,547,4,1007.5
16414,547,5,1097.5
16415,547,6,1390.0
16416,547,7,1390.0
16417,547,8,1557.5
16418,547,9,1690.0
16419,547,10,1942.5
16420,547,11,2032.5
16421,547,12,2222.5
16422,547,13,2345.0
16423,547,14,2540.0
16424,547,15,2707.5
16425,547,16,2907.5
16426,547,17,3080.0
16427,547,18,3267.5
16428,547,19,3450.0
16429,547,20,3637.5
16430,547,21,3827.5
16431,547,22,4020.0
16432,547,23,4210.0
16433,547,24,4405.0
16434,547,25,4595.0
16435,547,26,4787.5
16436,547,27,4977.5
16437,547,28,5170.0
16438,547,29,5365.0
16439,547,30,5560.0
16440,548,1,252.5
16441,548,2,655.0
16442,548,3,505.0
16443,548,4,795.0
16444,548,5,717.5
16445,548,6,937.5
16446,548,7,985.0
16447,548,8,1357.5
16448,548,9,1395.0
16449,548,10,1872.5
16450,548,11,1772.5
16451,548,12,2155.0
16452,548,13,1987.5
16453,548,14,2192.5
16454,548,15,2182.5
16455,548,16,2312.5
16456,548,17,2465.0
16457,548,18,2650.0
16458,548,19,2822.5
16459,548,20,3035.0
16460,548,21,3200.0
16461,548,22,3410.0
16462,548,23,3585.0
16463,548,24,3812.5
16464,548,25,3982.5
16465,548,26,4220.0
16466,548,27,4417.5
16467,548,28,4622.5
16468,548,29,4807.5
16469,548,30,5007.5
16470,549,1,242.5
16471,549,2,575.0
16472,549,3,525.0
16473,549,4,827.5
16474,549,5,862.5
16475,549,6,1290.0
16476,549,7,1447.5
16477,549,8,1752.5
16478,549,9,1880.0
16479,549,10,2217.5
16480,549,11,2287.5
16481,549,12,2515.0
16482,549,13,2622.5
16483,549,14,2905.0
16484,549,15,3052.5
16485,549,16,3352.5
16486,549,17,3547.5
16487,549,18,3805.0
16488,549,19,4010.0
16489,549,20,4225.0
16490,549,21,4427.5
16491,549,22,4620.0
16492,549,23,4810.0
16493,549,24,5002.5
16494,549,25,5192.5
16495,549,26,5385.0
16496,549,27,5575.0
16497,549,28,5777.5
16498,549,29,5945.0
16499,549,30,6152.5
16500,550,1,332.5
16501,550,2,610.0
16502,550,3,640.0
16503,550,4,935.0
16504,550,5,917.5
