,sample,layer,time-to-half-max (min)
4275,142,16,2822.5
4276,142,17,2972.5
4277,142,18,3197.5
4278,142,19,3317.5
4279,142,20,3482.5
4280,142,21,3667.5
4281,142,22,3872.5
4282,142,23,4060.0
4283,142,24,4257.5
4284,142,25,4440.0
4285,142,26,4627.5
4286,142,27,4817.5
4287,142,28,5010.0
4288,142,29,5200.0
4289,142,30,5395.0
4290,143,1,295.0
4291,143,2,627.5
4292,143,3,732.5
4293,143,4,1002.5
4294,143,5,1022.5
4295,143,6,1290.0
4296,143,7,1257.5
4297,143,8,1377.5
4298,143,9,1540.0
4299,143,10,1722.5
4300,143,11,1907.5
4301,143,12,2097.5
4302,143,13,2287.5
4303,143,14,2480.0
4304,143,15,2670.0
4305,143,16,2862.5
4306,143,17,3050.0
4307,143,18,3242.5
4308,143,19,3432.5
4309,143,20,3627.5
4310,143,21,3817.5
4311,143,22,4012.5
4312,143,23,4202.5
4313,143,24,4395.0
4314,143,25,4585.0
4315,143,26,4780.0
4316,143,27,4967.5
4317,143,28,5160.0
4318,143,29,5347.5
4319,143,30,5540.0
4320,144,1,307.5
4321,144,2,690.0
4322,144,3,950.0
4323,144,4,1175.0
4324,144,5,1357.5
4325,144,6,1582.5
4326,144,7,1762.5
4327,144,8,1985.0
4328,144,9,2160.0
4329,144,10,2377.5
4330,144,11,2527.5
4331,144,12,2785.0
4332,144,13,2982.5
4333,144,14,3192.5
4334,144,15,3370.0
4335,144,16,3575.0
4336,144,17,3737.5
4337,144,18,3920.0
4338,144,19,4102.5
4339,144,20,4292.5
4340,144,21,4480.0
4341,144,22,4675.0
4342,144,23,4867.5
4343,144,24,5060.0
4344,144,25,5250.0
4345,144,26,5442.5
4346,144,27,5635.0
4347,144,28,5827.5
4348,144,29,6020.0
4349,144,30,6210.0
4350,145,1,302.5
4351,145,2,615.0
4352,145,3,792.5
4353,145,4,1115.0
4354,145,5,1350.0
4355,145,6,1562.5
4356,145,7,1730.0
4357,145,8,1957.5
4358,145,9,2142.5
4359,145,10,2345.0
4360,145,11,2525.0
4361,145,12,2720.0
4362,145,13,2907.5
4363,145,14,3105.0
4364,145,15,3290.0
4365,145,16,3487.5
4366,145,17,3675.0
4367,145,18,3875.0
4368,145,19,4062.5
4369,145,20,4262.5
4370,145,21,4450.0
4371,145,22,4650.0
4372,145,23,4835.0
4373,145,24,5032.5
4374,145,25,5215.0
4375,145,26,5410.0
4376,145,27,5595.0
4377,145,28,5792.5
4378,145,29,5975.0
4379,145,30,6170.0
4380,146,1,272.5
4381,146,2,545.0
4382,146,3,530.0
4383,146,4,745.0
4384,146,5,770.0
4385,146,6,905.0
4386,146,7,1080.0
4387,146,8,1297.5
4388,146,9,1490.0
4389,146,10,1697.5
4390,146,11,1890.0
4391,146,12,2090.0
4392,146,13,2277.5
4393,146,14,2475.0
4394,146,15,2665.0
4395,146,16,2862.5
4396,146,17,3047.5
4397,146,18,3240.0
4398,146,19,3425.0
4399,146,20,3615.0
4400,146,21,3805.0
4401,146,22,3997.5
4402,146,23,4190.0
4403,146,24,4385.0
4404,146,25,4587.5
4405,146,26,4740.0
4406,146,27,4955.0
4407,146,28,5145.0
4408,146,29,5342.5
4409,146,30,5515.0
4410,147,1,317.5
4411,147,2,585.0
4412,147,3,657.5
4413,147,4,1077.5
4414,147,5,1305.0
4415,147,6,1582.5
4416,147,7,1657.5
4417,147,8,1890.0
4418,147,9,1957.5
4419,147,10,2102.5
4420,147,11,2280.0
4421,147,12,2475.0
4422,147,13,2662.5
4423,147,14,2860.0
4424,147,15,3050.0
4425,147,16,3250.0
4426,147,17,3447.5
4427,147,18,3642.5
4428,147,19,3837.5
4429,147,20,4030.0
4430,147,21,4225.0
4431,147,22,4417.5
4432,147,23,4612.5
4433,147,24,4805.0
4434,147,25,5000.0
4435,147,26,5192.5
4436,147,27,5382.5
4437,147,28,5572.5
4438,147,29,5780.0
4439,147,30,5975.0
4440,148,1,315.0
4441,148,2,672.5
4442,148,3,922.5
4443,148,4,1152.5
4444,148,5,1357.5
4445,148,6,1555.0
4446,148,7,1740.0
4447,148,8,1937.5
4448,148,9,2115.0
4449,148,10,2310.0
4450,148,11,2485.0
4451,148,12,2667.5
4452,148,13,2857.5
4453,148,14,3050.0
4454,148,15,3240.0
4455,148,16,3432.5
4456,148,17,3622.5
4457,148,18,3815.0
4458,148,19,4007.5
4459,148,20,4197.5
4460,148,21,4390.0
4461,148,22,4580.0
4462,148,23,4772.5
4463,148,24,4965.0
4464,148,25,5155.0
4465,148,26,5347.5
4466,148,27,5540.0
4467,148,28,5730.0
4468,148,29,5927.5
4469,148,30,6150.0
4470,149,1,230.0
4471,149,2,545.0
4472,149,3,522.5
4473,149,4,1012.5
4474,149,5,967.5
4475,149,6,1260.0
4476,149,7,1195.0
4477,149,8,1517.5
4478,149,9,1415.0
4479,149,10,1715.0
4480,149,11,1755.0
4481,149,12,2220.0
4482,149,13,2465.0
4483,149,14,2760.0
4484,149,15,2965.0
4485,149,16,3192.5
4486,149,17,3327.5
4487,149,18,3530.0
4488,149,19,3680.0
4489,149,20,3935.0
4490,149,21,4102.5
4491,149,22,4365.0
4492,149,23,4542.5
4493,149,24,4780.0
4494,149,25,4972.5
4495,149,26,5192.5
4496,149,27,5395.0
4497,149,28,5590.0
4498,149,29,5780.0
4499,149,30,5972.5
4500,150,1,310.0
4501,150,2,577.5
4502,150,3,650.0
4503,150,4,890.0
4504,150,5,935.0
4505,150,6,1092.5
4506,150,7,1235.0
4507,150,8,1402.5
4508,150,9,1595.0
4509,150,10,1787.5
4510,150,11,1982.5
4511,150,12,2175.0
4512,150,13,2370.0
4513,150,14,2562.5
4514,150,15,2757.5
4515,150,16,2950.0
4516,150,17,3145.0
4517,150,18,3337.5
4518,150,19,3532.5
4519,150,20,3725.0
4520,150,21,3920.0
4521,150,22,4112.5
4522,150,23,4307.5
4523,150,24,4500.0
4524,150,25,4695.0
4525,150,26,4892.5
4526,150,27,5092.5
4527,150,28,5250.0
4528,150,29,5600.0
4529,150,30,6005.0
4530,151,1,320.0
4531,151,2,665.0
4532,151,3,932.5
4533,151,4,1127.5
4534,151,5,1312.5
4535,151,6,1512.5
4536,151,7,1690.0
4537,151,8,1900.0
4538,151,9,2095.0
4539,151,10,2290.0
4540,151,11,2475.0
4541,151,12,2665.0
4542,151,13,2852.5
4543,151,14,3040.0
4544,151,15,3230.0
4545,151,16,3422.5
4546,151,17,3610.0
4547,151,18,3802.5
4548,151,19,3992.5
4549,151,20,4185.0
4550,151,21,4375.0
4551,151,22,4565.0
4552,151,23,4755.0
4553,151,24,4947.5
4554,151,25,5137.5
4555,151,26,5327.5
4556,151,27,5515.0
4557,151,28,5702.5
4558,151,29,5887.5
4559,151,30,6087.5
4560,152,1,280.0
4561,152,2,710.0
4562,152,3,962.5
4563,152,4,1210.0
4564,152,5,1367.5
4565,152,6,1587.5
4566,152,7,1755.0
4567,152,8,1992.5
4568,152,9,2180.0
4569,152,10,2405.0
4570,152,11,2605.0
4571,152,12,2805.0
4572,152,13,2985.0
4573,152,14,3190.0
4574,152,15,3365.0
4575,152,16,3567.5
4576,152,17,3755.0
4577,152,18,3960.0
4578,152,19,4150.0
4579,152,20,4352.5
4580,152,21,4535.0
4581,152,22,4740.0
4582,152,23,4932.5
4583,152,24,5132.5
4584,152,25,5320.0
4585,152,26,5517.5
4586,152,27,5702.5
4587,152,28,5902.5
4588,152,29,6082.5
4589,152,30,6277.5
4590,153,1,315.0
4591,153,2,687.5
4592,153,3,952.5
4593,153,4,1165.0
4594,153,5,1350.0
4595,153,6,1562.5
4596,153,7,1760.0
4597,153,8,1957.5
4598,153,9,2150.0
4599,153,10,2342.5
4600,153,11,2532.5
4601,153,12,2725.0
4602,153,13,2915.0
4603,153,14,3107.5
4604,153,15,3297.5
4605,153,16,3490.0
4606,153,17,2100.0
4607,153,18,3872.5
4608,153,19,4062.5
4609,153,20,4255.0
4610,153,21,4442.5
4611,153,22,3262.5
4612,153,23,4845.0
4613,153,24,11655.0
4614,153,25,3487.5
4615,153,26,11137.5
4616,153,27,7785.0
4617,153,28,9035.0
4618,153,29,1505.0
4619,153,30,1552.5
4620,154,1,300.0
4621,154,2,695.0
4622,154,3,977.5
4623,154,4,1182.5
4624,154,5,1375.0
4625,154,6,1570.0
4626,154,7,1750.0
4627,154,8,1940.0
4628,154,9,2127.5
4629,154,10,2317.5
4630,154,11,2507.5
4631,154,12,2702.5
4632,154,13,2895.0
4633,154,14,3087.5
4634,154,15,3280.0
4635,154,16,3472.5
4636,154,17,3665.0
4637,154,18,3857.5
4638,154,19,4025.0
4639,154,20,4195.0
4640,154,21,4527.5
4641,154,22,4432.5
4642,154,23,4732.5
4643,154,24,5100.0
4644,154,25,4962.5
4645,154,26,2967.5
4646,154,27,4995.0
4647,154,28,4710.0
4648,154,29,6980.0
4649,154,30,8405.0
4650,155,1,317.5
4651,155,2,637.5
4652,155,3,727.5
4653,155,4,1125.0
4654,155,5,1290.0
4655,155,6,1607.5
4656,155,7,1635.0
4657,155,8,2030.0
4658,155,9,2190.0
4659,155,10,2480.0
4660,155,11,2492.5
4661,155,12,2810.0
4662,155,13,2772.5
4663,155,14,3197.5
4664,155,15,3017.5
4665,155,16,3347.5
4666,155,17,3282.5
4667,155,18,3567.5
4668,155,19,3547.5
4669,155,20,3967.5
4670,155,21,4045.0
4671,155,22,4417.5
4672,155,23,4510.0
4673,155,24,4830.0
4674,155,25,4997.5
4675,155,26,5307.5
4676,155,27,5527.5
4677,155,28,5752.5
4678,155,29,5920.0
4679,155,30,6132.5
4680,156,1,332.5
4681,156,2,612.5
4682,156,3,655.0
4683,156,4,925.0
4684,156,5,907.5
4685,156,6,1045.0
4686,156,7,1192.5
4687,156,8,1377.5
4688,156,9,1545.0
4689,156,10,1725.0
4690,156,11,1915.0
4691,156,12,2107.5
4692,156,13,2300.0
4693,156,14,2490.0
4694,156,15,2682.5
4695,156,16,2875.0
4696,156,17,3065.0
4697,156,18,3257.5
4698,156,19,3450.0
4699,156,20,3640.0
4700,156,21,3832.5
4701,156,22,4025.0
4702,156,23,4217.5
4703,156,24,4410.0
4704,156,25,4602.5
4705,156,26,4792.5
4706,156,27,4982.5
4707,156,28,5202.5
4708,156,29,5225.0
4709,156,30,5885.0
4710,157,1,315.0
4711,157,2,605.0
4712,157,3,705.0
4713,157,4,937.5
4714,157,5,995.0
4715,157,6,1210.0
4716,157,7,1312.5
4717,157,8,1530.0
4718,157,9,1647.5
4719,157,10,1935.0
4720,157,11,1990.0
4721,157,12,2207.5
4722,157,13,2295.0
4723,157,14,2477.5
4724,157,15,2630.0
4725,157,16,2820.0
4726,157,17,2992.5
4727,157,18,3192.5
4728,157,19,3362.5
4729,157,20,3560.0
4730,157,21,3737.5
4731,157,22,3935.0
4732,157,23,4117.5
4733,157,24,4312.5
4734,157,25,4495.0
4735,157,26,4690.0
4736,157,27,4870.0
4737,157,28,5065.0
4738,157,29,5247.5
4739,157,30,5435.0
4740,158,1,315.0
4741,158,2,672.5
4742,158,3,920.0
4743,158,4,1145.0
4744,158,5,1332.5
4745,158,6,1550.0
4746,158,7,1712.5
4747,158,8,1947.5
4748,158,9,2115.0
4749,158,10,2367.5
4750,158,11,2587.5
4751,158,12,2780.0
4752,158,13,2970.0
4753,158,14,3162.5
4754,158,15,3355.0
4755,158,16,3547.5
4756,158,17,3737.5
4757,158,18,3930.0
4758,158,19,4120.0
4759,158,20,4312.5
4760,158,21,4502.5
4761,158,22,4695.0
4762,158,23,4885.0
4763,158,24,5077.5
4764,158,25,5267.5
4765,158,26,5455.0
4766,158,27,5650.0
4767,158,28,5880.0
4768,158,29,5915.0
4769,158,30,6230.0
4770,159,1,250.0
4771,159,2,615.0
4772,159,3,535.0
4773,159,4,732.5
4774,159,5,765.0
4775,159,6,920.0
4776,159,7,1057.5
4777,159,8,1245.0
4778,159,9,1397.5
4779,159,10,1577.5
4780,159,11,1760.0
4781,159,12,1947.5
4782,159,13,2137.5
4783,159,14,2330.0
4784,159,15,2520.0
4785,159,16,2712.5
4786,159,17,2902.5
4787,159,18,3095.0
4788,159,19,3287.5
4789,159,20,3480.0
4790,159,21,3670.0
4791,159,22,3862.5
4792,159,23,4057.5
4793,159,24,4247.5
4794,159,25,4437.5
4795,159,26,4632.5
4796,159,27,4822.5
4797,159,28,5020.0
4798,159,29,5187.5
4799,159,30,5482.5
4800,160,1,302.5
4801,160,2,690.0
4802,160,3,902.5
4803,160,4,1195.0
4804,160,5,1400.0
4805,160,6,1632.5
4806,160,7,1787.5
4807,160,8,2027.5
4808,160,9,2142.5
4809,160,10,2435.0
4810,160,11,2595.0
4811,160,12,2885.0
4812,160,13,3105.0
4813,160,14,3312.5
4814,160,15,3497.5
4815,160,16,3705.0
4816,160,17,3897.5
4817,160,18,4092.5
4818,160,19,4280.0
4819,160,20,4472.5
4820,160,21,4660.0
4821,160,22,4850.0
4822,160,23,5037.5
4823,160,24,5227.5
4824,160,25,5417.5
4825,160,26,5610.0
4826,160,27,5802.5
4827,160,28,6010.0
4828,160,29,6357.5
4829,160,30,6302.5
4830,161,1,315.0
4831,161,2,585.0
4832,161,3,757.5
4833,161,4,1020.0
4834,161,5,1097.5
4835,161,6,1402.5
4836,161,7,1530.0
4837,161,8,1805.0
4838,161,9,1915.0
4839,161,10,2262.5
4840,161,11,2470.0
4841,161,12,2737.5
4842,161,13,2947.5
4843,161,14,3150.0
4844,161,15,3332.5
4845,161,16,3530.0
4846,161,17,3712.5
4847,161,18,3910.0
4848,161,19,4087.5
4849,161,20,4272.5
4850,161,21,4460.0
4851,161,22,4652.5
4852,161,23,4840.0
4853,161,24,5032.5
4854,161,25,5222.5
4855,161,26,5415.0
4856,161,27,5605.0
4857,161,28,5795.0
4858,161,29,5985.0
4859,161,30,6177.5
4860,162,1,315.0
4861,162,2,667.5
4862,162,3,897.5
4863,162,4,1152.5
4864,162,5,1345.0
4865,162,6,1567.5
4866,162,7,1745.0
4867,162,8,1972.5
4868,162,9,2162.5
4869,162,10,2370.0
4870,162,11,2545.0
4871,162,12,2765.0
4872,162,13,2932.5
4873,162,14,3170.0
4874,162,15,3375.0
4875,162,16,3577.5
4876,162,17,3757.5
4877,162,18,3952.5
4878,162,19,4135.0
4879,162,20,4340.0
4880,162,21,4535.0
4881,162,22,4727.5
4882,162,23,4920.0
4883,162,24,5112.5
4884,162,25,5302.5
4885,162,26,5492.5
4886,162,27,5682.5
4887,162,28,5875.0
4888,162,29,6065.0
4889,162,30,6257.5
4890,163,1,310.0
4891,163,2,610.0
4892,163,3,770.0
4893,163,4,1100.0
4894,163,5,1307.5
4895,163,6,1572.5
4896,163,7,1795.0
4897,163,8,1992.5
4898,163,9,2187.5
4899,163,10,2377.5
4900,163,11,2567.5
4901,163,12,2757.5
4902,163,13,2947.5
4903,163,14,3140.0
4904,163,15,3330.0
4905,163,16,3522.5
4906,163,17,3712.5
4907,163,18,3902.5
4908,163,19,4095.0
4909,163,20,4282.5
4910,163,21,4490.0
4911,163,22,4652.5
4912,163,23,4945.0
4913,163,24,4675.0
4914,163,25,5780.0
4915,163,26,7215.0
4916,163,27,2592.5
4917,163,28,6287.5
4918,163,29,8230.0
4919,163,30,1925.0
4920,164,1,327.5
4921,164,2,655.0
4922,164,3,820.0
4923,164,4,1170.0
4924,164,5,1437.5
4925,164,6,1630.0
4926,164,7,1822.5
4927,164,8,2012.5
4928,164,9,2205.0
4929,164,10,2395.0
4930,164,11,2585.0
4931,164,12,2775.0
4932,164,13,2967.5
4933,164,14,3157.5
4934,164,15,3347.5
4935,164,16,3540.0
4936,164,17,3730.0
4937,164,18,3922.5
4938,164,19,4102.5
4939,164,20,4317.5
4940,164,21,4482.5
4941,164,22,4652.5
4942,164,23,2082.5
4943,164,24,5455.0
4944,164,25,4195.0
4945,164,26,10187.5
4946,164,27,11645.0
4947,164,28,9782.5
4948,164,29,2052.5
4949,164,30,2335.0
4950,165,1,282.5
4951,165,2,732.5
4952,165,3,1020.0
4953,165,4,1237.5
4954,165,5,1435.0
4955,165,6,1632.5
4956,165,7,1825.0
4957,165,8,2020.0
4958,165,9,2212.5
4959,165,10,2402.5
4960,165,11,2595.0
4961,165,12,2785.0
4962,165,13,2977.5
4963,165,14,3167.5
4964,165,15,3360.0
4965,165,16,3550.0
4966,165,17,3740.0
4967,165,18,3940.0
4968,165,19,4125.0
4969,165,20,5310.0
4970,165,21,4465.0
4971,165,22,4657.5
4972,165,23,8640.0
4973,165,24,12222.5
4974,165,25,4837.5
4975,165,26,5000.0
4976,165,27,5182.5
4977,165,28,6070.0
4978,165,29,5322.5
4979,165,30,5700.0
4980,166,1,310.0
4981,166,2,637.5
4982,166,3,815.0
4983,166,4,1145.0
4984,166,5,1387.5
4985,166,6,1602.5
4986,166,7,1802.5
4987,166,8,1995.0
4988,166,9,2185.0
4989,166,10,2377.5
4990,166,11,2567.5
4991,166,12,2757.5
4992,166,13,2947.5
4993,166,14,3140.0
4994,166,15,3330.0
4995,166,16,3522.5
4996,166,17,3712.5
4997,166,18,3905.0
4998,166,19,4095.0
4999,166,20,4287.5
5000,166,21,4477.5
5001,166,22,4667.5
5002,166,23,4860.0
5003,166,24,5050.0
5004,166,25,5240.0
5005,166,26,5440.0
5006,166,27,5575.0
5007,166,28,5720.0
5008,166,29,6082.5
5009,166,30,2332.5
5010,167,1,332.5
5011,167,2,642.5
5012,167,3,865.0
5013,167,4,1112.5
5014,167,5,1310.0
5015,167,6,1520.0
5016,167,7,1675.0
5017,167,8,1850.0
5018,167,9,2035.0
5019,167,10,2225.0
5020,167,11,2415.0
5021,167,12,2605.0
5022,167,13,2797.5
5023,167,14,2987.5
5024,167,15,3180.0
5025,167,16,3370.0
5026,167,17,3562.5
5027,167,18,3752.5
5028,167,19,3945.0
5029,167,20,4135.0
5030,167,21,4327.5
5031,167,22,4515.0
5032,167,23,4717.5
5033,167,24,4930.0
5034,167,25,4897.5
5035,167,26,6027.5
5036,167,27,5152.5
5037,167,28,11810.0
5038,167,29,3045.0
5039,167,30,2742.5
5040,168,1,242.5
5041,168,2,715.0
5042,168,3,895.0
5043,168,4,1232.5
5044,168,5,1410.0
5045,168,6,1725.0
5046,168,7,1955.0
5047,168,8,2157.5
5048,168,9,2317.5
5049,168,10,2502.5
5050,168,11,2680.0
5051,168,12,2865.0
5052,168,13,3055.0
5053,168,14,3245.0
5054,168,15,3437.5
5055,168,16,3627.5
5056,168,17,3817.5
5057,168,18,4005.0
5058,168,19,4210.0
5059,168,20,4380.0
5060,168,21,4632.5
5061,168,22,4737.5
5062,168,23,5110.0
5063,168,24,5150.0
5064,168,25,5352.5
5065,168,26,7307.5
5066,168,27,6145.0
5067,168,28,7080.0
5068,168,29,9677.5
5069,168,30,12035.0
5070,169,1,310.0
5071,169,2,692.5
5072,169,3,972.5
5073,169,4,1177.5
5074,169,5,1372.5
5075,169,6,1565.0
5076,169,7,1755.0
5077,169,8,1945.0
5078,169,9,2135.0
5079,169,10,2327.5
5080,169,11,2517.5
5081,169,12,2707.5
5082,169,13,2900.0
5083,169,14,3085.0
5084,169,15,3280.0
5085,169,16,3472.5
5086,169,17,3670.0
5087,169,18,3877.5
5088,169,19,4055.0
5089,169,20,4250.0
5090,169,21,4415.0
5091,169,22,4690.0
5092,169,23,4820.0
5093,169,24,12487.5
5094,169,25,12415.0
5095,169,26,5985.0
5096,169,27,5562.5
5097,169,28,5590.0
5098,169,29,4980.0
5099,169,30,5952.5
5100,170,1,245.0
5101,170,2,777.5
5102,170,3,1065.0
5103,170,4,1312.5
5104,170,5,1525.0
5105,170,6,1725.0
5106,170,7,1910.0
5107,170,8,2107.5
5108,170,9,2287.5
5109,170,10,2475.0
5110,170,11,2662.5
5111,170,12,2852.5
5112,170,13,3042.5
5113,170,14,3235.0
5114,170,15,3425.0
5115,170,16,3617.5
5116,170,17,3807.5
5117,170,18,4002.5
5118,170,19,4195.0
5119,170,20,4387.5
5120,170,21,4577.5
5121,170,22,4770.0
5122,170,23,4960.0
5123,170,24,5152.5
5124,170,25,5342.5
5125,170,26,5535.0
5126,170,27,5725.0
5127,170,28,5917.5
5128,170,29,6115.0
5129,170,30,6310.0
5130,171,1,257.5
5131,171,2,695.0
5132,171,3,875.0
5133,171,4,1190.0
5134,171,5,1370.0
5135,171,6,1675.0
5136,171,7,1917.5
5137,171,8,2112.5
5138,171,9,2300.0
5139,171,10,2497.5
5140,171,11,2685.0
5141,171,12,2880.0
5142,171,13,3067.5
5143,171,14,3262.5
5144,171,15,3445.0
5145,171,16,3632.5
5146,171,17,3822.5
5147,171,18,4015.0
5148,171,19,4205.0
5149,171,20,4397.5
5150,171,21,4587.5
5151,171,22,4780.0
5152,171,23,4967.5
5153,171,24,5170.0
5154,171,25,5365.0
5155,171,26,5555.0
5156,171,27,5742.5
5157,171,28,5907.5
5158,171,29,6072.5
5159,171,30,6282.5
5160,172,1,285.0
5161,172,2,557.5
5162,172,3,615.0
5163,172,4,852.5
5164,172,5,892.5
5165,172,6,1092.5
5166,172,7,1207.5
5167,172,8,1445.0
5168,172,9,1550.0
5169,172,10,1845.0
5170,172,11,1955.0
5171,172,12,2215.0
5172,172,13,2325.0
5173,172,14,2620.0
5174,172,15,2807.5
5175,172,16,3045.0
5176,172,17,3180.0
5177,172,18,3375.0
5178,172,19,3535.0
5179,172,20,3742.5
5180,172,21,3895.0
5181,172,22,4080.0
5182,172,23,4257.5
5183,172,24,4445.0
5184,172,25,4635.0
5185,172,26,4827.5
5186,172,27,5017.5
5187,172,28,5210.0
5188,172,29,5397.5
5189,172,30,5592.5
5190,173,1,307.5
5191,173,2,605.0
5192,173,3,730.0
5193,173,4,1077.5
5194,173,5,1222.5
5195,173,6,1602.5
5196,173,7,1872.5
5197,173,8,2072.5
5198,173,9,2260.0
5199,173,10,2460.0
5200,173,11,2652.5
5201,173,12,2845.0
5202,173,13,3035.0
5203,173,14,3227.5
5204,173,15,3417.5
5205,173,16,3610.0
5206,173,17,3800.0
5207,173,18,3992.5
5208,173,19,4182.5
5209,173,20,4375.0
5210,173,21,4565.0
5211,173,22,4755.0
5212,173,23,4947.5
5213,173,24,5142.5
5214,173,25,5327.5
5215,173,26,5500.0
5216,173,27,5710.0
5217,173,28,6170.0
5218,173,29,6917.5
5219,173,30,10720.0
5220,174,1,260.0
5221,174,2,675.0
5222,174,3,730.0
5223,174,4,1087.5
5224,174,5,1125.0
5225,174,6,1375.0
5226,174,7,1380.0
5227,174,8,1542.5
5228,174,9,1670.0
5229,174,10,1925.0
5230,174,11,2090.0
5231,174,12,2347.5
5232,174,13,2452.5
5233,174,14,2750.0
5234,174,15,2925.0
5235,174,16,3180.0
5236,174,17,3267.5
5237,174,18,3437.5
5238,174,19,3597.5
5239,174,20,3790.0
5240,174,21,3970.0
5241,174,22,4187.5
5242,174,23,4390.0
5243,174,24,4582.5
5244,174,25,4772.5
5245,174,26,4965.0
5246,174,27,5157.5
5247,174,28,5350.0
5248,174,29,5540.0
5249,174,30,5735.0
5250,175,1,275.0
5251,175,2,550.0
5252,175,3,532.5
5253,175,4,657.5
5254,175,5,830.0
5255,175,6,1035.0
5256,175,7,1195.0
5257,175,8,1395.0
5258,175,9,1552.5
5259,175,10,1732.5
5260,175,11,1920.0
5261,175,12,2120.0
5262,175,13,2300.0
5263,175,14,2502.5
5264,175,15,2682.5
5265,175,16,2885.0
5266,175,17,3065.0
5267,175,18,3260.0
5268,175,19,3445.0
5269,175,20,3640.0
5270,175,21,3827.5
5271,175,22,4025.0
5272,175,23,4215.0
5273,175,24,4410.0
5274,175,25,4597.5
5275,175,26,4787.5
5276,175,27,4977.5
5277,175,28,5170.0
5278,175,29,5360.0
5279,175,30,5550.0
5280,176,1,292.5
5281,176,2,677.5
5282,176,3,927.5
5283,176,4,1170.0
5284,176,5,1380.0
5285,176,6,1572.5
5286,176,7,1755.0
5287,176,8,1947.5
5288,176,9,2132.5
5289,176,10,2327.5
5290,176,11,2517.5
5291,176,12,2705.0
5292,176,13,2892.5
5293,176,14,3082.5
5294,176,15,3270.0
5295,176,16,3457.5
5296,176,17,3645.0
5297,176,18,3832.5
5298,176,19,4020.0
5299,176,20,4210.0
5300,176,21,4397.5
5301,176,22,4585.0
5302,176,23,4772.5
5303,176,24,4962.5
5304,176,25,5150.0
5305,176,26,5337.5
5306,176,27,5525.0
5307,176,28,5717.5
5308,176,29,5900.0
5309,176,30,6085.0
5310,177,1,227.5
5311,177,2,675.0
5312,177,3,732.5
5313,177,4,1102.5
5314,177,5,942.5
5315,177,6,1082.5
5316,177,7,1200.0
5317,177,8,1525.0
5318,177,9,1740.0
5319,177,10,1977.5
5320,177,11,2102.5
5321,177,12,2320.0
5322,177,13,2432.5
5323,177,14,2592.5
5324,177,15,2772.5
5325,177,16,2960.0
5326,177,17,3150.0
5327,177,18,3342.5
5328,177,19,3532.5
5329,177,20,3725.0
5330,177,21,3915.0
5331,177,22,4107.5
5332,177,23,4297.5
5333,177,24,4490.0
5334,177,25,4680.0
5335,177,26,4870.0
5336,177,27,5020.0
5337,177,28,5097.5
5338,177,29,11660.0
5339,177,30,8410.0
5340,178,1,300.0
5341,178,2,625.0
5342,178,3,717.5
5343,178,4,1127.5
5344,178,5,1117.5
5345,178,6,1405.0
5346,178,7,1315.0
5347,178,8,1422.5
5348,178,9,1570.0
5349,178,10,1742.5
5350,178,11,1930.0
5351,178,12,2120.0
5352,178,13,2307.5
5353,178,14,2500.0
5354,178,15,2690.0
5355,178,16,2882.5
5356,178,17,3072.5
5357,178,18,3265.0
5358,178,19,3457.5
5359,178,20,3647.5
5360,178,21,3840.0
5361,178,22,4032.5
5362,178,23,4222.5
5363,178,24,4415.0
5364,178,25,4605.0
5365,178,26,4790.0
5366,178,27,4952.5
5367,178,28,5140.0
5368,178,29,5382.5
5369,178,30,11727.5
5370,179,1,327.5
5371,179,2,585.0
5372,179,3,740.0
5373,179,4,1047.5
5374,179,5,1287.5
5375,179,6,1492.5
5376,179,7,1682.5
5377,179,8,1882.5
5378,179,9,2072.5
5379,179,10,2267.5
5380,179,11,2450.0
5381,179,12,2640.0
5382,179,13,2827.5
5383,179,14,3020.0
5384,179,15,3207.5
5385,179,16,3402.5
5386,179,17,3590.0
5387,179,18,3780.0
5388,179,19,3970.0
5389,179,20,4160.0
5390,179,21,4350.0
5391,179,22,4540.0
5392,179,23,4735.0
5393,179,24,4925.0
5394,179,25,5120.0
5395,179,26,5287.5
5396,179,27,5562.5
5397,179,28,5557.5
5398,179,29,6390.0
5399,179,30,10295.0
5400,180,1,305.0
5401,180,2,615.0
5402,180,3,612.5
5403,180,4,865.0
5404,180,5,857.5
5405,180,6,1032.5
5406,180,7,1135.0
5407,180,8,1385.0
5408,180,9,1535.0
5409,180,10,1805.0
5410,180,11,1892.5
5411,180,12,2252.5
5412,180,13,2210.0
5413,180,14,2520.0
5414,180,15,2620.0
5415,180,16,2972.5
5416,180,17,3060.0
5417,180,18,3390.0
5418,180,19,3485.0
5419,180,20,3870.0
5420,180,21,3792.5
5421,180,22,3932.5
5422,180,23,4030.0
5423,180,24,4207.5
5424,180,25,4365.0
5425,180,26,4560.0
5426,180,27,4735.0
5427,180,28,4950.0
5428,180,29,5117.5
5429,180,30,5342.5
5430,181,1,320.0
5431,181,2,670.0
5432,181,3,935.0
5433,181,4,1142.5
5434,181,5,1340.0
5435,181,6,1530.0
5436,181,7,1720.0
5437,181,8,1912.5
5438,181,9,2102.5
5439,181,10,2292.5
5440,181,11,2482.5
5441,181,12,2675.0
5442,181,13,2867.5
5443,181,14,3060.0
5444,181,15,3250.0
5445,181,16,3442.5
5446,181,17,3635.0
5447,181,18,3830.0
5448,181,19,4027.5
5449,181,20,4227.5
5450,181,21,4397.5
