1406.604167,8331.7019
892.3368333,6988.115992
1,2434.974504
54.68766667,2415.427131
116.5646667,2205.264605
173.1871667,2267.910534
234.147,2285.271582
292.9811667,2513.473684
350.6185,2511.479062
412.0883333,2832.478284
772.0388333,5605.875291
471.4881667,3004.131673
530.3148333,3318.437195
588.0108333,3896.26235
648.6096667,4475.98621
709.4625,4866.51526
831.1988333,6145.973721
950.7786667,7255.270923
1000.994667,7812.806151
1294.230167,8952.684572
1473.35,7513.20625
1595.419833,8154.160858
1709.996333,8185.642962
1771.049333,8335.083973
