1,11798.93862
47.126,12668.83655
108.8171667,13513.99108
165.3201667,13870.94771
226.3221667,15025.10269
285.0685,14709.30619
342.6601667,14187.10962
404.2133333,13945.51989
463.7415,12897.99069
522.4465,12057.46354
580.0665,11078.86314
640.7528333,10850.28413
701.5261667,9790.087365
764.194,9068.977185
823.2738333,8261.427158
884.509,8060.804064
942.8768333,7219.787653
993.6746667,7063.113333
1286.357333,6288.009113
1398.852667,6070.226092
1465.452,5649.507153
1587.82,5869.669248
1702.1215,6103.047294
1763.126833,6012.926969
1763.126833,6012.926969
