1366.233333,6370.63488
851.7513333,4013.726079
1,2610.941839
14.71833333,3029.5935
76.20483333,2839.080042
132.5261667,2851.570678
193.5345,2896.519608
252.2061667,2918.954292
309.7421667,2710.655172
371.379,2837.181769
731.4098333,3529.879108
431.0626667,2886.92811
489.677,2898.17737
547.2215,2597.296976
607.9951667,3093.298722
668.6383333,2968.970715
790.4048333,3568.232349
910.0881667,4261.621081
961.5773333,4938.524513
1253.589833,6441.146437
1432.6295,6101.239661
1555.3605,6964.068876
1669.318833,6723.599595
1730.228833,6573.616822
