,n,metric
184,2.33133133133,0.00175987922782
185,2.34074074074,0.00180483570884
186,2.35015015015,0.00184624022362
187,2.35955955956,0.00188427177575
188,2.36896896897,0.0019191010343
189,2.37837837838,0.00195089073853
190,2.38778778779,0.00197979607946
191,2.3971971972,0.0020059650599
192,2.40660660661,0.00202953883452
193,2.41601601602,0.00205065203138
194,2.42542542543,0.00206943305606
195,2.43483483483,0.00208600437975
196,2.44424424424,0.00210048281218
197,2.45365365365,0.00211297976058
198,2.46306306306,0.0021236014753
199,2.47247247247,0.00213244928326
200,2.48188188188,0.00213961980971
201,2.49129129129,0.00214520518913
202,2.5007007007,0.00214929326597
203,2.51011011011,0.00215196778571
204,2.51951951952,0.00215330857695
205,2.52892892893,0.00215339172487
206,2.53833833834,0.00215228973674
207,2.54774774775,0.00215007169977
208,2.55715715716,0.00214680343178
209,2.56656656657,0.00214254762508
210,2.57597597598,0.00213736398394
211,2.58538538539,0.00213130935589
212,2.59479479479,0.00212443785731
213,2.6042042042,0.00211680099346
214,2.61361361361,0.00210844777336
215,2.62302302302,0.00209942481964
216,2.63243243243,0.0020897764737
217,2.64184184184,0.00207954489639
218,2.65125125125,0.0020687701644
219,2.66066066066,0.00205749036254
220,2.67007007007,0.00204574167213
221,2.67947947948,0.00203355845574
222,2.68888888889,0.00202097333825
223,2.6982982983,0.00200801728465
224,2.70770770771,0.0019947196745
225,2.71711711712,0.00198110837331
226,2.72652652653,0.00196720980098
227,2.73593593594,0.00195304899732
228,2.74534534535,0.00193864968492
229,2.75475475475,0.00192403432936
230,2.76416416416,0.00190922419691
231,2.77357357357,0.00189423940984
232,2.78298298298,0.00187909899942
233,2.79239239239,0.00186382095669
234,2.8018018018,0.00184842228112
235,2.81121121121,0.00183291902722
236,2.82062062062,0.00181732634917
237,2.83003003003,0.00180165854362
238,2.83943943944,0.00178592909057
239,2.84884884885,0.00177015069266
240,2.85825825826,0.00175433531263
241,2.86766766767,0.00173849420928
242,2.87707707708,0.00172263797185
243,2.88648648649,0.00170677655289
244,2.8958958959,0.00169091929974
245,2.90530530531,0.0016750749846
246,2.91471471471,0.00165925183333
247,2.92412412412,0.00164345755289
248,2.93353353353,0.00162769935768
249,2.94294294294,0.00161198399458
250,2.95235235235,0.001596317767
251,2.96176176176,0.00158070655772
252,2.97117117117,0.00156515585074
253,2.98058058058,0.0015496707522
254,2.98998998999,0.00153425601019
255,2.9993993994,0.00151891603381
256,3.00880880881,0.00150365491121
257,3.01821821822,0.00148847642683
258,3.02762762763,0.00147338407787
259,3.03703703704,0.00145838108993
260,3.04644644645,0.00144347043189
261,3.05585585586,0.00142865483011
262,3.06526526527,0.00141393678192
263,3.07467467467,0.00139931856849
264,3.08408408408,0.00138480226701
265,3.09349349349,0.0013703897623
266,3.1029029029,0.00135608275785
267,3.11231231231,0.00134188278629
268,3.12172172172,0.00132779121935
269,3.13113113113,0.00131380927727
270,3.14054054054,0.00129993803781
271,3.14994994995,0.00128617844471
272,3.15935935936,0.00127253131576
273,3.16876876877,0.00125899735045
274,3.17817817818,0.0012455771372
275,3.18758758759,0.00123227116021
276,3.196996997,0.00121907980596
277,3.20640640641,0.00120600336935
278,3.21581581582,0.00119304205952
279,3.22522522523,0.00118019600531
280,3.23463463463,0.00116746526054
281,3.24404404404,0.00115484980881
282,3.25345345345,0.00114234956824
283,3.26286286286,0.00112996439579
284,3.27227227227,0.00111769409143
285,3.28168168168,0.001105538402
286,3.29109109109,0.00109349702496
287,3.3005005005,0.0010815696118
288,3.30990990991,0.00106975577132
289,3.31931931932,0.00105805507276
290,3.32872872873,0.00104646704865
291,3.33813813814,0.00103499119757
292,3.34754754755,0.0010236269867
293,3.35695695696,0.0010123738543
294,3.36636636637,0.0010012312119
295,3.37577577578,0.000990198446517
296,3.38518518519,0.000979274922612
297,3.39459459459,0.00096845998401
298,3.404004004,0.000957752955662
299,3.41341341341,0.000947153145309
300,3.42282282282,0.000936659845048
301,3.43223223223,0.000926272332793
302,3.44164164164,0.000915989873649
303,3.45105105105,0.000905811721199
304,3.46046046046,0.000895737118711
305,3.46986986987,0.000885765300263
306,3.47927927928,0.000875895491798
307,3.48868868869,0.00086612691212
308,3.4980980981,0.000856458773806
309,3.50750750751,0.000846890284081
310,3.51691691692,0.000837420645616
311,3.52632632633,0.000828049057286
312,3.53573573574,0.000818774714872
313,3.54514514515,0.000809596811715
314,3.55455455455,0.000800514539332
315,3.56396396396,0.000791527087981
316,3.57337337337,0.000782633647196
317,3.58278278278,0.000773833406278
318,3.59219219219,0.000765125554758
319,3.6016016016,0.00075650928282
320,3.61101101101,0.000747983781705
321,3.62042042042,0.000739548244075
322,3.62982982983,0.000731201864356
323,3.63923923924,0.000722943839056
324,3.64864864865,0.000714773367062
325,3.65805805806,0.000706689649907
326,3.66746746747,0.000698691892026
327,3.67687687688,0.000690779300988
328,3.68628628629,0.000682951087711
329,3.6956956957,0.00067520646666
330,3.70510510511,0.000667544656029
331,3.71451451451,0.000659964877909
332,3.72392392392,0.000652466358446
333,3.73333333333,0.000645048327976
334,3.74274274274,0.000637710021161
335,3.75215215215,0.000630450677103
336,3.76156156156,0.000623269539456
337,3.77097097097,0.000616165856521
338,3.78038038038,0.000609138881338
339,3.78978978979,0.000602187871765
340,3.7991991992,0.000595312090552
341,3.80860860861,0.000588510805408
342,3.81801801802,0.000581783289058
343,3.82742742743,0.000575128819295
344,3.83683683684,0.000568546679028
345,3.84624624625,0.000562036156324
346,3.85565565566,0.000555596544441
347,3.86506506507,0.00054922714186
348,3.87447447447,0.000542927252313
349,3.88388388388,0.000536696184802
350,3.89329329329,0.000530533253622
351,3.9027027027,0.000524437778369
352,3.91211211211,0.00051840908396
353,3.92152152152,0.000512446500634
354,3.93093093093,0.000506549363958
355,3.94034034034,0.000500717014835
356,3.94974974975,0.000494948799497
357,3.95915915916,0.000489244069507
358,3.96856856857,0.000483602181753
359,3.97797797798,0.000478022498442
360,3.98738738739,0.000472504387088
361,3.9967967968,0.000467047220508
362,4.00620620621,0.000461650376804
363,4.01561561562,0.00045631323935
364,4.02502502503,0.000451035196784
365,4.03443443443,0.000445815642981
366,4.04384384384,0.000440653977042
367,4.05325325325,0.000435549603277
368,4.06266266266,0.000430501931177
369,4.07207207207,0.000425510375403
370,4.08148148148,0.000420574355757
371,4.09089089089,0.000415693297162
372,4.1003003003,0.000410866629639
373,4.10970970971,0.000406093788283
374,4.11911911912,0.000401374213238
375,4.12852852853,0.000396707349668
376,4.13793793794,0.000392092647738
377,4.14734734735,0.000387529562582
378,4.15675675676,0.000383017554277
379,4.16616616617,0.000378556087817
380,4.17557557558,0.000374144633082
381,4.18498498498,0.000369782664815
382,4.19439439439,0.000365469662586
383,4.2038038038,0.000361205110769
384,4.21321321321,0.000356988498511
385,4.22262262262,0.000352819319701
386,4.23203203203,0.000348697072939
387,4.24144144144,0.000344621261512
388,4.25085085085,0.000340591393355
389,4.26026026026,0.000336606981029
390,4.26966966967,0.000332667541682
391,4.27907907908,0.000328772597026
392,4.28848848849,0.000324921673301
393,4.2978978979,0.000321114301244
394,4.30730730731,0.000317350016062
395,4.31671671672,0.000313628357395
396,4.32612612613,0.000309948869288
397,4.33553553554,0.000306311100162
398,4.34494494494,0.000302714602774
399,4.35435435435,0.000299158934196
400,4.36376376376,0.000295643655775
401,4.37317317317,0.000292168333108
402,4.38258258258,0.000288732536004
403,4.39199199199,0.000285335838458
404,4.4014014014,0.000281977818616
405,4.41081081081,0.000278658058745
406,4.42022022022,0.000275376145202
407,4.42962962963,0.000272131668399
408,4.43903903904,0.000268924222776
409,4.44844844845,0.000265753406768
410,4.45785785786,0.000262618822773
411,4.46726726727,0.00025952007712
412,4.47667667668,0.000256456780039
413,4.48608608609,0.000253428545632
414,4.4954954955,0.000250434991837
415,4.5049049049,0.0002474757404
416,4.51431431431,0.000244550416846
417,4.52372372372,0.000241658650443
418,4.53313313313,0.000238800074176
419,4.54254254254,0.000235974324714
420,4.55195195195,0.000233181042379
421,4.56136136136,0.00023041987112
422,4.57077077077,0.000227690458476
423,4.58018018018,0.00022499245555
424,4.58958958959,0.00022232551698
425,4.598998999,0.000219689300905
426,4.60840840841,0.000217083468938
427,4.61781781782,0.000214507686138
428,4.62722722723,0.000211961620974
429,4.63663663664,0.000209444945305
430,4.64604604605,0.00020695733434
431,4.65545545546,0.00020449846662
432,4.66486486486,0.00020206802398
433,4.67427427427,0.000199665691523
434,4.68368368368,0.000197291157595
435,4.69309309309,0.000194944113752
436,4.7025025025,0.000192624254731
437,4.71191191191,0.000190331278427
438,4.72132132132,0.000188064885859
439,4.73073073073,0.000185824781147
440,4.74014014014,0.000183610671479
441,4.74954954955,0.000181422267091
442,4.75895895896,0.000179259281229
443,4.76836836837,0.000177121430132
444,4.77777777778,0.000175008432999
445,4.78718718719,0.000172920011963
446,4.7965965966,0.000170855892064
447,4.80600600601,0.000168815801225
448,4.81541541542,0.000166799470223
449,4.82482482482,0.00016480663266
450,4.83423423423,0.000162837024946
451,4.84364364364,0.000160890386261
452,4.85305305305,0.00015896645854
453,4.86246246246,0.000157064986438
454,4.87187187187,0.000155185717314
455,4.88128128128,0.000153328401198
456,4.89069069069,0.000151492790768
457,4.9001001001,0.000149678641328
458,4.90950950951,0.00014788571078
459,4.91891891892,0.0001461137596
460,4.92832832833,0.000144362550815
461,4.93773773774,0.000142631849975
462,4.94714714715,0.000140921425136
463,4.95655655656,0.000139231046827
464,4.96596596597,0.000137560488034
465,4.97537537538,0.000135909524172
466,4.98478478478,0.000134277933064
467,4.99419419419,0.000132665494915
468,5.0036036036,0.000131071992292
469,5.01301301301,0.0001294972101
470,5.02242242242,0.000127940935557
471,5.03183183183,0.000126402958176
472,5.04124124124,0.000124883069739
473,5.05065065065,0.000123381064276
474,5.06006006006,0.000121896738042
475,5.06946946947,0.000120429889498
476,5.07887887888,0.000118980319286
477,5.08828828829,0.000117547830208
478,5.0976976977,0.00011613222721
479,5.10710710711,0.00011473331735
480,5.11651651652,0.000113350909788
481,5.12592592593,0.000111984815759
482,5.13533533534,0.000110634848553
483,5.14474474474,0.000109300823498
484,5.15415415415,0.000107982557934
485,5.16356356356,0.000106679871197
486,5.17297297297,0.0001053925846
487,5.18238238238,0.000104120521407
488,5.19179179179,0.00010286350682
489,5.2012012012,0.000101621367958
490,5.21061061061,0.000100393933833
491,5.22002002002,9.91810353377e-05
492,5.22942942943,9.79825052212e-05
493,5.23883883884,9.67981780733e-05
494,5.24824824825,9.56278903035e-05
495,5.25765765766,9.44714801245e-05
496,5.26706706707,9.33287875324e-05
497,5.27647647648,9.21996542891e-05
498,5.28588588589,9.10839239046e-05
499,5.2952952953,8.9981441618e-05
500,5.3047047047,8.88920543807e-05
501,5.31411411411,8.78156108388e-05
502,5.32352352352,8.67519613148e-05
503,5.33293293293,8.57009577913e-05
504,5.34234234234,8.46624538935e-05
505,5.35175175175,8.36363048722e-05
506,5.36116116116,8.26223675869e-05
507,5.37057057057,8.16205004894e-05
508,5.37997997998,8.06305636072e-05
509,5.38938938939,7.96524185263e-05
510,5.3987987988,7.86859283768e-05
511,5.40820820821,7.7730957815e-05
512,5.41761761762,7.67873730085e-05
513,5.42702702703,7.58550416202e-05
514,5.43643643644,7.49338327923e-05
515,5.44584584585,7.40236171313e-05
516,5.45525525526,7.31242666923e-05
517,5.46466466466,7.22356549641e-05
518,5.47407407407,7.13576568541e-05
519,5.48348348348,7.04901486726e-05
520,5.49289289289,6.96330081191e-05
521,5.5023023023,6.87861142674e-05
522,5.51171171171,6.79493475502e-05
523,5.52112112112,6.71225897459e-05
524,5.53053053053,6.63057239638e-05
525,5.53993993994,6.54986346296e-05
526,5.54934934935,6.47012074722e-05
527,5.55875875876,6.39133295095e-05
528,5.56816816817,6.31348890343e-05
529,5.57757757758,6.23657756016e-05
530,5.58698698699,6.16058800145e-05
531,5.5963963964,6.08550943106e-05
532,5.60580580581,6.01133117497e-05
533,5.61521521522,5.93804268001e-05
534,5.62462462462,5.86563351257e-05
535,5.63403403403,5.79409335733e-05
536,5.64344344344,5.72341201599e-05
537,5.65285285285,5.65357940603e-05
538,5.66226226226,5.58458555939e-05
539,5.67167167167,5.51642062137e-05
540,5.68108108108,5.44907484927e-05
541,5.69049049049,5.38253861126e-05
542,5.6998998999,5.31680238518e-05
543,5.70930930931,5.2518567573e-05
544,5.71871871872,5.18769242126e-05
545,5.72812812813,5.12430017676e-05
546,5.73753753754,5.06167092851e-05
547,5.74694694695,4.99979568507e-05
548,5.75635635636,4.93866555771e-05
549,5.76576576577,4.8782717593e-05
550,5.77517517518,4.8186056032e-05
551,5.78458458458,4.75965850217e-05
552,5.79399399399,4.70142196729e-05
553,5.8034034034,4.64388760686e-05
554,5.81281281281,4.5870471254e-05
555,5.82222222222,4.53089232253e-05
556,5.83163163163,4.47541509194e-05
557,5.84104104104,4.42060742041e-05
558,5.85045045045,4.36646138675e-05
559,5.85985985986,4.31296916079e-05
560,5.86926926927,4.26012300239e-05
561,5.87867867868,4.20791526043e-05
562,5.88808808809,4.15633837187e-05
563,5.8974974975,4.10538486078e-05
564,5.90690690691,4.05504733727e-05
565,5.91631631632,4.00531849676e-05
566,5.92572572573,3.95619111881e-05
567,5.93513513514,3.90765806633e-05
568,5.94454454454,3.85971228458e-05
569,5.95395395395,3.81234680038e-05
570,5.96336336336,3.76555472104e-05
571,5.97277277277,3.71932923358e-05
572,5.98218218218,3.67366360383e-05
573,5.99159159159,3.62855117555e-05
574,6.001001001,3.58398536955e-05
575,6.01041041041,3.53995968279e-05
576,6.01981981982,3.49646768769e-05
577,6.02922922923,3.45350303113e-05
578,6.03863863864,3.41105943362e-05
579,6.04804804805,3.36913068866e-05
580,6.05745745746,3.32771066167e-05
581,6.06686686687,3.28679328943e-05
582,6.07627627628,3.24637257911e-05
583,6.08568568569,3.20644260756e-05
584,6.0950950951,3.16699752052e-05
585,6.1045045045,3.12803153182e-05
586,6.11391391391,3.08953892265e-05
587,6.12332332332,3.05151404081e-05
588,6.13273273273,3.01395129998e-05
589,6.14214214214,2.97684517885e-05
590,6.15155155155,2.9401902206e-05
591,6.16096096096,2.903981032e-05
592,6.17037037037,2.86821228275e-05
593,6.17977977978,2.83287870482e-05
594,6.18918918919,2.79797509171e-05
595,6.1985985986,2.76349629769e-05
596,6.20800800801,2.72943723727e-05
597,6.21741741742,2.69579288437e-05
598,6.22682682683,2.66255827173e-05
599,6.23623623624,2.62972849023e-05
600,6.24564564565,2.59729868819e-05
601,6.25505505506,2.56526407083e-05
602,6.26446446446,2.53361989948e-05
603,6.27387387387,2.50236149106e-05
604,6.28328328328,2.47148421739e-05
605,6.29269269269,2.44098350459e-05
606,6.3021021021,2.41085483246e-05
607,6.31151151151,2.38109373387e-05
608,6.32092092092,2.35169579419e-05
609,6.33033033033,2.32265665057e-05
610,6.33973973974,2.29397199152e-05
611,6.34914914915,2.26563755623e-05
612,6.35855855856,2.23764913401e-05
613,6.36796796797,2.21000256369e-05
614,6.37737737738,2.18269373311e-05
615,6.38678678679,2.15571857853e-05
616,6.3961961962,2.12907308408e-05
617,6.40560560561,2.10275328121e-05
618,6.41501501502,2.07675524817e-05
619,6.42442442442,2.05107510942e-05
620,6.43383383383,2.0257090352e-05
621,6.44324324324,2.00065324087e-05
622,6.45265265265,1.97590398658e-05
623,6.46206206206,1.95145757655e-05
624,6.47147147147,1.92731035866e-05
625,6.48088088088,1.90345872404e-05
626,6.49029029029,1.87989910638e-05
627,6.4996996997,1.85662798164e-05
628,6.50910910911,1.83364186739e-05
629,6.51851851852,1.81093732246e-05
630,6.52792792793,1.78851094639e-05
631,6.53733733734,1.76635937901e-05
632,6.54674674675,1.74447929995e-05
633,6.55615615616,1.72286742819e-05
634,6.56556556557,1.70152052161e-05
635,6.57497497497,1.68043537649e-05
636,6.58438438438,1.65960882716e-05
637,6.59379379379,1.63903774553e-05
638,6.6032032032,1.61871904056e-05
639,6.61261261261,1.59864965799e-05
640,6.62202202202,1.57882657978e-05
641,6.63143143143,1.55924682381e-05
642,6.64084084084,1.53990744336e-05
643,6.65025025025,1.52080552671e-05
644,6.65965965966,1.50193819684e-05
645,6.66906906907,1.48330261092e-05
646,6.67847847848,1.46489595991e-05
647,6.68788788789,1.44671546831e-05
648,6.6972972973,1.42875839355e-05
649,6.70670670671,1.41102202582e-05
650,6.71611611612,1.39350368753e-05
651,6.72552552553,1.37620073304e-05
652,6.73493493493,1.35911054822e-05
653,6.74434434434,1.34223055015e-05
654,6.75375375375,1.3255581867e-05
655,6.76316316316,1.30909093621e-05
656,6.77257257257,1.29282630708e-05
657,6.78198198198,1.27676183748e-05
658,6.79139139139,1.26089509498e-05
659,6.8008008008,1.24522367624e-05
660,6.81021021021,1.2297452066e-05
661,6.81961961962,1.21445733976e-05
662,6.82902902903,1.19935775755e-05
663,6.83843843844,1.18444416948e-05
664,6.84784784785,1.16971431243e-05
665,6.85725725726,1.15516595043e-05
666,6.86666666667,1.14079687423e-05
667,6.87607607608,1.12660490104e-05
668,6.88548548549,1.11258787423e-05
669,6.89489489489,1.09874366301e-05
670,6.9043043043,1.08507016205e-05
671,6.91371371371,1.07156529137e-05
672,6.92312312312,1.05822699585e-05
673,6.93253253253,1.04505324505e-05
674,6.94194194194,1.03204203286e-05
675,6.95135135135,1.01919137727e-05
676,6.96076076076,1.00649932004e-05
677,6.97017017017,9.93963926477e-06
678,6.97957957958,9.81583285076e-06
679,6.98898898899,9.6935550733e-06
680,6.9983983984,9.57278727376e-06
681,7.00780780781,9.45351101822e-06
682,7.01721721722,9.33570809436e-06
683,7.02662662663,9.21936050857e-06
684,7.03603603604,9.10445048397e-06
685,7.04544544545,8.99096045703e-06
686,7.05485485485,8.87887307632e-06
687,7.06426426426,8.76817119866e-06
688,7.07367367367,8.65883788759e-06
689,7.08308308308,8.55085641072e-06
690,7.09249249249,8.44421023682e-06
691,7.1019019019,8.33888303409e-06
692,7.11131131131,8.23485866763e-06
693,7.12072072072,8.13212119688e-06
694,7.13013013013,8.03065487376e-06
695,7.13953953954,7.9304441396e-06
696,7.14894894895,7.83147362404e-06
697,7.15835835836,7.73372814189e-06
698,7.16776776777,7.63719269137e-06
699,7.17717717718,7.54185245144e-06
700,7.18658658659,7.44769278027e-06
701,7.195995996,7.3546992132e-06
702,7.20540540541,7.26285746011e-06
703,7.21481481481,7.17215340296e-06
704,7.22422422422,7.08257309534e-06
705,7.23363363363,6.99410275895e-06
706,7.24304304304,6.90672878201e-06
707,7.25245245245,6.82043771749e-06
708,7.26186186186,6.73521628114e-06
709,7.27127127127,6.65105134923e-06
710,7.28068068068,6.56792995746e-06
711,7.29009009009,6.48583929741e-06
712,7.2994994995,6.40476671676e-06
713,7.30890890891,6.32469971618e-06
714,7.31831831832,6.24562594731e-06
715,7.32772772773,6.16753321192e-06
716,7.33713713714,6.09040945965e-06
717,7.34654654655,6.01424278557e-06
718,7.35595595596,5.93902142998e-06
719,7.36536536537,5.86473377506e-06
720,7.37477477477,5.79136834444e-06
721,7.38418418418,5.71891380052e-06
722,7.39359359359,5.64735894382e-06
723,7.403003003,5.57669271029e-06
724,7.41241241241,5.50690417089e-06
725,7.42182182182,5.43798252828e-06
726,7.43123123123,5.36991711719e-06
727,7.44064064064,5.3026974014e-06
728,7.45005005005,5.236312973e-06
729,7.45945945946,5.17075355044e-06
730,7.46886886887,5.10600897718e-06
731,7.47827827828,5.04206921992e-06
732,7.48768768769,4.9789243679e-06
733,7.4970970971,4.91656463053e-06
734,7.50650650651,4.85498033664e-06
735,7.51591591592,4.79416193211e-06
736,7.52532532533,4.73409997959e-06
737,7.53473473473,4.67478515698e-06
738,7.54414414414,4.61620825476e-06
739,7.55355355355,4.55836017643e-06
740,7.56296296296,4.50123193563e-06
741,7.57237237237,4.44481465589e-06
742,7.58178178178,4.3890995689e-06
743,7.59119119119,4.33407801315e-06
744,7.6006006006,4.27974143236e-06
745,7.61001001001,4.22608137529e-06
746,7.61941941942,4.17308949308e-06
747,7.62882882883,4.12075753897e-06
748,7.63823823824,4.06907736705e-06
749,7.64764764765,4.01804093042e-06
750,7.65705705706,3.96764028077e-06
751,7.66646646647,3.91786756637e-06
752,7.67587587588,3.86871503144e-06
753,7.68528528529,3.82017501543e-06
754,7.69469469469,3.77223995085e-06
755,7.7041041041,3.72490236278e-06
756,7.71351351351,3.67815486757e-06
757,7.72292292292,3.63199017173e-06
758,7.73233233233,3.58640107123e-06
759,7.74174174174,3.54138045e-06
760,7.75115115115,3.49692127877e-06
761,7.76056056056,3.45301661442e-06
762,7.76996996997,3.40965959844e-06
763,7.77937937938,3.36684345692e-06
764,7.78878878879,3.3245614981e-06
765,7.7981981982,3.28280711259e-06
766,7.80760760761,3.24157377163e-06
767,7.81701701702,3.20085502659e-06
768,7.82642642643,3.16064450745e-06
769,7.83583583584,3.12093592281e-06
770,7.84524524525,3.08172305763e-06
771,7.85465465465,3.04299977372e-06
772,7.86406406406,3.00476000725e-06
773,7.87347347347,2.96699776969e-06
774,7.88288288288,2.92970714533e-06
775,7.89229229229,2.89288229083e-06
776,7.9017017017,2.85651743481e-06
777,7.91111111111,2.82060687673e-06
778,7.92052052052,2.78514498575e-06
779,7.92992992993,2.7501262001e-06
780,7.93933933934,2.71554502662e-06
781,7.94874874875,2.68139603921e-06
782,7.95815815816,2.64767387836e-06
783,7.96756756757,2.61437325055e-06
