time (min),induction layer,Strain 6059,Strain 6325,Strain 6326,Strain 6327
8624.25,3758.22225966,2759.28007098,8267.26603589,5337.01099481,7352.86649239
8624.5,3758.22225931,2759.28007511,8267.26603547,5337.0109777,7352.86649244
8624.75,3758.22225897,2759.28007924,8267.26603506,5337.01096053,7352.86649248
8625.0,3758.22225862,2759.28008337,8267.26603464,5337.0109433,7352.86649253
8625.25,3758.22225828,2759.2800875,8267.26603422,5337.01092602,7352.86649257
8625.5,3758.22225793,2759.28009162,8267.2660338,5337.01090868,7352.86649262
8625.75,3758.22225759,2759.28009574,8267.26603339,5337.0108913,7352.86649266
8626.0,3758.22225724,2759.28009986,8267.26603297,5337.01087388,7352.86649271
8626.25,3758.2222569,2759.28010398,8267.26603255,5337.01085643,7352.86649275
8626.5,3758.22225656,2759.2801081,8267.26603213,5337.01083894,7352.8664928
8626.75,3758.22225621,2759.28011222,8267.26603172,5337.01082143,7352.86649284
8627.0,3758.22225587,2759.28011633,8267.2660313,5337.01080391,7352.86649289
8627.25,3758.22225552,2759.28012044,8267.26603088,5337.01078637,7352.86649293
8627.5,3758.22225518,2759.28012455,8267.26603046,5337.01076882,7352.86649298
8627.75,3758.22225483,2759.28012866,8267.26603005,5337.01075127,7352.86649302
8628.0,3758.22225449,2759.28013277,8267.26602963,5337.01073372,7352.86649307
8628.25,3758.22225415,2759.28013687,8267.26602921,5337.01071619,7352.86649311
8628.5,3758.2222538,2759.28014097,8267.26602879,5337.01069867,7352.86649316
8628.75,3758.22225346,2759.28014507,8267.26602838,5337.01068117,7352.8664932
8629.0,3758.22225311,2759.28014916,8267.26602796,5337.0106637,7352.86649325
8629.25,3758.22225277,2759.28015326,8267.26602754,5337.01064626,7352.86649329
8629.5,3758.22225242,2759.28015735,8267.26602713,5337.01062886,7352.86649334
8629.75,3758.22225208,2759.28016143,8267.26602671,5337.01061151,7352.86649339
8630.0,3758.22225173,2759.28016552,8267.26602629,5337.0105942,7352.86649343
8630.25,3758.22225139,2759.2801696,8267.26602587,5337.01057696,7352.86649348
8630.5,3758.22225105,2759.28017368,8267.26602546,5337.01055978,7352.86649352
8630.75,3758.2222507,2759.28017775,8267.26602504,5337.01054266,7352.86649357
8631.0,3758.22225036,2759.28018182,8267.26602462,5337.01052563,7352.86649361
8631.25,3758.22225001,2759.28018589,8267.2660242,5337.01050868,7352.86649366
8631.5,3758.22224967,2759.28018996,8267.26602379,5337.01049182,7352.8664937
8631.75,3758.22224932,2759.28019402,8267.26602337,5337.01047505,7352.86649375
8632.0,3758.22224898,2759.28019808,8267.26602295,5337.01045839,7352.86649379
8632.25,3758.22224863,2759.28020213,8267.26602253,5337.01044183,7352.86649384
8632.5,3758.22224829,2759.28020618,8267.26602212,5337.0104254,7352.86649388
8632.75,3758.22224795,2759.28021023,8267.2660217,5337.01040908,7352.86649393
8633.0,3758.2222476,2759.28021427,8267.26602128,5337.0103929,7352.86649397
8633.25,3758.22224726,2759.28021831,8267.26602086,5337.01037685,7352.86649402
8633.5,3758.22224691,2759.28022234,8267.26602045,5337.01036094,7352.86649406
8633.75,3758.22224657,2759.28022637,8267.26602003,5337.01034519,7352.86649411
8634.0,3758.22224622,2759.2802304,8267.26601961,5337.0103296,7352.86649415
8634.25,3758.22224588,2759.28023442,8267.2660192,5337.01031417,7352.8664942
8634.5,3758.22224553,2759.28023844,8267.26601878,5337.01029891,7352.86649424
8634.75,3758.22224519,2759.28024245,8267.26601836,5337.01028383,7352.86649429
8635.0,3758.22224485,2759.28024646,8267.26601794,5337.01026894,7352.86649433
8635.25,3758.2222445,2759.28025046,8267.26601753,5337.01025425,7352.86649438
8635.5,3758.22224416,2759.28025446,8267.26601711,5337.01023975,7352.86649442
8635.75,3758.22224381,2759.28025845,8267.26601669,5337.01022547,7352.86649447
8636.0,3758.22224347,2759.28026244,8267.26601627,5337.0102114,7352.86649451
8636.25,3758.22224312,2759.28026643,8267.26601586,5337.01019756,7352.86649456
8636.5,3758.22224278,2759.2802704,8267.26601544,5337.01018395,7352.8664946
8636.75,3758.22224244,2759.28027438,8267.26601502,5337.01017058,7352.86649465
8637.0,3758.22224209,2759.28027834,8267.2660146,5337.01015746,7352.86649469
8637.25,3758.22224175,2759.28028231,8267.26601419,5337.01014459,7352.86649474
8637.5,3758.2222414,2759.28028626,8267.26601377,5337.01013199,7352.86649478
8637.75,3758.22224106,2759.28029021,8267.26601335,5337.01011966,7352.86649483
8638.0,3758.22224071,2759.28029416,8267.26601293,5337.01010761,7352.86649487
8638.25,3758.22224037,2759.2802981,8267.26601252,5337.01009585,7352.86649492
8638.5,3758.22224002,2759.28030203,8267.2660121,5337.01008438,7352.86649496
8638.75,3758.22223968,2759.28030596,8267.26601168,5337.01007322,7352.86649532
8639.0,3758.22223934,2759.28030988,8267.26601127,5337.01006237,7352.8664958
8639.25,3758.22223899,2759.2803138,8267.26601085,5337.01005185,7352.86649628
8639.5,3758.22223865,2759.28031771,8267.26601043,5337.01004165,7352.86649676
8639.75,3758.2222383,2759.28032161,8267.26601001,5337.01003179,7352.86649724
8640.0,3758.22223796,2759.28032551,8267.2660096,5337.01002228,7352.86649772
8640.25,3758.22223761,2759.2803294,8267.26600918,5337.01001312,7352.8664982
8640.5,3758.22223727,2759.28033328,8267.26600876,5337.01000433,7352.86649868
8640.75,3758.22223692,2759.28033716,8267.26600834,5337.00999591,7352.86649916
8641.0,3758.22223658,2759.28034103,8267.26600793,5337.00998788,7352.86649964
8641.25,3758.22223624,2759.28034489,8267.26600751,5337.00998023,7352.86650012
8641.5,3758.22223589,2759.28034875,8267.26600709,5337.00997298,7352.8665006
8641.75,3758.22223555,2759.2803526,8267.26600667,5337.00996614,7352.86650108
8642.0,3758.2222352,2759.28035644,8267.26600626,5337.00995972,7352.86650156
8642.25,3758.22223486,2759.28036027,8267.26600584,5337.00995372,7352.86650204
8642.5,3758.22223451,2759.2803641,8267.26600542,5337.00994817,7352.86650252
8642.75,3758.22223417,2759.28036792,8267.266005,5337.00994305,7352.866503
8643.0,3758.22223382,2759.28037173,8267.26600459,5337.00993839,7352.86650347
8643.25,3758.22223348,2759.28037554,8267.26600417,5337.00993419,7352.86650395
8643.5,3758.22223314,2759.28037933,8267.26600375,5337.00993047,7352.86650443
8643.75,3758.22223279,2759.28038312,8267.26600334,5337.00992723,7352.86650491
8644.0,3758.22223245,2759.2803869,8267.26600292,5337.00992448,7352.86650539
8644.25,3758.2222321,2759.28039068,8267.2660025,5337.00992223,7352.86650587
8644.5,3758.22223176,2759.28039444,8267.26600208,5337.00992049,7352.86650635
8644.75,3758.22223141,2759.2803982,8267.26600167,5337.00991928,7352.86650683
8645.0,3758.22223107,2759.28040195,8267.26600125,5337.00991859,7352.86650731
8645.25,3758.22223073,2759.28040569,8267.26600083,5337.00991845,7352.86650779
8645.5,3758.22223038,2759.28040942,8267.26600041,5337.00991885,7352.86650827
8645.75,3758.22223004,2759.28041314,8267.266,5337.00991982,7352.86650875
8646.0,3758.22222969,2759.28041686,8267.26599958,5337.00992135,7352.86650923
8646.25,3758.22222935,2759.28042056,8267.26599916,5337.00992347,7352.86650971
8646.5,3758.222229,2759.28042426,8267.26599874,5337.00992617,7352.86651019
8646.75,3758.22222866,2759.28042795,8267.26599833,5337.00992948,7352.86651067
8647.0,3758.22222831,2759.28043162,8267.26599791,5337.0099334,7352.86651115
8647.25,3758.22222797,2759.28043529,8267.26599749,5337.00993793,7352.86651163
8647.5,3758.22222763,2759.28043895,8267.26599707,5337.0099431,7352.86651211
8647.75,3758.22222728,2759.2804426,8267.26599666,5337.00994892,7352.86651258
8648.0,3758.22222694,2759.28044625,8267.26599624,5337.00995538,7352.86651306
8648.25,3758.22222659,2759.28044988,8267.26599582,5337.00996251,7352.86651354
8648.5,3758.22222625,2759.2804535,8267.26599541,5337.00997031,7352.86651402
8648.75,3758.2222259,2759.28045711,8267.26599499,5337.00997879,7352.8665145
8649.0,3758.22222556,2759.28046072,8267.26599457,5337.00998797,7352.86651498
8649.25,3758.22222521,2759.28046431,8267.26599415,5337.00999786,7352.86651546
8649.5,3758.22222487,2759.28046789,8267.26599374,5337.01000846,7352.86651594
8649.75,3758.22222453,2759.28047146,8267.26599332,5337.01001979,7352.86651642
8650.0,3758.22222418,2759.28047503,8267.2659929,5337.01003186,7352.8665169
8650.25,3758.22222384,2759.28047858,8267.26599248,5337.01004468,7352.86651738
8650.5,3758.22222349,2759.28048212,8267.26599207,5337.01005825,7352.86651786
8650.75,3758.22222315,2759.28048565,8267.26599165,5337.01007243,7352.86651834
8651.0,3758.2222228,2759.28048917,8267.26599123,5337.01008677,7352.86651882
8651.25,3758.22222246,2759.28049268,8267.26599081,5337.01010126,7352.8665193
8651.5,3758.22222211,2759.28049618,8267.2659904,5337.01011589,7352.86651978
8651.75,3758.22222177,2759.28049967,8267.26598998,5337.01013067,7352.86652026
8652.0,3758.22222143,2759.28050315,8267.26598956,5337.01014558,7352.86652074
8652.25,3758.22222108,2759.28050661,8267.26598914,5337.01016062,7352.86652121
8652.5,3758.22222074,2759.28051007,8267.26598873,5337.01017579,7352.86652169
8652.75,3758.22222039,2759.28051351,8267.26598831,5337.01019108,7352.86652217
8653.0,3758.22222005,2759.28051694,8267.26598789,5337.01020649,7352.86652265
8653.25,3758.2222197,2759.28052036,8267.26598748,5337.01022202,7352.86652313
8653.5,3758.22221936,2759.28052377,8267.26598706,5337.01023765,7352.86652361
8653.75,3758.22221901,2759.28052717,8267.26598664,5337.01025339,7352.86652409
8654.0,3758.22221867,2759.28053055,8267.26598622,5337.01026923,7352.86652457
8654.25,3758.22221833,2759.28053393,8267.26598581,5337.01028517,7352.86652505
8654.5,3758.22221798,2759.28053729,8267.26598539,5337.0103012,7352.86652553
8654.75,3758.22221764,2759.28054063,8267.26598497,5337.01031731,7352.86652601
8655.0,3758.22221729,2759.28054397,8267.26598455,5337.0103335,7352.86652649
8655.25,3758.22221695,2759.2805473,8267.26598414,5337.01034978,7352.86652697
8655.5,3758.2222166,2759.28055061,8267.26598372,5337.01036612,7352.86652745
8655.75,3758.22221626,2759.28055391,8267.2659833,5337.01038253,7352.86652793
8656.0,3758.22221592,2759.28055719,8267.26598288,5337.010399,7352.86652841
8656.25,3758.22221557,2759.28056047,8267.26598247,5337.01041553,7352.86652889
8656.5,3758.22221523,2759.28056373,8267.26598205,5337.01043211,7352.86652937
8656.75,3758.22221488,2759.28056698,8267.26598163,5337.01044873,7352.86652985
8657.0,3758.22221454,2759.28057021,8267.26598121,5337.0104654,7352.86653032
8657.25,3758.22221419,2759.28057343,8267.2659808,5337.0104821,7352.8665308
8657.5,3758.22221385,2759.28057664,8267.26598038,5337.01049882,7352.86653128
8657.75,3758.2222135,2759.28057984,8267.26597996,5337.01051558,7352.86653176
8658.0,3758.22221316,2759.28058302,8267.26597955,5337.01053235,7352.86653224
8658.25,3758.22221282,2759.28058619,8267.26597913,5337.01054914,7352.86653272
8658.5,3758.22221247,2759.28058934,8267.26597871,5337.01056593,7352.8665332
8658.75,3758.22221213,2759.28059248,8267.26597829,5337.01058272,7352.86653368
8659.0,3758.22221178,2759.28059561,8267.26597788,5337.01059951,7352.86653416
8659.25,3758.22221144,2759.28059872,8267.26597746,5337.01061629,7352.86653464
8659.5,3758.22221109,2759.28060182,8267.26597704,5337.01063305,7352.86653512
8659.75,3758.22221075,2759.2806049,8267.26597662,5337.01064979,7352.8665356
8660.0,3758.2222104,2759.28060797,8267.26597621,5337.0106665,7352.86653608
8660.25,3758.22221006,2759.28061103,8267.26597579,5337.01068318,7352.86653656
8660.5,3758.22220972,2759.28061407,8267.26597537,5337.01069981,7352.86653704
8660.75,3758.22220937,2759.28061709,8267.26597495,5337.0107164,7352.86653752
8661.0,3758.22220903,2759.2806201,8267.26597454,5337.01073294,7352.866538
8661.25,3758.22220868,2759.2806231,8267.26597412,5337.01074941,7352.86653848
8661.5,3758.22220834,2759.28062608,8267.2659737,5337.01076582,7352.86653896
8661.75,3758.22220799,2759.28062905,8267.26597328,5337.01078216,7352.86653943
8662.0,3758.22220765,2759.280632,8267.26597287,5337.01079841,7352.86653991
8662.25,3758.2222073,2759.28063493,8267.26597245,5337.01081458,7352.86654039
8662.5,3758.22220696,2759.28063785,8267.26597203,5337.01083066,7352.86654087
8662.75,3758.22220662,2759.28064076,8267.26597162,5337.01084664,7352.86654135
8663.0,3758.22220627,2759.28064365,8267.2659712,5337.01086251,7352.86654183
8663.25,3758.22220593,2759.28064652,8267.26597078,5337.01087827,7352.86654231
8663.5,3758.22220558,2759.28064938,8267.26597036,5337.01089391,7352.86654279
8663.75,3758.22220524,2759.28065222,8267.26596995,5337.01090942,7352.86654327
8664.0,3758.22220489,2759.28065505,8267.26596953,5337.0109248,7352.86654375
8664.25,3758.22220455,2759.28065786,8267.26596911,5337.01094004,7352.86654423
8664.5,3758.22220421,2759.28066065,8267.26596869,5337.01095513,7352.86654471
8664.75,3758.22220386,2759.28066342,8267.26596828,5337.01097006,7352.86654519
8665.0,3758.22220352,2759.28066618,8267.26596786,5337.01098483,7352.86654567
8665.25,3758.22220317,2759.28066893,8267.26596744,5337.01099942,7352.86654615
8665.5,3758.22220283,2759.28067165,8267.26596702,5337.01101385,7352.86654663
8665.75,3758.22220248,2759.28067436,8267.26596661,5337.01102808,7352.86654711
8666.0,3758.22220214,2759.28067706,8267.26596619,5337.01104212,7352.86654759
8666.25,3758.22220179,2759.28067973,8267.26596577,5337.01105596,7352.86654807
8666.5,3758.22220145,2759.28068239,8267.26596535,5337.0110696,7352.86654854
8666.75,3758.22220111,2759.28068503,8267.26596494,5337.01108301,7352.86654902
8667.0,3758.22220076,2759.28068766,8267.26596452,5337.01109621,7352.8665495
8667.25,3758.22220042,2759.28069026,8267.2659641,5337.01110917,7352.86654998
8667.5,3758.22220007,2759.28069285,8267.26596369,5337.01112189,7352.86655046
8667.75,3758.22219973,2759.28069542,8267.26596327,5337.01113437,7352.86655094
8668.0,3758.22219938,2759.28069798,8267.26596285,5337.01114658,7352.86655142
8668.25,3758.22219904,2759.28070051,8267.26596243,5337.01115854,7352.8665519
8668.5,3758.22219869,2759.28070303,8267.26596202,5337.01117022,7352.86655238
8668.75,3758.22219835,2759.28070553,8267.2659616,5337.01118163,7352.86655286
8669.0,3758.22219801,2759.28070801,8267.26596118,5337.01119274,7352.86655334
8669.25,3758.22219766,2759.28071047,8267.26596076,5337.01120356,7352.86655382
8669.5,3758.22219732,2759.28071291,8267.26596035,5337.01121407,7352.8665543
8669.75,3758.22219697,2759.28071534,8267.26595993,5337.01122427,7352.86655478
8670.0,3758.22219663,2759.28071774,8267.26595951,5337.01123414,7352.86655526
8670.25,3758.22219628,2759.28072013,8267.26595909,5337.01124369,7352.86655574
8670.5,3758.22219594,2759.2807225,8267.26595868,5337.01125289,7352.86655622
8670.75,3758.22219559,2759.28072485,8267.26595826,5337.01126175,7352.8665567
8671.0,3758.22219525,2759.28072718,8267.26595784,5337.01127025,7352.86655718
8671.25,3758.22219491,2759.28072949,8267.26595742,5337.01127838,7352.86655765
8671.5,3758.22219456,2759.28073178,8267.26595701,5337.01128614,7352.86655813
8671.75,3758.22219422,2759.28073405,8267.26595659,5337.01129352,7352.86655861
8672.0,3758.22219387,2759.2807363,8267.26595617,5337.0113005,7352.86655909
8672.25,3758.22219353,2759.28073853,8267.26595576,5337.01130708,7352.86655957
8672.5,3758.22219318,2759.28074075,8267.26595534,5337.01131325,7352.86656005
8672.75,3758.22219284,2759.28074294,8267.26595492,5337.011319,7352.86656053
8673.0,3758.2221925,2759.28074511,8267.2659545,5337.01132432,7352.86656101
8673.25,3758.22219215,2759.28074726,8267.26595409,5337.0113292,7352.86656149
8673.5,3758.22219181,2759.28074939,8267.26595367,5337.01133363,7352.86656197
8673.75,3758.22219146,2759.2807515,8267.26595325,5337.0113376,7352.86656245
8674.0,3758.22219112,2759.28075359,8267.26595283,5337.01134111,7352.86656293
8674.25,3758.22219077,2759.28075566,8267.26595242,5337.01134414,7352.86656341
8674.5,3758.22219043,2759.28075771,8267.265952,5337.01134668,7352.86656389
8674.75,3758.22219008,2759.28075974,8267.26595158,5337.01134873,7352.86656437
8675.0,3758.22218974,2759.28076174,8267.26595116,5337.01135027,7352.86656485
8675.25,3758.2221894,2759.28076373,8267.26595075,5337.01135129,7352.86656533
8675.5,3758.22218905,2759.28076569,8267.26595033,5337.01135179,7352.86656581
8675.75,3758.22218871,2759.28076764,8267.26594991,5337.01135175,7352.86656629
8676.0,3758.22218836,2759.28076956,8267.26594949,5337.01135116,7352.86656676
8676.25,3758.22218802,2759.28077145,8267.26594908,5337.01135002,7352.86656724
8676.5,3758.22218767,2759.28077333,8267.26594866,5337.01134832,7352.86656772
8676.75,3758.22218733,2759.28077519,8267.26594824,5337.01134604,7352.8665682
8677.0,3758.22218698,2759.28077702,8267.26594783,5337.01134317,7352.86656868
8677.25,3758.22218664,2759.28077883,8267.26594741,5337.0113397,7352.86656916
8677.5,3758.2221863,2759.28078062,8267.26594699,5337.01133563,7352.86656964
8677.75,3758.22218595,2759.28078239,8267.26594657,5337.01133094,7352.86657012
8678.0,3758.22218561,2759.28078413,8267.26594616,5337.01132562,7352.8665706
8678.25,3758.22218526,2759.28078585,8267.26594574,5337.01131966,7352.86657108
8678.5,3758.22218492,2759.28078755,8267.26594532,5337.01131305,7352.86657156
8678.75,3758.22218457,2759.28078923,8267.2659449,5337.01130578,7352.86657204
8679.0,3758.22218423,2759.28079088,8267.26594449,5337.01129784,7352.86657252
8679.25,3758.22218388,2759.28079251,8267.26594407,5337.01128922,7352.866573
8679.5,3758.22218354,2759.28079411,8267.26594365,5337.01127991,7352.86657348
8679.75,3758.2221832,2759.2807957,8267.26594323,5337.01126989,7352.86657396
8680.0,3758.22218285,2759.28079726,8267.26594282,5337.01125916,7352.86657444
8680.25,3758.22218251,2759.28079879,8267.2659424,5337.0112477,7352.86657492
