,index,score,a,a,a,a,k,k,k,k,b,b,u,u,u,u,n
,,0,0,1,2,3,0,1,2,3,0,1,0,1,2,3,0
,,,,,,,,,,,,,,,,,
0,425,0.146357773108,1.4683641544,0.739520645813,0.804576003819,0.819270566272,0.45777646004,0.275462012274,0.276039452395,0.306062847253,0.129287273565,0.125661296711,0.693150914932,0.693150914932,0.693150914932,0.693150914932,1.63041127831
1,291,0.146357852212,1.43215202762,0.476004838291,0.51797013762,0.527572823553,0.901129993508,0.542134168903,0.54357475439,0.602909174023,0.110820963701,0.122562819283,0.446226799004,0.446226799004,0.446226799004,0.446226799004,1.63041697883
2,541,0.146357742801,1.40154375873,0.610778279206,0.664427152403,0.676619801176,0.579606799268,0.348838800827,0.349537068762,0.387605622371,0.0685072963904,0.119943663627,0.572419585124,0.572419585124,0.572419585124,0.572419585124,1.63040793691
3,343,0.146357958088,1.38017900436,0.437479418692,0.475966052448,0.484401980169,0.973604218179,0.585652850256,0.586944531396,0.650245039727,0.0813512339812,0.118116415796,0.410080947991,0.410080947991,0.410080947991,0.410080947991,1.63067045296
4,375,0.146357805768,1.48900907505,0.427982334335,0.465677234362,0.474295616317,1.14200393269,0.687082648667,0.688785558471,0.763945696447,0.0542402196717,0.127428940647,0.40118168056,0.40118168056,0.40118168056,0.40118168056,1.63045859392
5,779,0.146357769682,1.46053559931,0.380967836381,0.414419404423,0.421915636904,1.33831331241,0.805525452083,0.807239393731,0.894757101153,0.120100221749,0.124993038467,0.357029009097,0.357029009097,0.357029009097,0.357029009097,1.63042270949
6,651,0.146357741119,1.40482901133,0.536998441998,0.584177389166,0.594878185547,0.717685802216,0.431932165412,0.432826859499,0.47993901038,0.105064158503,0.120224851363,0.503281943313,0.503281943313,0.503281943313,0.503281943313,1.63041109171
7,421,0.146357911183,1.41935410647,0.426318102262,0.463750051037,0.472464051295,1.06350686808,0.640334588455,0.641694904864,0.712029051705,0.0353254395592,0.121467578715,0.399499830843,0.399499830843,0.399499830843,0.399499830843,1.63019462427
8,481,0.146358940835,1.46124254544,0.500002049487,0.54388127097,0.553026993853,0.859733707543,0.517253061607,0.51809278058,0.573159495716,0.0904583706245,0.125053796646,0.4686066887,0.4686066887,0.4686066887,0.4686066887,1.63072247359
9,309,0.146357889608,1.46850641734,0.527333032198,0.573558605324,0.583775739545,0.794938673974,0.478583471884,0.479413424158,0.531203212389,0.0902454653635,0.125674541893,0.494127570747,0.494127570747,0.494127570747,0.494127570747,1.63036338026
10,461,0.1463577453,1.3867903462,0.586872941608,0.638414080954,0.650163966029,0.608003827589,0.365930714999,0.366657012849,0.406629259717,0.11755205467,0.118681004097,0.550016015835,0.550016015835,0.550016015835,0.550016015835,1.63040881198
11,533,0.146358209633,1.21609212791,0.313166497505,0.340735204837,0.347259789621,1.36632818568,0.82240545494,0.824554349226,0.915423091509,0.0319754316536,0.104071459396,0.293521982289,0.293521982289,0.293521982289,0.293521982289,1.63019057876
12,415,0.14635774141,1.42754195855,0.821379099239,0.893529955561,0.909894585036,0.368440551762,0.22174554828,0.222198680785,0.246384373353,0.0715235422162,0.122168654844,0.769797442048,0.769797442048,0.769797442048,0.769797442048,1.63041515793
13,775,0.146357760313,1.34672423119,0.455508438864,0.495516686983,0.504688472635,0.876084061886,0.527291999588,0.528396430147,0.586040070282,0.118943486423,0.11525257613,0.426907295932,0.426907295932,0.426907295932,0.426907295932,1.6304036717
14,549,0.14635774538,1.43209427886,0.409722284592,0.445727132119,0.453892077082,1.15096275284,0.692644086256,0.694108937065,0.769691630628,0.0635166729767,0.122558160584,0.384010073861,0.384010073861,0.384010073861,0.384010073861,1.63043557749
15,499,0.146357914111,1.42767500658,0.386621613261,0.420650830006,0.428160455285,1.25852627956,0.757004749705,0.758654602138,0.840649783494,0.0409773180459,0.12218028468,0.362420949071,0.362420949071,0.362420949071,0.362420949071,1.63064414554
16,823,0.14635774887,1.27150516043,0.477871460388,0.519848448146,0.52935143481,0.737778360118,0.444007356542,0.444893463652,0.49330397388,0.105543993944,0.108815631209,0.447869121026,0.447869121026,0.447869121026,0.447869121026,1.63044871838
17,493,0.146357788827,1.41527188899,0.521102152818,0.566894265953,0.577262002125,0.76279918565,0.458978310493,0.459845273081,0.509902529413,0.12851203743,0.121118789424,0.488422927085,0.488422927085,0.488422927085,0.488422927085,1.63051699384
18,495,0.146357741634,1.37863763304,0.399472809118,0.434571385353,0.442533294333,1.1274251968,0.678528122928,0.679956886527,0.753973753036,0.0499009508226,0.117983357313,0.374392666092,0.374392666092,0.374392666092,0.374392666092,1.63040825881
19,529,0.146357882618,1.28417966802,0.474537226004,0.516194944536,0.525664704869,0.758652790607,0.456794447242,0.457836379825,0.507701268074,0.0625033757987,0.109899275047,0.444665763742,0.444665763742,0.444665763742,0.444665763742,1.63019833072
20,479,0.146358214519,1.48618859759,0.414655706014,0.451323603926,0.45970137527,1.19793141542,0.719931739522,0.721870099448,0.800751776317,0.0998837365087,0.127186769046,0.388875574026,0.388875574026,0.388875574026,0.388875574026,1.63081786197
21,397,0.146357902029,1.45666989583,0.427973321073,0.465573887816,0.474334003766,1.10237526068,0.663650405735,0.665115197801,0.738039387114,0.0429323353944,0.124660805458,0.401076221283,0.401076221283,0.401076221283,0.401076221283,1.63022367361
22,671,0.146357752549,1.4180676779,0.375391187363,0.408399876017,0.415857978113,1.30622512446,0.786020538996,0.787789063584,0.873424130964,0.125850718898,0.121358481738,0.351847419766,0.351847419766,0.351847419766,0.351847419766,1.630471791
23,479,0.146357741032,1.47826182955,0.433776589469,0.471887566964,0.480534636156,1.10448066424,0.664717619623,0.666098339272,0.738606368864,0.0715712705776,0.126509229363,0.40654223169,0.40654223169,0.40654223169,0.40654223169,1.6304136043
24,509,0.14635784575,1.45862307998,0.615043880905,0.669237328204,0.681344592065,0.611407735886,0.367869315751,0.36887204139,0.408836838561,0.0992283832648,0.124828862468,0.576515027391,0.576515027391,0.576515027391,0.576515027391,1.63044160144
25,561,0.146358537309,1.40493222492,0.567790370814,0.617579128827,0.628074322413,0.655352042902,0.394354505694,0.395068190596,0.437205840601,0.0694607686354,0.120235938413,0.532102922759,0.532102922759,0.532102922759,0.532102922759,1.63069792873
26,257,0.14635778426,1.10775373285,0.35803250118,0.389537065015,0.396761284966,0.943279036831,0.567518955565,0.568740579401,0.630859990249,0.0761330772726,0.0948011001946,0.335605442015,0.335605442015,0.335605442015,0.335605442015,1.63049178577
27,635,0.146357748808,1.31785382153,0.455548811759,0.495589938002,0.504649773314,0.845597079583,0.508902412221,0.509966001468,0.565452077368,0.103760500562,0.112781982332,0.426949088472,0.426949088472,0.426949088472,0.426949088472,1.63040432278
28,593,0.146357757091,1.49271013352,0.488629984976,0.531539042995,0.541271959898,0.924251915263,0.556285465515,0.557329523462,0.618006416078,0.0610469505866,0.12774509305,0.457932328264,0.457932328264,0.457932328264,0.457932328264,1.63038436308
29,429,0.146357746949,1.35710707431,0.568106413609,0.617988890012,0.629266428038,0.61890309024,0.372516888822,0.373270899678,0.413866134745,0.087954652887,0.116141352281,0.532409770188,0.532409770188,0.532409770188,0.532409770188,1.63039979732
30,787,0.146357968919,1.49033556363,0.375937358096,0.409119871055,0.416756267692,1.41240862428,0.849279890782,0.851501211357,0.944691624507,0.0656354035894,0.127541896226,0.352488457671,0.352488457671,0.352488457671,0.352488457671,1.63062834035
31,429,0.146367642056,1.49992682535,0.531475430999,0.578296250312,0.591869655478,0.812151781701,0.488776466016,0.489413822317,0.54703950102,0.0871502152969,0.12835736378,0.498291198407,0.498291198407,0.498291198407,0.498291198407,1.62986160877
32,441,0.14635808301,1.39135050157,0.469709403645,0.510984927124,0.5199071468,0.878679577416,0.528625639218,0.52969773909,0.586632053295,0.0364363984183,0.119072154334,0.440251935864,0.440251935864,0.440251935864,0.440251935864,1.63065043431
33,503,0.146357778055,1.48801078387,0.403939636085,0.4394365608,0.447469357217,1.25387115985,0.754491882494,0.756059388858,0.838340849472,0.103187106042,0.127344519103,0.378600015489,0.378600015489,0.378600015489,0.378600015489,1.63049339635
34,459,0.146357778527,1.40763715419,0.355817827877,0.387025964565,0.394080175245,1.40891474776,0.848263548982,0.849905272268,0.942263903431,0.125638499137,0.120465386134,0.333419040791,0.333419040791,0.333419040791,0.333419040791,1.63030634857
35,581,0.146358302929,1.44129437623,0.365951101542,0.397907635167,0.404853107166,1.39953578271,0.843139528272,0.844230629937,0.934912146709,0.0666961190674,0.12334668708,0.342790601553,0.342790601553,0.342790601553,0.342790601553,1.63024093915
36,363,0.146357755481,1.4292195483,0.453941520615,0.493828378256,0.502906909339,0.97065344347,0.584123217874,0.585300742364,0.649087186251,0.0454200545102,0.122313404915,0.42545812899,0.42545812899,0.42545812899,0.42545812899,1.63045862167
37,469,0.146357987846,1.41004123619,0.593610053784,0.645525360546,0.657341868628,0.61372777878,0.369733108373,0.370306237365,0.410580635419,0.113405434677,0.120670325701,0.556077746868,0.556077746868,0.556077746868,0.556077746868,1.63010187307
38,501,0.146357769827,1.39277242427,0.514564178655,0.559720548626,0.569975873091,0.758683499922,0.456608558776,0.457461880216,0.507330339436,0.0521412824101,0.119192588583,0.48223418328,0.48223418328,0.48223418328,0.48223418328,1.63044707535
39,323,0.146359141439,1.27129301801,0.35879348359,0.390387845805,0.396826682303,1.17652042184,0.707569821955,0.709307907415,0.784261001155,0.114644758427,0.108799059438,0.336334241513,0.336334241513,0.336334241513,0.336334241513,1.63081050703
40,515,0.146357754059,1.36407578959,0.715929235293,0.778792468725,0.79309925423,0.428059238716,0.257657112186,0.258159007994,0.286263938024,0.0741467656543,0.116737783548,0.670945560774,0.670945560774,0.670945560774,0.670945560774,1.63038535725
41,489,0.146357802731,1.4690666963,0.453014169824,0.492731050386,0.501644628221,1.01896943483,0.613517367535,0.614661364305,0.681329564957,0.0612929385079,0.125722598715,0.424480373431,0.424480373431,0.424480373431,0.424480373431,1.630311202
42,701,0.146357744857,1.37095205322,0.468544940493,0.509731711285,0.519086272867,0.861355039183,0.518381481989,0.519507628262,0.576060792477,0.12398385364,0.117325591025,0.43914129251,0.43914129251,0.43914129251,0.43914129251,1.63040447211
43,563,0.14635774169,1.36634872759,0.354157533915,0.385270254516,0.392335357943,1.35210563804,0.813772270968,0.815461405789,0.90422797526,0.074387678036,0.116931817053,0.331918431518,0.331918431518,0.331918431518,0.331918431518,1.63040518315
44,667,0.146357780311,1.35181870648,0.381440888676,0.414987814386,0.422602722267,1.17725668101,0.708544521579,0.710233147456,0.787527608606,0.115645938961,0.11568831328,0.357498375867,0.357498375867,0.357498375867,0.357498375867,1.63034659485
45,377,0.146357954244,1.41416034033,0.41069173251,0.446644169574,0.45485733187,1.12370435271,0.676457912298,0.677227821033,0.751127902892,0.0317636491785,0.121022668087,0.384832920353,0.384832920353,0.384832920353,0.384832920353,1.63042478224
46,767,0.14635776873,1.18641784133,0.363892620658,0.395851039698,0.40307825437,1.02770586426,0.618537448828,0.619731876067,0.687188946397,0.102044606726,0.101532808532,0.341029650477,0.341029650477,0.341029650477,0.341029650477,1.63037920664
47,417,0.146357987428,1.27596220368,0.555621783712,0.604396291599,0.615073455317,0.580205314872,0.349080928636,0.349758652433,0.387527147867,0.0599970565127,0.10919636656,0.520751876366,0.520751876366,0.520751876366,0.520751876366,1.6306303906
48,627,0.146358122707,1.45628776685,0.546298367365,0.594486191322,0.605486511706,0.73977644206,0.444830494394,0.445709578872,0.494446749461,0.06650471769,0.124626317787,0.512190694815,0.512190694815,0.512190694815,0.512190694815,1.63057919974
49,473,0.146357940422,1.49262840462,0.383952240257,0.417749264947,0.425195847086,1.36859974118,0.823213511009,0.82496963502,0.914103166811,0.118191265371,0.127740157785,0.359924117887,0.359924117887,0.359924117887,0.359924117887,1.63065419964
50,629,0.146357744616,1.34967263618,0.539922294372,0.587360563891,0.598136169804,0.666367993234,0.401040284851,0.401880911149,0.445652937765,0.0695286961919,0.115505067644,0.506024429267,0.506024429267,0.506024429267,0.506024429267,1.63042715516
51,355,0.146358998802,1.45728093779,0.680642553687,0.740581936155,0.753249726188,0.517027090844,0.310758058531,0.311460132918,0.344756339624,0.0466158193094,0.124717307914,0.638175675079,0.638175675079,0.638175675079,0.638175675079,1.63112005949
52,343,0.146357975447,1.48415157956,0.759650418858,0.826348534128,0.840899569952,0.44578466372,0.26822609401,0.268762717788,0.29773036513,0.0449569458387,0.127014288912,0.711965565161,0.711965565161,0.711965565161,0.711965565161,1.63061806247
